classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
58,THE WEEKND,,,,SACRIFICE,ISLAND DEF JAM / UNIVERSAL MUSIC,2022,17,The Weeknd,Swedish House Mafia,Steve Angello,Axwell,2022-01-07,sample,Thriller - Michael Jackson
59,LE CLASSICO ORGANISÉ,,,,LE CLASSICO ORGANISÉ,BELIEVE / RIEN 100 RIEN,2022,17,JuL,,SCH,Kofs,2021-11-05,interpolation,Spaghetti - Hamza
60,TIËSTO,AVA MAX,,,THE MOTTO,WEA / ATLANTIC RECORDS,2022,17,LOSTBOY,Tiësto,Claudia Valentina,Tiësto,2021-11-04,sample,4 RANO - Zeamsone
61,ÖWNBOSS,SEVEK,,,MOVE YOUR BODY,WEA / MUSICAL FREEDOM,2022,17,Öwnboss,Sevek,Sevek,Öwnboss,2021-10-29,sample,Seismic - HAU (CAN)
62,JULIETTE ARMANET,,,,LE DERNIER JOUR DU DISCO,ROMANCE MUSIQUE,2022,17,Yuksek,Juliette Armanet,Diane Jacqus,Juliette Armanet,2021-09-17,,
63,RUSS MILLIONS/BUNI/YV,,,,ONE OF A KIND MUSIC PRESENTS REGGAE & CALYPSO,ONE OF A KIND MUSIC,2022,17,,,,,,,
64,ADELE,,,,OH MY GOD,COLUMBIA,2022,17,Greg Kurstin,,Adele,Greg Kurstin,2021-11-19,sample,Everything: 2022 Megamix - Joseph James (DJ)
65,SWEDISH HOUSE MAFIA,,,,MOTH TO A FLAME,ISLAND DEF JAM / UNIVERSAL MUSIC,2022,17,Swedish House Mafia,Desembra,Axwell,Steve Angello,2021-10-22,sample,CURA DI TE - Voga
66,HORNET LA FRAPPE,NINHO,,,GASOLINA,REC. 118 / DIEZ PEUFRA,2022,17,Ani Beatz,CG Flow,Ninho,Hornet La Frappe,2021-08-27,,
67,TOM ODELL,,,,ANOTHER LOVE,COLUMBIA / ITNO/COLUMBIA,2022,17,Dan Grech-Marguerat,,Tom Odell,,2012-10-15,sample,Daleko stąd - Gospel
68,STROMAE,,,,SANTÉ,POLYDOR,2022,17,Juanpaio Toch,Moon Willis,Stromae,Moon Willis,2021-10-15,,
69,LYNA MAHYEM,,,,MAL DE TOI,WARNER / NOUVELLE ECOLE,2022,17,Tefa,OG Blaze,Lyna Mahyem,,2022-03-04,,
70,JACK HARLOW,,,,FIRST CLASS,WEA / GENERATION NOW/ATLANTIC,2022,17,Jack Harlow,Angel López,Jack Harlow,Fergie,2022-04-08,sample,Glamorous - Fergie
71,LIL NAS X,,,,THATS WHAT I WANT,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,17,Ryan Tedder,KBeaZy,KBeaZy,Blake Slatkin,2021-09-17,sample,I Want Misery - Pluffaduff
72,CLARA LUCIANI,,,,AMOUR TOUJOURS,ROMANCE MUSIQUE,2022,17,Sage,Pierrick Devin,Sage,Clara Luciani,2021-05-20,,
73,MADONNA VS SICKICK,,,,FROZEN,WEA / WARNER RECORDS,2022,17,,,,,,,
74,IMANBEK,,,,BELLY DANCER,WARNER / MUSICAL FREEDOM,2022,17,BYOR,Imanbek,Neville Staple,Terry Hall,2022-02-18,sample,Bananza (Belly Dancer) - Akon
75,IMAGINE DRAGONS,,,,BONES,POLYDOR / INTERSCOPE RECORDS,2022,17,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2022-03-11,sample,Radioactive Bones - Bongs237
76,ANITTA,,,,ENVOLVER,WEA / WEA LATINA,2022,17,,,,,,,
77,DOJA CAT,,,,WOMAN,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2022,17,Linden Jay,Yeti Beats,Aynzli Jones,Jidenna,2021-06-25,sample,GO GO [Label Mix] - SkidKiller
78,NISKA,,,,N.I,CAPITOL MUSIC FRANCE / MILLENIUM,2022,17,Noxious,,Ninho,Niska,2021-11-03,interpolation,Le monde est méchant - Niska
79,ZIAK,,,,FIXETTE,CAPITOL MUSIC FRANCE / MILLENIUM,2022,17,Focus Beatz,,Ziak,,2020-10-19,interpolation,Shonen - Ziak
80,ROBIN SCHULZ,,,,YOUNG RIGHT NOW,WEA / WM GERMANY,2022,17,Robin Schulz,Dennis Lloyd,Daniel Deimann,Dennis Bierbrodt,2021-11-12,,
81,THE WEEKND,,,,BLINDING LIGHTS,ISLAND DEF JAM / UNIVERSAL MUSIC,2022,17,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
82,KALASH,GAZO,,,TU LE SAIS,BELIEVE / PLAY TWO,2022,17,Malibu Beatz,Bouba No Time,Gazo,Kalash,2021-07-23,,
83,DJADJA,DINAZ,,,DANS LE RÉSEAU,BELIEVE / CARRÉ MUSIC,2022,17,Mike Btz,,Dinaz,Djadja,2021-09-08,,
84,ANGÈLE,,,,BRUXELLES JE T'AIME,ROMANCE MUSIQUE / ANGELE VL RECORDS,2022,17,Angèle,Tristan Salvati,Angèle,,2021-10-21,,
85,LIL NAS X,,,,INDUSTRY BABY,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,17,,,,,,,
86,JASON DERULO,,,,ACAPULCO,WEA / ATLANTIC RECORDS,2022,17,Saltwives,Punctual,Madison Love,Will Lansley,2021-09-03,sample,El Mismo Sol - Alvaro Soler
87,THERAPIE TAXI,,,,ETÉ 90,PANENKA MUSIC,2022,17,Vincent Duteuil,Zaoui,,,2021-01-08,,
88,WILLY WILLIAM,,,,TROMPETA,BELIEVE / SCORPIO MUSIC,2022,17,Willy William,,Willy William,,2022-02-18,sample,Infinity - Guru Josh
89,KOBA LAD,,,,DADDY CHOCOLAT,CAPITOL MUSIC FRANCE / MILLENIUM,2022,17,FD Prod,Chapo,Gazo,Koba LaD,2021-06-18,interpolation,Aller sans retour - Zola
90,ANGÈLE,,,,LIBRE,ROMANCE MUSIQUE / ANGELE VL RECORDS,2022,17,Angèle,Tristan Salvati,Angèle,,2021-12-03,,
91,JOSMAN,,,,BRÛLE,SIDELINE,2022,17,Eazy Dew,Sofiane Pamart,Josman,Laylow,2022-03-18,,
92,CLARA LUCIANI,,,,RESPIRE ENCORE,ROMANCE MUSIQUE,2022,17,Pierrick Devin,Breakbot,Sage,Clara Luciani,2021-06-11,,
93,BOLÉMVN,,,,CHIC CHOC,CAPITOL MUSIC FRANCE / MILLENIUM,2022,17,MOC,,Koba LaD,Bolémvn,2022-04-01,,
94,DUA LIPA,DABABY,,,LEVITATING,WEA / WARNER RECORDS,2022,17,,,,,,,
95,KUNGS,,,,NEVER GOING HOME,ISLAND DEF JAM,2022,17,Boys Noize,Kungs,MNDR,Peter Wade,2021-05-21,interpolation,Idol - Mind Enterprises
96,PHEELZ/BNXN,,,,FINESSE,WEA / WARNER RECORDS,2022,17,Miichkel,Pheelz,Pheelz,Bnxn,2022-03-03,interpolation,Ivresse - Alpha
97,SHOUSE,,,,LOVE TONIGHT,HELL BEACH,2022,17,Shouse,,Jack Madin,Ed Service,2017-12-14,sample,Du-Bye - Digga D
98,A2H,,,,LE CŒUR DES FILLES,BELIEVE / PALACE PROD,2022,17,Clyde Bessi,,A2H,,2020-09-16,,
99,LUJIPEKA,,,,PAS À MA PLACE,ROMANCE MUSIQUE,2022,17,Sutus,Marty Bogo,Lujipeka,,2021-09-02,,
100,KALASH,,,,TOMBOLO,BELIEVE / PLAY TWO,2022,17,Shaz (FRA),,Kalash,,2022-04-01,interpolation,Calm Down - Rema
101,LA ZARRA,,,,TU T’EN IRAS,POLYDOR,2022,17,Banx & Ranx,Soke,La Zarra,Benny Adam,2021-06-11,,
102,VALD,,,,PEON,ECHELON RECORDS,2022,17,Seezy,Hellboy (FRA),Vald,OrelSan,2022-02-04,sample,Dans le futur - JuL
103,DUA LIPA,,,,FEVER,WEA / WARNER RECORDS,2022,17,Ian Kirkpatrick,Tristan Salvati,Dua Lipa,Julia Michaels,2020-10-29,sample,Doing Fine - Synnie
104,DAMSO,,,,?. MOROSE,TRENTE-QUATRE CENTIMES,2022,17,Jim Henderson,Jean-Marie Aerts,Damso,Jim Henderson,2021-04-29,,
105,ORELSAN,,,,DU PROPRE,3EME BUREAU,2022,17,Skread,,OrelSan,,2021-11-19,,
106,NINHO,,,,AÏCHA,REC. 118 / MAL LUNE MUSIC,2022,17,Hoodstar,Young KO,Ninho,,2021-12-03,,
107,REMA,,,,CALM DOWN,VIRGIN RECORDS FRANCE / VIRGIN RECORDS S&D,2022,17,Andre Vibez,ThisizLondon,Rema,,2022-02-11,sample,Drake Bussy - Fetus Blasters
108,ADELE,,,,EASY ON ME,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,17,Greg Kurstin,,Adele,Greg Kurstin,2021-10-15,sample,Te Amo Baby - Danieze Santiago
109,LETO,TIAKOLA,,,MAPESSA,REC. 118 / WINTERFELL,2022,17,HoloMobb,Boumidjal,Tiakola,Leto,2021-09-17,,
110,BENSON BOONE,,,,GHOST TOWN,WEA / WARNER RECORDS,2022,17,JT Daly,,Tushar Apte,Nolan Sipe,2021-10-15,sample,I’m Not in Chains Anymore (Christian Rewriter) - (Ghost Town) - Josh Thomas
111,ORELSAN,,,,L'ODEUR DE L'ESSENCE - SINGLE,3EME BUREAU,2022,17,,,,,,,
112,AMIR,,,,RÉTINE,WARNER / PARLOPHONE (FRANCE),2022,17,,,,,2021-10-01,,
113,LE CLASSICO ORGANISÉ,,,,CŒUR DE PIRATE,BELIEVE / RIEN 100 RIEN,2022,17,Toto Beats,Nass Prod,Thabiti,SAF,2021-11-05,,
114,LOMEPAL,,,,TROP BEAU,IDOL / PINÉALE,2022,17,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
115,PURPLE DISCO MACHINE,,,,IN THE DARK,SONY MUSIC ENTERTAINMENT / COLUMBIA LOCAL,2022,17,Purple Disco Machine,,Dimitri Tikovoï,Ed Cosens,2022-01-21,,
116,DADJU,,,,TOKO TOKO,CAPITOL MUSIC FRANCE / AMATERASU PROD / CAPITOL,2022,17,Banks Ranks,Kel-P,Ronisia,Dadju,2022-04-15,,
117,RONISIA,,,,MÉLODIE,EPIC,2022,17,Seny Silva,Maximilien Silva,Ronisia,,2022-01-28,interpolation,Contvct - Rsko
118,BOSH,,,,SOLITAIRE,SONY MUSIC ENTERTAINMENT / ARISTA FRANCE,2022,17,Mounchild,Blaise Keys,Bosh,,2020-03-27,,
119,NINHO,,,,LETTRE A UNE FEMME,WARNER SPECIAL MARKETING,2022,17,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
120,LAYLOW,,,,SPECIAL,SONY MUSIC ENTERTAINMENT / DIGITALMUNDO,2022,17,Purple Airlines,,L. LaBorde,,2020-08-21,,
121,COLDPLAY,,,,MY UNIVERSE,WEA / PARLOPHONE UK,2022,17,Max Martin,Oscar Holter,Guy Berryman,Jonny Buckland,2021-09-24,sample,(venus) - 金星 - d e l g a d o 悲伤 (Delgado Shiiro)
122,100 BLAZE,,,,PAPIER ROSE,ISLAND DEF JAM,2022,17,Santana (FRA),HRNN,JuL,Naps,2022-04-15,,
123,POLO,PAN,,,ANI KUNI,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION VIRGIN RECORDS DISTRIBUTION DEAL,2022,17,,,,,2021-05-07,,
124,GAMBINO LA MG,,,,RESTE-LÀ,SONY MUSIC ENTERTAINMENT / HALL ACCESS,2022,17,,,Tiakola,Gambino La MG,2022-03-04,,
125,SOSO MANESS,,,,PETROUCHKA,RCA GROUP,2022,17,Junior Alaprod,,PLK,Soso Maness,2021-06-04,interpolation,SUMMER 2021 - L.E.J
126,OBOY,,,,AVEC TOI,BELIEVE / 6&7,2022,17,Le Side,,OBOY,,2019-07-12,,
127,JUL,,,,"PIC ET PIC, ALCOOL ET DRAME",BELIEVE / D'OR ET DE PLATINE,2022,17,Nass Prod,,JuL,,2021-06-25,,
128,LOUISE ATTAQUE,,,,J'T'EMMÈNE AU VENT,LABEL PANTHEON / BARCLAY,2022,17,Gordon Gano,Warren Bruleigh,Gaëtan Roussel,,0997-04-22,interpolation,Artificiel - DJ Erise
129,GREEN MONTANA,,,,PARFUM,CAPITOL MUSIC FRANCE / CAPITOL,2022,17,Late (Producer),Flem,Green Montana,,2022-03-16,,
130,NO LIMIT,ORELSAN,NINHO,,MILLIONS,NO LIMIT PROD / NO LIMIT PROD/EPIC,2022,17,Skread,Phazz,Ninho,OrelSan,2021-06-18,,
131,MÅNESKIN,,,,BEGGIN',SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2022,17,Måneskin,Lucio Fabbri,Peggy Farina,Bob Gaudio,2017-12-08,sample,Beggin (Intro) - Bos Flip
132,HARRY STYLES,,,,WATERMELON SUGAR,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,17,Tyler Johnson,Kid Harpoon,Tyler Johnson,Kid Harpoon,2019-11-16,sample,Fuck You With Sugar On Top - Nearly a Fox
133,MENTISSA,,,,ET BAM,BELIEVE / TÔT OU TARD,2022,17,Vianney,,Vianney,,2021-11-11,,
134,RONISIA,,,,SUIS-MOI,EPIC,2022,17,Dany Synthé,,Ninho,Ronisia,2022-01-28,,
135,GREEN MONTANA,,,,CHAQUE JOUR DE LA SEMAINE,CAPITOL MUSIC FRANCE / CAPITOL,2022,17,,,,,,,
136,IMAGINE DRAGONS,,,,WRECKED,POLYDOR / INTERSCOPE RECORDS,2022,17,Imagine Dragons,,Dan Reynolds,Wayne Sermon,2021-07-02,,
137,ALONZO,,,,LA SELEÇAO,ISLAND DEF JAM / ONLY PRO,2022,17,JuL,,Naps,JuL,2021-03-26,,
138,VALD,,,,ANUNNAKI,SONY MUSIC ENTERTAINMENT / ECHELON RECORDS,2022,17,Seezy,Dany Synthé,Vald,,2022-01-07,,
139,KIM,,,,LOVE & LOVÉ,BELIEVE / HORION,2022,17,,,,,,,
140,DAMSO,,,,MOSAÏQUE SOLITAIRE,CAPITOL MUSIC FRANCE / CAPITOL,2022,17,Pirates 8293,Double X,Damso,,2017-04-28,,
141,BOOBA,,,,MONA LISA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2022,17,Nassi,Kayna Samet,JSX,Booba,2021-03-04,interpolation,Anesthésie (Outro) - Kalash
142,LIL NAS X,,,,MONTERO,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,17,Take a Daytrip,,Lil Nas X,,,,
143,OFENBACH,,,,HURRICANE,WARNER / ELEKTRA FRANCE,2022,17,Quarterhead,Ofenbach,Ella Henderson,Mark B,2021-09-17,,
144,NINHO,NISKA,,,MAMAN NE LE SAIT PAS,REC. 118 / MAL LUNE MUSIC,2022,17,Saydiq,Sam H,Niska,Ninho,2019-03-22,interpolation,Habitué - Dosseh
145,NINHO,,,,ARME DE POING,REC. 118 / MAL LUNE MUSIC,2022,17,SNK,Young KO,Ninho,,2021-12-03,,
146,DA UZI,NINHO,,,KONGOLAIS MAUVAIS,REC. 118 / VRAI2VRAI,2022,17,Lil Ben,,Ninho,​DA Uzi,2022-04-01,,
147,DAFT PUNK,PHARRELL WILLIAMS AND NILE RODGERS,,,GET LUCKY,SONY MUSIC CATALOGUE / COLUMBIA,2022,17,,,,,,,
148,ACRAZE,,,,DO IT TO IT,VIRGIN RECORDS FRANCE / VIRGIN RECORDS P&D,2022,17,ACRAZE,,Sean Paul (YoungBloodZ),Farrah King,2021-08-20,interpolation,Bounce Wit’ It - ACRAZE
149,ALEX SENSATION,,,,AFTER PARTY,ISLAND DEF JAM / UNIVERSAL MUSIC,2022,17,Guianko Gómez,T-Drick,Q Parker,Morrison Winnen,2022-02-03,sample,Turn Me On - Kevin Lyttle
150,GAZO,,,,HAINE&SEX,BSB PROD,2022,17,Selecta Killa,,Gazo,Selecta Killa,2021-02-26,,
151,OBOY,,,,CABEZA,BELIEVE / SYNDICATE RECORDS,2022,17,​mammouth,,OBOY,,2020-07-03,,
152,GRAND CORPS MALADE/KIMBEROSE,,,,NOS PLUS BELLES ANNÉES,UNIVERSAL MUSIC FRANCE / ANOUCHE PRODUCTIONS,2022,17,Mosimann,,Grand Corps Malade,Kimberose,2021-09-02,,
153,LADY GAGA,,,,SHALLOW,POLYDOR / UNIVERSAL MUSIC,2022,17,Benjamin Rice,Lady Gaga,Andrew Wyatt,Anthony Rossomando,2018-09-27,sample,10 Toes - Ghais Guevara
154,NINHO,,,,SKY PRIORITY,REC. 118 / MAL LUNE MUSIC,2022,17,BBP,,Ninho,,2021-12-03,,
155,ELLA HENDERSON,,,,CRAZY WHAT LOVE CAN DO,WARNER / PARLOPHONE UK,2022,17,David Guetta,Jordan Riley,David Guetta,Ella Henderson,2022-04-08,interpolation,Don’t You Hold Me Down - Alan Walker
156,IVANN,SAF,,,LA SURPRISE,SONY MUSIC ENTERTAINMENT / CARBO PRODUCTION,2022,17,IVANN,,SAF,,2022-01-28,,
157,MASTER KG,NOMCEBO ZIKODE,,,JERUSALEMA,WARNER / ELEKTRA FRANCE,2022,17,Master KG,,Nomcebo Zikode,,2019-10-11,,
158,CAPTAINE ROSHI,,,,FAST LIFE,VIRGIN RECORDS FRANCE / VIRGIN RECORDS,2022,17,Marcelino,,Timal,Roshi,2022-04-22,,
159,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2022,17,,,,,2011-08-16,,
160,TREI DEGETE,SQUEEZIE,KRONOMUZIK,,TIME TIME,BELIEVE / BALAI STEAK // PLAY TWO,2022,17,Myd,KronoMuzik,Squeezie,Myd,2021-11-11,,
161,LETO,,,,MOZART CAPITAINE JACKSON,WARNER / REC. 118,2022,17,Scvrla,Raed (FRA),Leto,Scvrla,2022-02-16,,
162,VEGEDREAM,,,,ELLE EST BONNE SA MÈRE,ISLAND DEF JAM,2022,17,Evasao,DJ Kabongo,Vegedream,Ninho,2019-05-31,sample,Vois sur ton chemin - Les Choristes
163,NINHO,,,,DIS-MOI QUE TU M'AIMES,REC. 118 / MAL LUNE MUSIC,2022,17,DJ Quick,Nice (FRA),Ninho,,2016-10-21,,
164,NINHO,,,,GOUTTE D’EAU,WARNER / REC. 118 / MAL LUNÉ MUSIC,2022,17,Kozbeatz,,Ninho,,2019-02-21,,
165,CLARA LUCIANI,,,,LE RESTE,ROMANCE MUSIQUE,2022,17,Sage,Pierrick Devin,Sage,Clara Luciani,2021-04-09,,
166,IMAGINE DRAGONS,,,,BELIEVER,POLYDOR / INTERSCOPE RECORDS,2022,17,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2017-02-01,sample,Novo Dono dos Miraculous - Venum Beats
167,NINHO,,,,PUTANA,REC. 118 / MAL LUNE MUSIC,2022,17,Noxious,,Ninho,,2019-03-22,interpolation,Bananza (Belly Dancer) - Akon
168,NINHO,,,,TOUT EN GUCCI,REC. 118 / MAL LUNE MUSIC,2022,17,Lil Ben,,Ninho,,2020-10-30,,
169,VIANNEY,,,,BEAU-PAPA,BELIEVE / TÔT OU TARD,2022,17,Vianney,,Vianney,,2020-08-21,,
170,4.4.2,,,,VA BENE,SONY MUSIC ENTERTAINMENT / HYPER FOCAL / KDNR GROUP,2022,17,Greg K,,JuL,Naza,2022-04-01,,
171,INNA,SEAN PAUL,,,UP,WEA / WM POLAND/WMI,2022,17,SICKOTOY,Sebastian Barac,SICKOTOY,Marcel Botezan,2021-10-29,interpolation,"Symphony No.40 in G minor, K.550 : 1. Molto allegro - Wolfgang Amadeus Mozart"
172,THE KID LAROI,,,,THOUSAND MILES,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,17,watt,Louis Bell,watt,Billy Walsh,2022-04-22,sample,Everything: 2022 Megamix - Joseph James (DJ)
173,HATIK,,,,ÉTERNEL,PLAY TWO,2022,17,Medeline,ILLNGHT,Hatik,,2021-03-12,,
174,SASSO,,,,ELLE VEUT,WLAB / CONSTELLATION,2022,17,Akuma Tracks,,Kaza,Sasso,2021-07-09,,
175,PNL,,,,ONIZUKA,BELIEVE / QLF RECORDS,2022,17,Dolor,BBP,Ademo,N.O.S,2016-09-16,sample,Trap House - Rim’K
176,GRADUR,FRANGLISH,,,TRUCS DE CHOSES,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2022,17,Young Bouba,,Gradur,Franglish,2021-07-30,,
177,PNL,,,,DEUX FRÈRES,MUSICAST / QLF RECORDS,2022,17,BBP,,Ademo,N.O.S,2019-04-05,,
178,TAYC,TIAKOLA,,,P A S C O M M E Ç A,BELIEVE / PLAY TWO,2022,17,MK10 On The Beat,Mr Behi,Tiakola,Tayc,2021-11-19,interpolation,No Wahala - 1da Banton
179,TONES AND I,,,,DANCE MONKEY,WEA / ELEKTRA (NEK),2022,17,Konstantin Kersting,,Tones and I,,2019-05-10,sample,2000-2019 mashup | 200 songs from the last 20 years - YamiNoBahamut
180,ED SHEERAN,,,,SHAPE OF YOU,WARNER / ATLANTIC RECORDS UK,2022,17,,,,,,,
181,BIGFLO,OLI,,,SACRÉ BORDEL,POLYDOR,2022,17,Bigflo,Oli,Oli,Bigflo,2022-04-05,,
182,DAMSO,,,,SIGNALER,CAPITOL MUSIC FRANCE / CAPITOL,2022,17,Double X,,Damso,,2017-04-28,sample,Jimmy - Booba
183,JUL,,,,LA BANDITE,BELIEVE / D'OR ET DE PLATINE,2022,17,Zaka2054,Abys One,JuL,,2019-06-14,,
184,ED SHEERAN,,,,2STEP,WEA / EAST WEST UK,2022,17,watt,Louis Bell,watt,Louis Bell,2021-10-29,sample,Everything: 2022 Megamix - Joseph James (DJ)
185,NEKFEU,,,,ON VERRA,POLYDOR / SEINE ZOO,2022,17,BLV,,Nekfeu,,2015-05-01,interpolation,So High (Blacc Hollywood) - Wiz Khalifa
186,MADEINPARIS,,,,SEX,EPIC / LABEL BLUE SKY / EPIC RECORDS FRANCE,2022,17,Persia Beats,,MadeInParis,,2022-02-18,,
187,LAYLOW,,,,VENT DE L'EST,BELIEVE / DIGITAL MUNDO,2022,17,SOTT,,Laylow,,2018-12-07,sample,L’amour du risque - Fonky Family
188,VEGEDREAM,,,,ON A L'HABITUDE,ISLAND DEF JAM,2022,17,DJ Kabongo,Evasao,Naps,Vegedream,2022-02-25,,
189,DJADJA,DINAZ,,,J'FAIS MES AFFAIRES,BELIEVE / CARRE-MUSIC,2022,17,BDR,,Dinaz,Djadja,2016-05-06,,
190,GIMS,VITAA,,,PRENDS MA MAIN,SONY MUSIC ENTERTAINMENT / PLAY TWO,2022,17,Renaud Rebillaud,,Vitaa,GIMS,2021-10-08,,
191,HATIK,,,,FINIR UN TEXTE,SONY MUSIC ENTERTAINMENT / CELL RECORDS,2022,17,Medeline,Wysko,Hatik,,2022-04-21,,
192,TAYC,,,,LE TEMPS,PLAY TWO,2022,17,Tayc,Nyadjiko,Tayc,,2021-02-26,interpolation,SUMMER 2021 - L.E.J
193,JOSMAN,,,,J'AIME BIEN!,IDOL / CHOKE INDUSTRY,2022,17,Josman,,Josman,,2018-09-14,,
194,SASSO,,,,J'PICOLE - SINGLE,WLAB,2022,17,,,,,,,
195,NAPS,,,,LA DANSE DES BANDITS,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2022,17,Nass Brans,PMR,SCH,Naps,2021-04-02,,
196,MAES,,,,MARDI GRAS,CAPITOL MUSIC FRANCE / MILLENIUM,2022,17,Hok (Producer),Noxious,Tiakola,Zed,2021-11-26,,
197,DAVID GUETTA,KID CUDI,,,MEMORIES,WARNER / PARLOPHONE (FRANCE),2022,17,,,,,,,
198,GREEN MONTANA,,,,PAPIERS,CAPITOL MUSIC FRANCE / CAPITOL,2022,17,Sof (Producer),,Green Montana,,2022-04-15,,
199,CÉLINE DION,,,,J'IRAI OÙ TU IRAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,17,Jean-Jacques Goldman,,Jean-Jacques Goldman,,1995-03-30,,
200,EMINEM,,,,LOSE YOURSELF,POLYDOR / UNIVERSAL MUSIC,2022,17,Eminem,Jeff Bass,Eminem,Jeff Bass,2002-10-28,sample,Lose Yourself (Instrumental) - Eminem
1,SOOLKING,,,,SUAVEMENTE,CAPITOL MUSIC FRANCE / CAPITOL,2022,18,Scar (FRA),Voluptyk,Soolking,,2022-02-23,interpolation,Suavemente - Elvis Crespo
2,HARRY STYLES,,,,AS IT WAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,18,Tyler Johnson,Kid Harpoon,Kid Harpoon,Tyler Johnson,2022-04-01,sample,Take on Me - a-ha
3,DISIZ,,,,RENCONTRE,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2022,18,LUCASV,Augustin Charnet,Damso,Disiz,2022-03-17,,
4,AYA NAKAMURA,DAMSO,,,DÉGAINE,WARNER / REC. 118,2022,18,Machynist,,Aya Nakamura,Damso,2022-03-09,interpolation,Coeur De Pirate - Damso
5,TIMAL,,,,FILTRÉ,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2022,18,Noxious,,Gazo,Timal,2022-02-11,,
6,YANNS,,,,CLIC CLIC PAN PAN,BELIEVE / PRODIGE MUSIC,2022,18,Toto Beats,,Yanns,,2021-12-10,,
7,ROSALÍA,,,,LA FAMA,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,18,The Weeknd,ROSALÍA,El Guincho,Noah Goldstein,2021-11-11,interpolation,TOTO - Karmen (FRA)
8,NINHO,,,,JEFE,REC. 118 / MAL LUNE MUSIC,2022,18,PHILY ASAP,Mi8,Ninho,,2021-12-03,,
9,CKAY,,,,EMILIANA,WEA / WM SOUTH AFRICA,2022,18,BMH,CKay,CKay,BMH,2021-12-03,sample,Kiss Me Thru The Phone - Soulja Boy
10,KOBA LAD,,,,DOUDOU,CAPITOL MUSIC FRANCE / MILLENIUM,2022,18,HRNN,Noxious,Naps,Koba LaD,2021-12-09,,
11,NINHO,,,,VVS,REC. 118 / MAL LUNE MUSIC,2022,18,Young KO,,Ninho,,2021-12-03,,
12,NAPS,,,,BEST LIFE,BELIEVE / OK MANY INDUSTRIE/13ÈME ART MUSIC,2022,18,CDR (FRA),,GIMS,Naps,2021-09-29,interpolation,PS5 - Drismer & PCN
13,ANGÈLE,,,,DÉMONS,ROMANCE MUSIQUE / ANGELE VL RECORDS,2022,18,Angèle,Tristan Salvati,Damso,Angèle,2021-12-03,,
14,ORELSAN,,,,LA QUÊTE,3EME BUREAU,2022,18,Phazz,Skread,OrelSan,,2021-11-19,interpolation,CP_002_Les aventures de MiniSan - OrelSan
15,CAMILA CABELLO,,,,BAM BAM,SONY MUSIC ENTERTAINMENT / EPIC,2022,18,Ricky Reed,Édgar Barrera,Scott Harris,Cheche Alara,2022-03-04,sample,Everything: 2022 Megamix - Joseph James (DJ)
16,GAYLE,,,,ABCDEFU,WEA / ATLANTIC/ARTHOUSE RECORDS,2022,18,Pete Nappi,,GAYLE,Sara Davis,2021-08-13,sample,Abcde forgot the rest - Lil Woodryc
17,ALONZO,,,,TRAFICANTE,SONY MUSIC ENTERTAINMENT / ONLY PRO,2022,18,Spike Miller,HuFel Beatz,Alonzo,,2022-03-03,,
18,RIDSA,,,,SANTA MARIA,BELIEVE / PLAY TWO,2022,18,Alexandre Zuliani,,Ridsa,Alexandre Zuliani,2022-01-28,,
19,DA UZI,GAZO,,,ON SE REVERRA PLUS,WARNER / REC. 118 / VRAI2VRAI INDUSTRY,2022,18,Yann Dakta & Rednose,,Gazo,​DA Uzi,2022-03-18,,
20,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2022,18,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
