classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
151,DAVID GUETTA,BECKY HILL,ELLA HENDERSON,,CRAZY WHAT LOVE CAN DO,WARNER / PARLOPHONE UK,2022,21,David Guetta,Jordan Riley,David Guetta,Ella Henderson,2022-04-08,interpolation,Don’t You Hold Me Down - Alan Walker
152,LE CLASSICO ORGANISÉ,,,,CŒUR DE PIRATE,BELIEVE / RIEN 100 RIEN,2022,21,Toto Beats,Nass Prod,Thabiti,SAF,2021-11-05,,
153,ED SHEERAN,,,,2STEP,WEA / EAST WEST UK,2022,21,watt,Louis Bell,watt,Louis Bell,2021-10-29,sample,Everything: 2022 Megamix - Joseph James (DJ)
154,HARRY STYLES,,,,CINEMA,COLUMBIA,2022,21,Tyler Johnson,Sammy Witte,Sammy Witte,Harry Styles,2022-05-20,sample,Everything: 2022 Megamix - Joseph James (DJ)
155,PNL,,,,URANUS,BELIEVE / QLF RECORDS,2022,21,Nk.F,,N.O.S,Ademo,2016-09-16,,
156,DADJU,,,,IMA,CAPITOL MUSIC FRANCE / AMATERASU PROD / CAPITOL,2022,21,Yaacov Salah,Meïr Salah,Dadju,,2022-05-13,,
157,HARRY STYLES,,,,WATERMELON SUGAR,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,21,Tyler Johnson,Kid Harpoon,Tyler Johnson,Kid Harpoon,2019-11-16,sample,Fuck You With Sugar On Top - Nearly a Fox
158,ADELE,,,,OH MY GOD,COLUMBIA,2022,21,Greg Kurstin,,Adele,Greg Kurstin,2021-11-19,sample,Everything: 2022 Megamix - Joseph James (DJ)
159,DAMSO,,,,?. MOROSE,TRENTE-QUATRE CENTIMES,2022,21,Jim Henderson,Jean-Marie Aerts,Damso,Jim Henderson,2021-04-29,,
160,PNL,,,,AU DD,BELIEVE / QLF RECORDS,2022,21,Nk.F,Joa (FRA),N.O.S,Ademo,2019-03-22,sample,Rmx #5 - JIGZAW
161,LADY GAGA,,,,HOLD MY HAND,POLYDOR,2022,21,Lady Gaga,BloodPop®,BloodPop®,Lady Gaga,2022-05-03,sample,Everything: 2022 Megamix - Joseph James (DJ)
162,MASTER KG,NOMCEBO ZIKODE,,,JERUSALEMA,WARNER / ELEKTRA FRANCE,2022,21,Master KG,,Nomcebo Zikode,,2019-10-11,,
163,COLDPLAY,,,,MY UNIVERSE,WEA / PARLOPHONE UK,2022,21,Max Martin,Oscar Holter,Guy Berryman,Jonny Buckland,2021-09-24,sample,(venus) - 金星 - d e l g a d o 悲伤 (Delgado Shiiro)
164,PNL,,,,LA MISÈRE EST SI BELLE,MUSICAST / QLF RECORDS,2022,21,BBP,,Ademo,N.O.S,2019-04-05,interpolation,SUR UN AIR DE JUL - Karmen (FRA)
165,NINHO,,,,LETTRE A UNE FEMME,WARNER SPECIAL MARKETING,2022,21,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
166,STROMAE,,,,SANTÉ,POLYDOR,2022,21,Juanpaio Toch,Moon Willis,Stromae,Moon Willis,2021-10-15,,
167,DAMSO,,,,SIGNALER,CAPITOL MUSIC FRANCE / CAPITOL,2022,21,Double X,,Damso,,2017-04-28,sample,Jimmy - Booba
168,BOOBA,,,,MONA LISA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2022,21,Nassi,Kayna Samet,JSX,Booba,2021-03-04,interpolation,Anesthésie (Outro) - Kalash
169,PNL,,,,ZOULOU TCHAING,MUSICAST / QLF RECORDS,2022,21,BBP,,Ademo,N.O.S,2019-04-05,,
170,LIL NAS X,,,,MONTERO,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,21,Take a Daytrip,,Lil Nas X,,,,
171,LADY GAGA,,,,SHALLOW,POLYDOR / UNIVERSAL MUSIC,2022,21,Benjamin Rice,Lady Gaga,Andrew Wyatt,Anthony Rossomando,2018-09-27,sample,10 Toes - Ghais Guevara
172,HARRY STYLES,,,,DAYDREAMING,COLUMBIA,2022,21,Tyler Johnson,Kid Harpoon,Valerie Johnson,Tom Bahler,2022-05-20,sample,Ain’t We Funkin’ Now - The Brothers Johnson
173,LA ZARRA,,,,TU T’EN IRAS,POLYDOR,2022,21,Banx & Ranx,Soke,La Zarra,Benny Adam,2021-06-11,,
174,GRAND CORPS MALADE/KIMBEROSE,,,,NOS PLUS BELLES ANNÉES,UNIVERSAL MUSIC FRANCE / ANOUCHE PRODUCTIONS,2022,21,Mosimann,,Grand Corps Malade,Kimberose,2021-09-02,,
175,KENDRICK LAMAR,,,,DIE HARD,UNIVERSAL MUSIC FRANCE / PGLANG/TOP DAWG ENTERTAINMENT/AFTERMATH/INTERSCOPE RECORDS,2022,21,Sounwave,Dahi,J.LBS,Grandmaster Vic,2022-05-13,sample,Remember The Rain - Kadhja Bonet
176,MÅNESKIN,,,,BEGGIN',SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2022,21,Måneskin,Lucio Fabbri,Peggy Farina,Bob Gaudio,2017-12-08,sample,Beggin (Intro) - Bos Flip
177,KIM,,,,LOVE & LOVÉ,BELIEVE / HORION,2022,21,,,,,,,
178,GROS MO,NEKFEU,,,PARADIS ARTIFICIEL,PIAS FRANCE / URBAN,2022,21,En’Zoo,,Nekfeu,Gros Mo,2022-05-06,,
179,HARRY STYLES,,,,SATELLITE,COLUMBIA,2022,21,Tyler Johnson,Kid Harpoon,Tyler Johnson,Kid Harpoon,2022-05-20,sample,Last Cut - Origami Ultra
180,NINHO,,,,AÏCHA,REC. 118 / MAL LUNE MUSIC,2022,21,Hoodstar,Young KO,Ninho,,2021-12-03,,
181,LYNA MAHYEM,,,,MAL DE TOI,WARNER / NOUVELLE ECOLE,2022,21,Tefa,OG Blaze,Lyna Mahyem,,2022-03-04,,
182,DAMSO,,,,MOSAÏQUE SOLITAIRE,CAPITOL MUSIC FRANCE / CAPITOL,2022,21,Pirates 8293,Double X,Damso,,2017-04-28,,
183,BENSON BOONE,,,,GHOST TOWN,WEA / WARNER RECORDS,2022,21,JT Daly,,Tushar Apte,Nolan Sipe,2021-10-15,sample,I’m Not in Chains Anymore (Christian Rewriter) - (Ghost Town) - Josh Thomas
184,GAZO,,,,HAINE&SEX,BSB PROD,2022,21,Selecta Killa,,Gazo,Selecta Killa,2021-02-26,,
185,NINHO,NISKA,,,MAMAN NE LE SAIT PAS,REC. 118 / MAL LUNE MUSIC,2022,21,Saydiq,Sam H,Niska,Ninho,2019-03-22,interpolation,Habitué - Dosseh
186,PNL,,,,A L'AMMONIAQUE,BELIEVE / QLF RECORDS,2022,21,Young Weapon,,Baby Jey,,2021-08-27,,
187,OBOY,,,,CABEZA,BELIEVE / SYNDICATE RECORDS,2022,21,​mammouth,,OBOY,,2020-07-03,,
188,OFENBACH,,,,4U,WARNER / ELEKTRA FRANCE,2022,21,Captain Cuts,Ofenbach,Alida,Ben Berger,2022-04-22,,
189,RONISIA,,,,MÉLODIE,EPIC,2022,21,Seny Silva,Maximilien Silva,Ronisia,,2022-01-28,interpolation,Contvct - Rsko
190,LAYLOW,,,,SPECIAL,SONY MUSIC ENTERTAINMENT / DIGITALMUNDO,2022,21,Purple Airlines,,L. LaBorde,,2020-08-21,,
191,AMIR,,,,RÉTINE,WARNER / PARLOPHONE (FRANCE),2022,21,,,,,2021-10-01,,
192,NO LIMIT,ORELSAN,NINHO,,MILLIONS,NO LIMIT PROD / NO LIMIT PROD/EPIC,2022,21,Skread,Phazz,Ninho,OrelSan,2021-06-18,,
193,KALASH,,,,TOMBOLO,BELIEVE / PLAY TWO,2022,21,Shaz (FRA),,Kalash,,2022-04-01,interpolation,Calm Down - Rema
194,PNL,,,,JUSQU'AU DERNIER GRAMME,BELIEVE / QLF RECORDS,2022,21,Yann Dakta & Rednose,,N.O.S,Ademo,2016-09-16,interpolation,Kill em’ All - JURI
195,DAFT PUNK,PHARRELL WILLIAMS AND NILE RODGERS,,,GET LUCKY,SONY MUSIC CATALOGUE / COLUMBIA,2022,21,,,,,,,
196,A2H,,,,LE CŒUR DES FILLES,BELIEVE / PALACE PROD,2022,21,Clyde Bessi,,A2H,,2020-09-16,,
197,BOLÉMVN,,,,CHIC CHOC,CAPITOL MUSIC FRANCE / MILLENIUM,2022,21,MOC,,Koba LaD,Bolémvn,2022-04-01,,
198,HARRY STYLES,,,,KEEP DRIVING,COLUMBIA,2022,21,Tyler Johnson,Kid Harpoon,Mitch Rowland,Tyler Johnson,2022-05-20,,
199,OFENBACH,,,,HURRICANE,WARNER / ELEKTRA FRANCE,2022,21,Quarterhead,Ofenbach,Ella Henderson,Mark B,2021-09-17,,
200,ADELE,,,,EASY ON ME,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,21,Greg Kurstin,,Adele,Greg Kurstin,2021-10-15,sample,Te Amo Baby - Danieze Santiago
1,ALONZO,,,,TOUT VA BIEN,ONLY PRO,2022,22,SHK,Scar (FRA),Ninho,Naps,2022-05-20,,
2,HARRY STYLES,,,,AS IT WAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,22,Tyler Johnson,Kid Harpoon,Kid Harpoon,Tyler Johnson,2022-04-01,sample,Take on Me - a-ha
3,SOOLKING,,,,SUAVEMENTE,CAPITOL MUSIC FRANCE / CAPITOL,2022,22,Scar (FRA),Voluptyk,Soolking,,2022-02-23,interpolation,Suavemente - Elvis Crespo
4,TIAKOLA,,,,GASOLINA,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Shiruken Music,,Tiakola,Rsko,2022-05-27,,
5,GAZO,,,,CELINE 3X,SONY MUSIC ENTERTAINMENT / BSB PROD,2022,22,Nardey,Scar (FRA),Gazo,Nardey,2022-05-11,sample,Dernière danse - Indila
6,TIAKOLA,,,,MODE AV,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Heezy Lee,Spectra (Producer),Gazo,Niska,2022-05-27,interpolation,PARKINSON - Gazo
7,TIMAL,,,,FILTRÉ,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2022,22,Noxious,,Gazo,Timal,2022-02-11,,
8,CAMILA CABELLO,,,,BAM BAM,SONY MUSIC ENTERTAINMENT / EPIC,2022,22,Ricky Reed,Édgar Barrera,Scott Harris,Cheche Alara,2022-03-04,sample,Everything: 2022 Megamix - Joseph James (DJ)
9,YANNS,,,,CLIC CLIC PAN PAN,BELIEVE / PRODIGE MUSIC,2022,22,Toto Beats,,Yanns,,2021-12-10,,
10,TIAKOLA,,,,ATASANTÉ,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Ponko,,Hamza,Tiakola,2022-05-27,,
11,AYA NAKAMURA,DAMSO,,,DÉGAINE,WARNER / REC. 118,2022,22,Machynist,,Aya Nakamura,Damso,2022-03-09,interpolation,Coeur De Pirate - Damso
12,REMA,,,,CALM DOWN,VIRGIN RECORDS FRANCE / VIRGIN RECORDS S&D,2022,22,Andre Vibez,ThisizLondon,Rema,,2022-02-11,sample,Drake Bussy - Fetus Blasters
13,JUL,,,,SUPERSTAR,BELIEVE / D'OR ET DE PLATINE,2022,22,Napalm Beats,71 Beats,JuL,,2022-05-19,,
14,ALONZO,,,,TRAFICANTE,SONY MUSIC ENTERTAINMENT / ONLY PRO,2022,22,Spike Miller,HuFel Beatz,Alonzo,,2022-03-03,,
15,TIAKOLA,,,,RORO,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Boumidjal,HoloMobb,SDM,Tiakola,2022-05-27,sample,Wake Up to Me - First Choice
16,TIAKOLA,,,,SI J'SAVAIS,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Ever Mihigo,Aloïs Zandry,Dinos,Tiakola,2022-05-06,interpolation,La vérité - Dadju
17,ROSALÍA,,,,LA FAMA,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,22,The Weeknd,ROSALÍA,El Guincho,Noah Goldstein,2021-11-11,interpolation,TOTO - Karmen (FRA)
18,KATE BUSH,,,,RUNNING UP THAT HILL,CATALOGUE MARKETING CLASSIQUE / PARLOPHONE,2022,22,Honey Gentry,,Kate Bush,,2017-04-06,,
19,DISIZ,,,,RENCONTRE,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2022,22,LUCASV,Augustin Charnet,Damso,Disiz,2022-03-17,,
20,KUNGS,,,,CLAP YOUR HANDS,ISLAND DEF JAM,2022,22,Kungs,,Kungs,MNDR,2022-02-18,sample,Happy Song - Babys Gang
21,KOBA LAD,,,,DOUDOU,CAPITOL MUSIC FRANCE / MILLENIUM,2022,22,HRNN,Noxious,Naps,Koba LaD,2021-12-09,,
22,NINHO,,,,JEFE,REC. 118 / MAL LUNE MUSIC,2022,22,PHILY ASAP,Mi8,Ninho,,2021-12-03,,
23,CKAY,,,,EMILIANA,WEA / WM SOUTH AFRICA,2022,22,BMH,CKay,CKay,BMH,2021-12-03,sample,Kiss Me Thru The Phone - Soulja Boy
24,SOOLKING,,,,BALADER,CAPITOL MUSIC FRANCE / CAPITOL,2022,22,MKL,,Niska,Soolking,2022-05-27,,
25,NAPS,,,,BEST LIFE,BELIEVE / OK MANY INDUSTRIE/13ÈME ART MUSIC,2022,22,CDR (FRA),,GIMS,Naps,2021-09-29,interpolation,PS5 - Drismer & PCN
26,ELLEY DUHÉ,,,,MIDDLE OF THE NIGHT,SONY MUSIC ENTERTAINMENT / NOT FIT FOR SOCIETY/RCA RECORDS,2022,22,Andrew Wells,,RØMANS,Elley Duhé,2020-01-10,interpolation,Asturias - Isaac Albéniz
27,TIAKOLA,,,,MEUDA,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Oath (NLD),,Tiakola,Oath (NLD),2022-05-27,sample,"M3lo, Meuda et So Bad (Tiakola Remix) - Iverstar $"
28,NINHO,,,,VVS,REC. 118 / MAL LUNE MUSIC,2022,22,Young KO,,Ninho,,2021-12-03,,
29,ORELSAN,,,,LA QUÊTE,3EME BUREAU,2022,22,Phazz,Skread,OrelSan,,2021-11-19,interpolation,CP_002_Les aventures de MiniSan - OrelSan
30,TIAKOLA,,,,SOZA,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Nyadjiko,,Tiakola,Nyadjiko,2022-05-27,,
31,TIAKOLA,,,,COUCHER DE SOLEIL,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Habib Defoundoux,Junior Alaprod,Tiakola,Habib Defoundoux,2022-05-19,,
32,TIAKOLA,,,,M3LO,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Muijiza,XAVii,Tiakola,Muijiza,2022-04-22,sample,"M3lo, Meuda et So Bad (Tiakola Remix) - Iverstar $"
33,IMANBEK,,,,BELLY DANCER,WEA / MUSICAL FREEDOM,2022,22,BYOR,Imanbek,Neville Staple,Terry Hall,2022-02-18,sample,Bananza (Belly Dancer) - Akon
34,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2022,22,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
35,TIAKOLA,,,,PARAPLUIE,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Amine Farsi,,Tiakola,Amine Farsi,2022-05-27,,
36,RIDSA,,,,SANTA MARIA,BELIEVE / PLAY TWO,2022,22,Alexandre Zuliani,,Ridsa,Alexandre Zuliani,2022-01-28,,
37,GAZO,,,,MOLLY - A COLORS SHOW,SONY MUSIC ENTERTAINMENT / BSB PROD,2022,22,Nardey,SHK,Gazo,Nardey,2022-05-30,,
38,TIAKOLA,,,,#TT,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Sectra,Louis the beatmaker,Tiakola,Sectra,2022-05-27,,
39,GAYLE,,,,ABCDEFU,WEA / ATLANTIC/ARTHOUSE RECORDS,2022,22,Pete Nappi,,GAYLE,Sara Davis,2021-08-13,sample,Abcde forgot the rest - Lil Woodryc
40,ANGÈLE,,,,DÉMONS,ROMANCE MUSIQUE / ANGELE VL RECORDS,2022,22,Angèle,Tristan Salvati,Damso,Angèle,2021-12-03,,
41,TIAKOLA,,,,RIRI / NO CAMERA,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Washy,Nyadjiko,Tiakola,Washy,2022-05-27,sample,Atasanté Part.2 - Hamza
42,FARRUKO,,,,PEPAS,SONY MUSIC ENTERTAINMENT / RCA,2022,22,Sharo Towers,Ghetto,IAmChino,Juan Manuel Gomez,2021-06-24,sample,Dos Tres Trucos - Paola Suárez
43,DADJU,,,,TOKO TOKO,CAPITOL MUSIC FRANCE / AMATERASU PROD / CAPITOL,2022,22,Banks Ranks,Kel-P,Ronisia,Dadju,2022-04-15,,
44,JUL,,,,LA MISS,BELIEVE / D'OR ET DE PLATINE,2022,22,Kakou,,JuL,,2021-12-10,,
45,FIREBOY DML,ED SHEERAN,,,PERU,EMPIRE / YBNL NATION/EMPIRE,2022,22,Shizzi,Kolten,Ivory Scott,Fireboy DML,2021-07-20,interpolation,Grateful - Brighton Ck
46,TIAKOLA,,,,R.I.PEACE,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Flem,Yamaica,Tiakola,Flem,2022-05-27,,
47,TIAKOLA,,,,1NTRO'P,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Twinsmatic,,Tiakola,Twinsmatic,2022-05-27,,
48,JUL,,,,ÇA TOURNE DANS MA TÊTE,BELIEVE / D'OR ET DE PLATINE,2022,22,JuL,,JuL,,2022-05-06,,
49,ELTON JOHN,DUA LIPA,,,COLD HEART,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2022,22,GD8,,KayleeHazel,Elton John,2024-05-24,,
50,TIAKOLA,,,,LA CLÉ,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Boumidjal,D1gri,Tiakola,Boumidjal,2021-12-23,,
51,TIAKOLA,,,,ARSENIK,SONY MUSIC ENTERTAINMENT / WATI-B,2022,22,Ponko,Prinzly,Tiakola,Ponko,2022-05-27,,
52,IMAGINE DRAGONS,,,,ENEMY,POLYDOR / INTERSCOPE RECORDS,2022,22,Mattman & Robin,,Justin Tranter,JID,2021-10-28,sample,‎the house 𝐏𝐀𝐑𝐓 𝐎𝐍𝐄 - ‎beenibroh
53,SOUND OF LEGEND,,,,MANIAC,BELIEVE / PLAY TWO,2022,22,Sound Of Legend,,Michael Sembello,Phil Ramone,2022-02-04,,
54,MENTISSA,,,,ET BAM,BELIEVE / TÔT OU TARD,2022,22,Vianney,,Vianney,,2021-11-11,,
55,FARRUKO,,,,EL INCOMPRENDIDO,SONY MUSIC ENTERTAINMENT / SONY MUSIC LATIN,2022,22,Juan Diaz,Kemzo,Pronti,Juan Manuel Gomez,2021-09-30,sample,Better Off Alone - Alice DeeJay
56,OBOY,,,,TDB,BELIEVE / SYNDICATE RECORDS,2022,22,Le Side,,OBOY,,2021-07-02,,
57,CKAY,,,,LOVE NWANTITI,WEA / WM SOUTH AFRICA,2022,22,CKay,,CKay,,2019-08-29,,
58,JAYMES YOUNG,,,,INFINITY,WEA / ATLANTIC RECORDS,2022,22,Billboard (Producer),Jaymes Young,Billboard (Producer),Jaymes Young,2017-06-23,sample,infiniti - Lil Soda Boi
59,IMAGINE DRAGONS,,,,BONES,POLYDOR / INTERSCOPE RECORDS,2022,22,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2022-03-11,sample,Radioactive Bones - Bongs237
60,LIZZO,,,,ABOUT DAMN TIME,WEA / ATLANTIC RECORDS,2022,22,Blake Slatkin,Ricky Reed,Blake Slatkin,Theron Thomas,2022-04-14,sample,Turn Up the Music - Chris Brown
61,TAYC,,,,SANS EFFET,BELIEVE / PLAY TWO,2022,22,BlackDoe,Nyadjiko,NatewKeys,Nyadjiko,2022-05-06,,
62,GAZO,,,,MAUVAIS 2X,SONY MUSIC ENTERTAINMENT / BSB PROD,2022,22,Nardey,Shiruken Music,Gazo,Ninho,2021-11-19,,
63,GLASS ANIMALS,,,,HEAT WAVES,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2022,22,Dave Bayley,,Dave Bayley,,2020-06-29,sample,Guess What’s Back - David0Mario
64,NINHO,,,,LA VIE QU'ON MÈNE,REC. 118 / MAL LUNE MUSIC,2022,22,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
65,WILLY WILLIAM,,,,TROMPETA,BELIEVE / SCORPIO MUSIC,2022,22,Willy William,,Willy William,,2022-02-18,sample,Infinity - Guru Josh
66,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2022,22,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
67,PNL,,,,DEUX FRÈRES,MUSICAST / QLF RECORDS,2022,22,BBP,,Ademo,N.O.S,2019-04-05,,
68,ANITTA,,,,ENVOLVER,WEA / WEA LATINA,2022,22,,,,,,,
69,ED SHEERAN,,,,BAD HABITS,WEA / ATLANTIC RECORDS,2022,22,Ed Sheeran,Fred again..,Ed Sheeran,Fred again..,2021-06-25,sample,Tino x Fumez The Engineer - Plugged In - Fumez The Engineer
70,SOOLKING,,,,ASKIM,CAPITOL MUSIC FRANCE / CAPITOL,2022,22,Bujaa Beats,,Reynmen,Soolking,2022-05-13,,
71,PASCAL LETOUBLON,,,,FRIENDSHIPS,POLYDOR / UNIVERSAL MUSIC,2022,22,,,,,,,
72,DA UZI,GAZO,,,ON SE REVERRA PLUS,WARNER / REC. 118 / VRAI2VRAI INDUSTRY,2022,22,Yann Dakta & Rednose,,Gazo,​DA Uzi,2022-03-18,,
73,LOST FREQUENCIES,,,,WHERE ARE YOU NOW,SONY MUSIC ENTERTAINMENT / EPIC AMSTERDAM,2022,22,Lost Frequencies,,Joacim Persson,Dag Lundberg,2021-07-30,sample,Everything: 2022 Megamix - Joseph James (DJ)
74,STROMAE,,,,L’ENFER,POLYDOR,2022,22,Stromae,,Stromae,,2022-01-09,,
75,GABRY PONTE/LUM!X/PREZIOSO,,,,THUNDER,WEA / SPINNIN' RECORDS,2022,22,Prezioso,Gabry Ponte,Prezioso,Alessandro Hueber,2021-05-07,sample,Viento - Gabry Ponte
76,SDM,,,,PASSAT,CAPITOL MUSIC FRANCE / CAPITOL,2022,22,YamineWav,Chanchee,Maes,SDM,2021-12-10,,
77,NAPS,,,,LA MAXANCE,BELIEVE / OK MANY INDUSTRY / 13EME ART MUSIC,2022,22,DIIAS,Voluptyk,Naps,,2022-05-17,,
78,PNL,,,,ONIZUKA,BELIEVE / QLF RECORDS,2022,22,Dolor,BBP,Ademo,N.O.S,2016-09-16,sample,Trap House - Rim’K
79,PLK FT OBOY,,,,ATTENTAT FEAT.OBOY,PANENKA,2022,22,,,,,,,
80,CLARA LUCIANI,,,,AMOUR TOUJOURS,ROMANCE MUSIQUE,2022,22,Sage,Pierrick Devin,Sage,Clara Luciani,2021-05-20,,
81,THE KID LAROI,,,,STAY,SONY MUSIC ENTERTAINMENT / COLUMBIA,2022,22,Cashmere Cat,Blake Slatkin,Finatik,Zac,2021-07-09,sample,​sirens r kinda scary - ‍xaev
82,DINOS,,,,AMARU,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DISTRIBUTION DEAL,2022,22,Ken & Ryu,,Dinos,,2022-05-25,interpolation,Crocodile Teeth - Skillibeng
83,DUA LIPA,DABABY,,,LEVITATING,WEA / WARNER RECORDS,2022,22,,,,,,,
84,SOOLKING,,,,SEL3A,CAPITOL MUSIC FRANCE / CAPITOL,2022,22,JY Prod,Seysey,Kalif Hardcore,Naps,2022-05-27,,
85,EMKAL,,,,"J'LA CONNAIS, PT. 1",SONY MUSIC ENTERTAINMENT / HYPER FOCAL,2022,22,Greg K,Layms,Emkal,,2022-04-29,,
86,ED SHEERAN,,,,SHIVERS,WEA / ATLANTIC RECORDS UK,2022,22,Ed Sheeran,Fred again..,Ed Sheeran,Kal Lavelle,2021-09-10,sample,A.T.E - Yung Nobre
87,ORELSAN,,,,JOUR MEILLEUR,3EME BUREAU,2022,22,Skread,,OrelSan,,2021-11-19,,
88,ÖWNBOSS,SEVEK,,,MOVE YOUR BODY,WEA / MUSICAL FREEDOM,2022,22,Öwnboss,Sevek,Sevek,Öwnboss,2021-10-29,sample,Seismic - HAU (CAN)
89,THE WEEKND,,,,SAVE YOUR TEARS,ISLAND DEF JAM / UNIVERSAL MUSIC,2022,22,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
90,JNR CHOI,SAM TOMPKINS,,,TO THE MOON,SONY MUSIC ENTERTAINMENT / JNR CHOI/EPIC,2022,22,Parked Up,,Jeff Bhasker,Philip Lawrence,2021-11-06,sample,talking to the moon - Sam Tompkins
91,ANGÈLE,,,,LIBRE,ROMANCE MUSIQUE / ANGELE VL RECORDS,2022,22,Angèle,Tristan Salvati,Angèle,,2021-12-03,,
92,JUL,,,,LA STREET,BELIEVE / D'OR ET DE PLATINE,2022,22,Scar (FRA),Voluptyk,Morad,JuL,2021-12-10,,
93,TOM ODELL,,,,ANOTHER LOVE,COLUMBIA / ITNO/COLUMBIA,2022,22,Dan Grech-Marguerat,,Tom Odell,,2012-10-15,sample,Daleko stąd - Gospel
94,PURPLE DISCO MACHINE,,,,IN THE DARK,SONY MUSIC ENTERTAINMENT / COLUMBIA LOCAL,2022,22,Purple Disco Machine,,Dimitri Tikovoï,Ed Cosens,2022-01-21,,
95,NINHO,,,,VÉRITÉ,REC. 118 / MAL LUNE MUSIC,2022,22,Daimo Beats,,Ninho,,2021-12-03,,
96,LADY GAGA,,,,HOLD MY HAND,POLYDOR,2022,22,Lady Gaga,BloodPop®,BloodPop®,Lady Gaga,2022-05-03,sample,Everything: 2022 Megamix - Joseph James (DJ)
97,JULIETTE ARMANET,,,,LE DERNIER JOUR DU DISCO,ROMANCE MUSIQUE,2022,22,Yuksek,Juliette Armanet,Diane Jacqus,Juliette Armanet,2021-09-17,,
98,DAMSO,,,,MACARENA,CAPITOL MUSIC FRANCE / CAPITOL,2022,22,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
99,CALVIN HARRIS/DUA LIPA,YOUNG THUG,,,POTION,SONY MUSIC ENTERTAINMENT / RCA GROUP,2022,22,Calvin Harris,,Calvin Harris,Jessie Reyez,2022-05-27,sample,Everything: 2022 Megamix - Joseph James (DJ)
100,THE WEEKND,,,,SACRIFICE,ISLAND DEF JAM / UNIVERSAL MUSIC,2022,22,The Weeknd,Swedish House Mafia,Steve Angello,Axwell,2022-01-07,sample,Thriller - Michael Jackson
101,JAX JONES,,,,WHERE DID YOU GO?,ISLAND DEF JAM / UNIVERSAL MUSIC,2022,22,Jax Jones,,Jax Jones,Mark Ralph,2022-02-04,sample,Everything: 2022 Megamix - Joseph James (DJ)
102,1PLIKÉ140,,,,CANADA,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC FRANCE,2022,22,Benzo808,NO LUV (Producer),1PLIKÉ140,Benzo808,2022-01-07,,
103,ALEX SENSATION,,,,AFTER PARTY,ISLAND DEF JAM / UNIVERSAL MUSIC,2022,22,Guianko Gómez,T-Drick,Q Parker,Morrison Winnen,2022-02-03,sample,Turn Me On - Kevin Lyttle
104,JOSMAN,,,,INTRO,SIDELINE,2022,22,Eazy Dew,Lucci’ (FRA),Josman,,2022-03-18,,
105,JACK HARLOW,,,,FIRST CLASS,WEA / GENERATION NOW/ATLANTIC,2022,22,Jack Harlow,Angel López,Jack Harlow,Fergie,2022-04-08,sample,Glamorous - Fergie
106,LE CLASSICO ORGANISÉ,,,,LE CLASSICO ORGANISÉ,BELIEVE / RIEN 100 RIEN,2022,22,JuL,,SCH,Kofs,2021-11-05,interpolation,Spaghetti - Hamza
