classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
78,ARIANA GRANDE,,,,WE CAN'T BE FRIENDS,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,21,,,,,,,
79,IMAGINE DRAGONS,,,,EYES CLOSED,POLYDOR / UNIVERSAL MUSIC,2024,21,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2024-04-03,interpolation,Ultimate Imagine Dragons Megamix Mashup - SuperSmashBros123
80,ZERB,SOFIYA NZAU,,,MWAKI,UNIVERSAL MUSIC / 0207 DEF JAM,2024,21,Zerb,,Zerb,Sofiya Nzau,2023-10-25,sample,MWAKI - BENJI TAWO
81,WERENOI,,,,LABORATOIRE,BELIEVE / PGP RECORDS,2024,21,Evi Beats,,Werenoi,Evi Beats,2023-03-10,,
82,REMA,,,,CALM DOWN,VIRGIN MUSIC FRANCE / MAVIN RECORDS / JONZING WORLD,2024,21,Andre Vibez,ThisizLondon,Rema,,2022-02-11,sample,Drake Bussy - Fetus Blasters
83,TAYLOR SWIFT,,,,CRUEL SUMMER,POLYDOR / UNIVERSAL MUSIC,2024,21,Taylor Swift,Jack Antonoff,St. Vincent,Jack Antonoff,2019-08-23,sample,Cruel Number - David0Mario
84,SHAKA PONK,,,,I'M PICKY,BELIEVE / TÔT OU TARD,2024,21,,,,,,,
85,WERENOI,,,,CHEMIN D'OR,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2024,21,Shiruken Music,,Werenoi,Shiruken Music,2023-03-10,,
86,R3HAB,,,,LOCA LOCA,POLYDOR / UNIVERSAL MUSIC,2024,21,R3HAB,,R3HAB,Lewis Hughes,2023-11-24,interpolation,Toca Toca - Fly Project
87,MARK AMBOR,,,,BELONG TOGETHER,VIRGIN MUSIC FRANCE / HUNDRED DAYS RECORDS,2024,21,Mark Ambor,Noel Zancanella,Mark Ambor,,2024-02-16,sample,Belong Together (Sped Up) - Lucky Socks
88,KERCHAK,,,,SAISON 2,LABEL BLUE SKY,2024,21,ReZaa,​th1rtyseven,Kerchak,,2024-01-12,,
89,OFENBACH,NORMA JEAN MARTINE,,,OVERDRIVE,WARNER / ELEKTRA FRANCE,2024,21,Jen Jis,Ofenbach,Alexander Hauer,César Laurent de Rummel,2023-10-06,interpolation,Cambodia - Kim Wilde
90,UZI/SDM,,,,PANAMA,BELIEVE / RPB MUSIC,2024,21,Isko (FRA),Noxious,UZI (FRA),SDM,2024-02-16,,
91,JUNGELI,,,,T’ÉTAIS OÙ ?,CAPITOL MUSIC FRANCE / NEXT GENERATION - 2054 RECORDS,2024,21,DJ Wiils,,Jungeli,Vegedream,2024-02-02,,
92,NINHO,,,,LA VIE QU'ON MÈNE,REC. 118 / MAL LUNE MUSIC,2024,21,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
93,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2024,21,,,,,2011-08-16,,
94,HARRY STYLES,,,,AS IT WAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,21,Tyler Johnson,Kid Harpoon,Kid Harpoon,Tyler Johnson,2022-04-01,sample,Take on Me - a-ha
95,BOOBA,,,,SAGA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2024,21,Wassil,,Booba,,2024-02-09,,
96,SANTA,,,,RECOMMENCE-MOI,999 PRODUCTIONS / PARLOPHONE,2024,21,,,Santa (FRA),,2024-03-21,,
97,RK,,,,TACHE DE SANG,BELIEVE / LES RESCAPÉS,2024,21,Mitch Wave,,RK,,2024-05-17,,
98,TIAKOLA,,,,X,WARNER / M3LO WORLD / ATLANTIC RECORDS,2024,21,Tarik Azzouz,Ikaz Boi,Tiakola,,2024-03-03,sample,Carjack Chiraq - Niska
99,HEUSS L'ENFOIRÉ,GAZO,,,SAIYAN,BELIEVE / 150 PROD / STRAW PRODUCTION,2024,21,Zeg P,,Gazo,Heuss L’enfoiré,2023-06-02,sample,COWBOY RACISTE - Madi Polochon (crazy 🕺🪩)
100,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2024,21,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
101,KENDRICK LAMAR,,,,NOT LIKE US,POLYDOR / UNIVERSAL MUSIC,2024,21,Mustard,Sean Momberger,Kendrick Lamar,Mustard,2024-05-04,sample,I Believe to My Soul - Monk Higgins
102,TAM SIR,,,,COUP DU MARTEAU,BELIEVE / CISUM,2024,21,CISUM,,Tam Sir,,2023-12-08,interpolation,Le coup du marteau - XXXXMLZ
103,SIA,,,,GIMME LOVE,WEA / ATLANTIC RECORDS,2024,21,Jesse Shatkin,,Sia,Jesse Shatkin,2023-09-13,interpolation,Lighthouse - Georgia Ku
104,JUL,,,,J'AI PRIS LE MIC,BELIEVE / D'OR ET DE PLATINE,2024,21,Prodweiler,,JuL,Prodweiler,2024-05-08,,
105,MAES,,,,4MOTION,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2024,21,Black Eagle Beats,,Maes,PLK,2024-02-29,sample,Allumés - Prod.MxAI
106,THEODORT,,,,TOKO DOMBI,SONY MUSIC ENTERTAINMENT / BUDOKAI / ERRRO,2024,21,Lowonstage,​web7,THEODORT,,2024-03-18,,
107,TATE MCRAE,,,,GREEDY,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2024,21,Ryan Tedder,Jasper Harris,Tate McRae,Amy Allen,2023-09-15,sample,Promiscuous - Nelly Furtado
108,SLIMANE,,,,DES MILLIERS DE JE T'AIME,CAPITOL MUSIC FRANCE / CAPITOL,2024,21,Yaacov Salah,Meïr Salah,Slimane,,2022-09-02,,
109,ARMA JACKSON,JOSMAN,,,BBL,SONY MUSIC ENTERTAINMENT / SIDELINE,2024,21,BlackDoe,,Arma Jackson,Josman,2024-03-29,,
110,PLK,,,,IL PLEUT À PARIS,PANENKA MUSIC,2024,21,Boumidjal,HoloMobb,PLK,,2024-01-19,,
111,TIMAL,,,,GLOCK 9,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2024,21,Keybee On The Track,RJacks & Masta,Timal,,2024-05-17,,
112,DAVID GUETTA,,,,I'M GOOD,WARNER / PARLOPHONE UK,2024,21,,,,,,,
113,BOLÉMVN,JUNGELI,,,ON Y VA,BELIEVE / PLAY TWO,2024,21,Kan,Le Marabout,Bolémvn,Jungeli,2024-04-26,,
114,KAARIS,,,,PANAMA,VIRGIN MUSIC FRANCE / OG RECORDS,2024,21,Ponko,,Kaaris,Hamza,2023-12-15,,
115,LOREEN,,,,TATTOO,POLYDOR,2024,21,Thomas G:son,Peter Boström,Loreen,Cazzi Opeia,2023-02-25,sample,Tattoo - Malin Akerman
116,TIAKOLA,,,,MEUDA,WATI-B,2024,21,Oath (NLD),,Tiakola,Oath (NLD),2022-05-27,sample,"M3lo, Meuda et So Bad (Tiakola Remix) - Iverstar $"
117,ELLA HENDERSON,RUDIMENTAL,,,ALIBI,WEA / ATLANTIC RECORDS UK,2024,21,Aidan Glover,Cliff Masterson,Ella Henderson,Olivia Sebastianelli,2024-01-12,sample,Gangsta’s Paradise - Coolio
118,CASSÖ,RAYE,D-BLOCK EUROPE,,PRADA,SONY MUSIC ENTERTAINMENT / B1,2024,21,cassö,,RAYE,Adam Williams,2023-08-10,,
119,JUL,,,,J'OUBLIE TOUT,BELIEVE / LIGA ONE INDUSTRY,2024,21,JuL,,JuL,,2014-02-23,sample,Fluch - Azet
120,YANNS,,,,CLIC CLIC PAN PAN,BELIEVE / PRODIGE MUSIC,2024,21,Toto Beats,,Yanns,,2021-12-10,,
121,JUL,,,,LA BANDITE,BELIEVE / D'OR ET DE PLATINE,2024,21,Zaka2054,Abys One,JuL,,2019-06-14,,
122,LETO,JKSN,KAARIS,LA MANO 1.9,ENLÈVE TES PES-SA,WARNER / REC.118 / WINTERFELL,2024,21,Scvrla,Raed (FRA),Leto,Kaaris,2024-05-09,,
123,MÅNESKIN,,,,VALENTINE,RCA GROUP / EPIC,2024,21,Fabrizio Ferraguzzo,Enrico Brun,Damiano David,Victoria,2023-11-10,,
124,THE WEEKND,,,,BLINDING LIGHTS,POLYDOR / UNIVERSAL MUSIC,2024,21,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
125,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2024,21,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
126,PLK,,,,ÉMOTIF,WAGRAM / PANENKA MUSIC,2024,21,,,Playboi Carti,,,interpolation,Paper - Playboi Carti
127,WERENOI,,,,SOLITAIRE,BELIEVE / PLR MUSIC & PGP RECORDS,2024,21,HuFel Beatz,,Werenoi,,2022-08-08,,
128,TIMAL,,,,PARIS,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2024,21,Noxious,,Timal,,2024-05-17,,
129,TRINIX,,,,HOTSTEPPER,WEA / WEA FRANCE,2024,21,,,,,2024-04-05,,
130,BENNETT,,,,VOIS SUR TON CHEMIN,WEA / WARNER MUSIC CENTRAL EUROPE,2024,21,,,,,2004-01-01,,
131,TIF,,,,NOTHING PERSONAL - A COLORS SHOW,WARNER / HOUMA SWEET HOUMA,2024,21,Senpaï Katchy,Louis Le Page,TIF,,2024-05-09,,
132,WERENOI,,,,DANS UN VERRE,BELIEVE / ALLPOINTS,2024,21,RJacks & Masta,,SDM,Werenoi,2024-02-16,,
133,ONE REPUBLIC,,,,I AIN'T WORRIED,POLYDOR / UNIVERSAL MUSIC,2024,21,Ryan Tedder,Brent Kutzle,Björn Yttling,Tyler Spry,2022-05-13,sample,Young Folks - Peter Bjorn and John
134,LUIDJI,,,,POUR DEUX ÂMES SOLITAIRES,WARNER / FOUFOUNE PALACE,2024,21,Ryan Koffi,Pee Magnum,Luidji,,2017-11-01,,
135,AYA NAKAMURA,,,,DOGGY,WARNER / REC.118 / NAKAMURA INDUSTRIE,2024,21,Chef Bandit,404 (beatmaker),Aya Nakamura,Chef Bandit,2024-03-29,,
136,TIMAL,,,,ENZO,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2024,21,Serk le Labo,,Timal,,2024-05-17,,
137,P!NK,,,,ALL OUT OF FIGHT,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2024,21,Fred again..,Johnny McDaid,P!nk,Fred again..,2023-12-01,,
138,SOPHIE ELLIS-BEXTOR,,,,MURDER ON THE DANCEFLOOR,POLYDOR / UNIVERSAL MUSIC,2024,21,Gregg Alexander,Matt Rowe,Gregg Alexander,Sophie Ellis-Bextor,2001-12-03,sample,Love Me Not - Skepta
139,DAVID KUSHNER,,,,DAYLIGHT,VIRGIN MUSIC FRANCE / VIRGIN MUSIC,2024,21,Rob Kirwan,,Livingston,Boon,2023-04-14,sample,Last Time - Eli Youngblood
140,THE WEEKND,,,,SAVE YOUR TEARS,POLYDOR / UNIVERSAL MUSIC,2024,21,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
141,LOUANE,,,,SECRET,ISLAND DEF JAM,2024,21,Tristan Salvati,,Louane,,2022-10-09,interpolation,Secret (sad orchestra) - Louane
142,PLK,,,,NOUVELLES,PANENKA MUSIC,2024,21,Senpaï Katchy,FREAKEY!,PLK,,2023-04-14,,
143,LOUANE,,,,LES ÉTOILES,ISLAND DEF JAM,2024,21,Tristan Salvati,,Louane,,2023-09-22,,
144,SHAY,NISKA,,,SANS COEUR,BECAUSE / JOLIE GARCE RECORDS / BECAUSE MUSIC,2024,21,Shay,Jo A Touch,Shay,Niska,2023-11-10,,
145,NUIT INCOLORE,,,,DÉPASSÉ,CINQ 7,2024,21,Nuit incolore,,Nuit incolore,,2022-12-15,,
146,DUA LIPA,,,,ILLUSION,WEA / WARNER RECORDS,2024,21,Danny L Harle,Kevin Parker,Dua Lipa,Caroline Ailin,2024-04-11,interpolation,Illusion (Instrumental) - Dua Lipa
147,TEDDY SWIMS,,,,THE DOOR,WEA / WARNER RECORDS,2024,21,Julian Bunetta,Ammo,Teddy Swims,Ammo,2023-09-15,,
148,DAVE/TIAKOLA,,,,MERIDIAN,VIRGIN MUSIC FRANCE / NEIGHBOURHOOD RECORDINGS,2024,21,,,,,2023-08-24,,
149,TIMAL,,,,PISTE BROUILLÉE,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2024,21,NaFaz Beats,,Timal,,2024-05-17,,
150,NINHO,,,,LETTRE A UNE FEMME,WARNER SPECIAL MARKETING,2024,21,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
151,VIANNEY,KENDJI GIRAC,SOPRANO,,JE SUIS FOU,BELIEVE / TÔT OU TARD,2024,21,Renaud Rebillaud,,Vianney,Soprano,2023-11-10,,
152,TYLA,,,,WATER,SONY MUSIC ENTERTAINMENT / FAX RECORDS/EPIC,2024,21,Sammy Soso,Rayo,Tyla,Sammy Soso,2023-07-28,sample,Without My Heart - TDG
153,LOUISE ATTAQUE,,,,J'T'EMMÈNE AU VENT,LABEL PANTHEON / BARCLAY,2024,21,Gordon Gano,Warren Bruleigh,Gaëtan Roussel,,0997-04-22,interpolation,Artificiel - DJ Erise
154,MORAD,GIMS,SATIVA MUSIC,,SEYA,BELIEVE / SATIVA MUSIC,2024,21,Renaud Rebillaud,,Morad,GIMS,2023-10-06,,
155,JUL,,,,LA FAILLE,BELIEVE / D'OR ET DE PLATINE,2024,21,JuL,,JuL,,2023-05-12,,
156,ANA MENA,,,,MADRID CITY,SONY MUSIC ENTERTAINMENT,2024,21,Andrés Torres,El Dandee,Ana Mena,Andrés Torres,2023-09-29,,
157,WERENOI,,,,MAUVAISE,BELIEVE / ALLPOINTS,2024,21,Aurélien Mazin,Kore,Werenoi,Aurélien Mazin,2023-09-22,,
158,COLDPLAY,,,,VIVA LA VIDA,WEA / PARLOPHONE UK,2024,21,Brian Eno,Markus Dravs,Chris Martin,Guy Berryman,2008-05-25,sample,Fallen Primadonna - Himynameisshan.
159,GAZO,TIAKOLA,,,CARTIER,BSB PROD / M3LO WORLD / WATI B,2024,21,SHK,,Gazo,Tiakola,2023-12-01,,
160,PIERRE DE MAERE,,,,UN JOUR JE MARIERAI UN ANGE,WAGRAM / CINQ 7,2024,21,Marso (FRA),,Marso (FRA),Pierre de Maere,2021-11-08,,
161,LOREEN,,,,IS IT LOVE,POLYDOR,2024,21,Rami,,Loreen,Dag Lundberg,2023-10-13,,
162,DOJA CAT,,,,PAINT THE TOWN RED,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2024,21,Earl on the Beat,Karl Rubin,Doja Cat,DJ Replay,2023-08-04,sample,Walk On By - Dionne Warwick
163,GAZO,TIAKOLA,,,NOTRE DAME,BSB PROD / M3LO WORLD / WATI B,2024,21,SHK,Eliasodt (Elias),Gazo,Tiakola,2023-12-01,,
164,JÉRÉMY FREROT,,,,ADIEU,BELIEVE / 6&7,2024,21,,,Jérémy Frérot,Laurent Lamarca,2024-04-22,,
165,BENSON BOONE,PHILIPPINE LAVREY,,,IN THE STARS,WEA / WARNER RECORDS,2024,21,Jason Evigan,,Benson Boone,Jason Evigan,2022-04-29,,
166,LEWIS CAPALDI,,,,SOMEONE YOU LOVED,POLYDOR / UNIVERSAL MUSIC,2024,21,TMS,,Ben Kohn,Lewis Capaldi,2018-11-08,sample,Married To Music - Mistah Kye
167,GAZO,,,,DIE,BSB PROD,2024,21,Dallas,,Gazo,Dallas,2022-07-01,interpolation,Where Did I Put That Thing? / Bibbidi-Bobbidi-Boo - Oliver Wallace
168,BILLIE EILISH,,,,"WHAT WAS I MADE FOR? [FROM THE MOTION PICTURE ""BARBIE""]",POLYDOR / UNIVERSAL MUSIC,2024,21,,,,,,,
169,DJO,,,,END OF BEGINNING,ORCHARD / DJO,2024,21,Djo,Adam Thein,Djo,Adam Thein,2022-09-16,sample,Back To The Go - Chance the Rapper
170,VANCE JOY,,,,RIPTIDE,WEA / ATLANTIC,2024,21,John Castle,Edwin White,Vance Joy,,2013-03-22,sample,It seems it was all for naught - CHAOSVERUM
171,DUA LIPA,,,,DANCE THE NIGHT,WEA / ATLANTIC RECORDS,2024,21,Mark Ronson,Picard Brothers,Dua Lipa,Andrew Wyatt,2023-05-26,sample,Forget Me Nots - Patrice Rushen
172,LA PETITE CULOTTE,CHICO,THE GYPSIES,,LA GOFFA LOLITA,WARNER / PARLOPHONE (FRANCE),2024,21,,,,,,,
173,NEMO,,,,THE CODE,MCA / UNIVERSAL MUSIC,2024,21,NYLAN (NOR),Benjamin Alasu,Linda Dale,Benji Alasu,2024-02-29,,
174,INDILA,,,,DERNIÈRE DANSE,ISLAND DEF JAM,2024,21,Skalpovich,,Indila,Skalpovich,2013-11-13,sample,Parce que tu crois - Charles Aznavour
175,THERAPIE TAXI,,,,ETÉ 90,PANENKA MUSIC,2024,21,Vincent Duteuil,Zaoui,,,2021-01-08,,
176,VACRA,,,,AGENT SECRET,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2024,21,Skimzea Beatz,,Vacra,,2024-04-19,,
177,VACRA,,,,TIKI TAKA,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2024,21,MarvelPro,,Vacra,,2022-11-10,,
178,BILL WITHERS,,,,AIN'T NO SUNSHINE,"SONY MUSIC ENTERTAINMENT / ULTRA RECORDS, LLC",2024,21,Booker T. Jones,,Bill Withers,,1971-06-17,sample,I Know What You Did Last Summer - Shawn Mendes
179,JOSMAN,,,,J'AIME BIEN!,IDOL / CHOKE INDUSTRY,2024,21,Josman,,Josman,,2018-09-14,,
180,DAVID GUETTA,KIM PETRAS,,,WHEN WE WERE YOUNG,WARNER / PARLOPHONE UK,2024,21,David Guetta,T.I Jakke,David Guetta,T.I Jakke,2023-11-10,interpolation,The Logical Song - Supertramp
181,DAMSO,,,,MACARENA,CARTHAGE MUSIC,2024,21,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
182,NEKFEU,,,,ON VERRA,CARTHAGE MUSIC / SEINE ZOO,2024,21,BLV,,Nekfeu,,2015-05-01,interpolation,So High (Blacc Hollywood) - Wiz Khalifa
183,TAYC,,,,RIDE,BELIEVE / PLAY TWO,2024,21,Nyadjiko,,Tayc,Leto,2020-10-16,,
184,YG MARLEY,,,,PRAISE JAH IN THE MOONLIGHT,YG MARLEY MUSIC,2024,21,YG Marley,Lauryn Hill,YG Marley,Lauryn Hill,2023-12-27,sample,Crisis - Bob Marley & The Wailers
185,LANA DEL REY,,,,SUMMERTIME SADNESS,POLYDOR,2024,21,Emile Haynie,,Lana Del Rey,Rick Nowels,2012-01-27,sample,Marlon Brando - Caneda
186,DAFT PUNK,PHARRELL WILLIAMS,NILE RODGERS,,GET LUCKY,COLUMBIA,2024,21,,,,,,,
187,JOSMAN,,,,AILLEURS,SIDELINE,2024,21,MYSTR,S. lyre,Josman,,2023-10-28,,
188,TRAVIS SCOTT,,,,FE!N,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2024,21,Travis Scott,Jahaan Sweet,Travis Scott,Playboi Carti,2023-07-28,sample,CÂȚI BANI FAC - NOUĂ UNȘPE
189,DJADJA,DINAZ,,,J'FAIS MES AFFAIRES,BELIEVE / CARRE-MUSIC,2024,21,BDR,,Dinaz,Djadja,2016-05-06,,
190,NINHO,,,,DIS-MOI QUE TU M'AIMES,REC. 118 / MAL LUNE MUSIC,2024,21,DJ Quick,Nice (FRA),Ninho,,2016-10-21,,
191,FAVÉ,,,,URUS,BELIEVE / MORNING GLORY MUSIC / 109 RECORD,2024,21,MB On The Track,,Favé (FRA),MB On The Track,2022-10-12,,
192,LYKKE LI,,,,I FOLLOW RIVERS,CATALOGUE MARKETING CLASSIQUE / WEA,2024,21,Björn Yttling,,Björn Yttling,Lykke Li,2011-01-21,sample,Scam from Nigeria - YUNG LIXO
193,TROIS CAFÉS GOURMANDS,,,,À NOS SOUVENIRS,BELIEVE / PLAY TWO,2024,21,,,Sébastien Gourseyrol,,2017-07-02,,
194,SOOLKING,,,,OTRA,CAPITOL MUSIC FRANCE / LAOBAN INTERNATIONAL / PANDOR,2024,21,Voluptyk,Eliel,Soolking,Eliel,2024-05-03,sample,Dile - Don Omar
195,DADJU,,,,REINE,CAPITOL MUSIC FRANCE / AMATERASU PROD / CAPITOL,2024,21,Seysey,,Dadju,,2017-05-05,sample,Ses Yeux - Phenomene J
196,EURYTHMICS,,,,SWEET DREAMS,SONY MUSIC ENTERTAINMENT / SONY BMG MUSIC UK,2024,21,Adam Williams,David A. Stewart,David A. Stewart,Annie Lennox,1983-01-21,sample,Cocaine - Dice
197,OBOY,,,,AVEC TOI,BELIEVE / 6&7,2024,21,Le Side,,OBOY,,2019-07-12,,
198,VACRA,,,,YOGA,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2024,21,Narco Verra,Marty Bogo,Vacra,Josman,2024-03-08,,
199,EARTH,WIND,FIRE,,SEPTEMBER,SONY MUSIC ENTERTAINMENT / COLUMBIA/LEGACY,2024,21,,,,,,,
200,YAMÊ,,,,BÉCANE - A COLORS SHOW,COLORSXSTUDIOS,2024,21,Yamê (FRA),Pandrezz,Yamê (FRA),,2023-06-02,,
1,CARBONNE,,,,IMAGINE,BELIEVE / PNM PRODUCTION / PLAY TWO,2024,22,Tosmah,Leo Landoeuer,Carbonne,,2024-05-03,,
2,GIMS,DYSTINCT,,,SPIDER,BELIEVE / PLAY TWO,2024,22,Maximum Beats,Young Bouba,GIMS,DYSTINCT,2024-05-10,,
3,HEUSS L'ENFOIRÉ,,,,MÉLANINE,BELIEVE / VERDANSK / STRAW PROD,2024,22,Zeg P,Seezy,Werenoi,Heuss L’enfoiré,2024-05-03,,
4,FLOYYMENOR,CRIS MJ,,,GATA ONLY,FLOYYMENOR,2024,22,Dcafu808,Big Cvyu,FloyyMenor,Cris MJ,2024-02-02,interpolation,Gata Only / A Que No Te Atreves / Prrrum / La Chapa - La Nueva Escuela (URU)
5,KEBLACK,,,,BOUCAN,BELIEVE / MOTEMA RECORDS,2024,22,Max & Seny,,KeBlack,Franglish,2024-04-25,,
6,MAES,,,,SURVIE,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2024,22,Bankai (FRA),,Maes,Ninho,2024-05-23,,
7,DISTURBED,,,,THE SOUND OF SILENCE,WEA / SPINNIN' RECORDS,2024,22,Kevin Churko,,Paul Simon,,2015-08-21,sample,Sound Of Life - Dean Aguiar
8,BENSON BOONE,,,,BEAUTIFUL THINGS,"WEA / NIGHT STREET RECORDS, INC./WARNER RECORDS INC.",2024,22,Evan Blair,,Benson Boone,Jack LaFrantz,2024-01-18,sample,KESHA IS BEELZEBUB - LoonaGooner
9,THEODORT,,,,WAYEH,SONY MUSIC ENTERTAINMENT / BUDOKAI / ERRRO,2024,22,Julien Nodot,Lowonstage,THEODORT,​web7,2024-04-30,,
10,SLIMANE,,,,MON AMOUR,CAPITOL MUSIC FRANCE / NOE MUSIC,2024,22,Yaacov Salah,Meïr Salah,Slimane,Meïr Salah,2023-11-08,sample,​dans les balles - ​abel31
11,JUNGELI,,,,PETIT GÉNIE,"CAPITOL MUSIC FRANCE / NEXT GÉNÉRATION, 2054 RECORDS, FULGU PROD",2024,22,DJ Wiils,,Jungeli,Abou Debeing,2023-08-04,,
12,FRANGLISH,,,,POSITION,CAPITOL MUSIC FRANCE / CAPITOL,2024,22,Maximilien Silva,Seny Silva,Franglish,,2024-02-16,,
13,GAZO,TIAKOLA,,,MAMI WATA,BSB PROD / M3LO WORLD / WATI B,2024,22,Nyadjiko,Shiruken Music,Gazo,Tiakola,2023-12-01,,
14,BOOBA,,,,DOLCE CAMARA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2024,22,Tysko,,Booba,SDM,2024-02-09,sample,Hot - Young Thug
15,PIERRE GARNIER,,,,CEUX QU'ON ÉTAIT,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,22,Marso (FRA),,Pierre Garnier,Joseph Kamel,2024-02-07,,
16,BILLIE EILISH,,,,LUNCH,POLYDOR / UNIVERSAL MUSIC,2024,22,FINNEAS,,Billie Eilish,FINNEAS,2024-05-17,sample,‎jane_remover_cheatcodez.zip - Jane Remover
17,JUL,DYSTINCT,,,OH QU'ELLE EST BELLE,BELIEVE / D'OR ET DE PLATINE,2024,22,Unleaded,YAM,DYSTINCT,JuL,2024-01-19,,
18,SABRINA CARPENTER,,,,ESPRESSO,POLYDOR / UNIVERSAL MUSIC,2024,22,Julian Bunetta,,Sabrina Carpenter,Julian Bunetta,2024-04-11,sample,“Sip That Pepsi” [Interlude] - Colson Lin
19,BILLIE EILISH,,,,CHIHIRO,POLYDOR / UNIVERSAL MUSIC,2024,22,FINNEAS,,Billie Eilish,FINNEAS,2024-05-17,sample,BONUS: song for my best friend wherever he is - 1un4
20,ARTEMAS,,,,I LIKE THE WAY YOU KISS ME,WARNER / ARTEMAS,2024,22,Artemas,Kevin White,Artemas,Jesse Fink,2024-03-19,sample,Radio Guarascio 3 - Tutti Fenomeni
21,TEDDY SWIMS,,,,LOSE CONTROL,WEA / WARNER RECORDS,2024,22,Ammo,Julian Bunetta,Teddy Swims,Ammo,2023-06-23,interpolation,United State of Pop 2024 (Blame It On The Whiskey) - DJ Earworm
22,KORE,HAMZA,,,LALLA,SONY MUSIC ENTERTAINMENT / RCA GROUP,2024,22,Kore,,Hamza,,2024-05-24,,
23,KEBLACK,,,,AUCUNE ATTACHE,BELIEVE / MOTEMA RECORDS,2024,22,Max & Seny,,KeBlack,,2024-02-02,,
24,DADJU,TAYC,,,I LOVE YOU,BELIEVE / PLAY TWO,2024,22,Nyadjiko,Yannick Péraste,Dadju,Tayc,2023-12-08,,
25,CYRIL,,,,STUMBLIN' IN,WEA / SPINNIN' RECORDS,2024,22,CYRIL,,Mike Chapman,Nicky Chinn,2023-11-10,sample,Stumblin’ In - Chris Norman
26,BEYONCÉ,,,,TEXAS HOLD 'EM,SONY MUSIC ENTERTAINMENT / PARKWOOD ENTERTAINMENT/COLUMBIA,2024,22,Beyoncé,Killah B,Beyoncé,Raphael Saadiq,2024-02-11,sample,Xecas Hold ’Em - Tocanna
27,VACRA,PLK,,,CONFIDENCES,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2024,22,Sneakyyy,,Vacra,PLK,2024-05-10,,
28,GREEN MONTANA,SDM,,,BARCELONA92,CAPITOL MUSIC FRANCE / CAPITOL,2024,22,Shiruken Music,,Green Montana,SDM,2024-04-05,,
29,DA UZI,,,,MICHAEL JORDAN,WARNER / REC. 118 / VRAI2VRAI PRODUCTION,2024,22,BBP,,​DA Uzi,,2024-03-08,,
30,PLK,,,,FAUT PAS,PANENKA MUSIC,2024,22,Boumidjal,HoloMobb,PLK,JuL,2024-02-02,,
31,EVA,,,,BOTTEGA,CARTHAGE MUSIC / AYVI PRODUCTION,2024,22,Skuna,Rudynovski,Eva,Moona,2024-02-23,interpolation,robe blanche - Zélie
32,DAVID GUETTA,ONEREPUBLIC,,,I DON'T WANNA WAIT,WARNER / PARLOPHONE UK,2024,22,Ryan Tedder,Brent Kutzle,Ryan Tedder,Brent Kutzle,2024-04-05,sample,I Don’t Wanna Wait - Goldaine
33,IÑIGO QUINTERO,,,,SI NO ESTÁS,BELIEVE / ACQUSTIC,2024,22,iñigo quintero,,iñigo quintero,,2022-09-23,sample,Wenn du lächelst - Milano
