classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
109,NINHO,,,,LA PUERTA,REC. 118 / MAL LUNE MUSIC,2020,22,Young KO,,Ninho,,2020-03-07,,
110,NINHO,GRIFF,,,EVERY DAY,REC. 118 / MAL LUNE MUSIC,2020,22,SNK,,SNK,Griff,2020-03-07,,
111,J. BALVIN,,,,AMARILLO,ISLAND DEF JAM / UNIVERSAL MUSIC,2020,22,Afro Bros,Sky Rompiendo,Afro Bros,Sky Rompiendo,2020-03-19,sample,Angela - Saïan Supa Crew
112,LOMEPAL,,,,TROP BEAU,PINEALE PROD - GRAND MUSIQUE MANAGEMENT,2020,22,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
113,JUL,,,,POW POW,D'OR ET DE PLATINE,2020,22,JuL,,JuL,,2019-12-06,,
114,LEWIS CAPALDI,,,,SOMEONE YOU LOVED,VERTIGO BERLIN,2020,22,TMS,,Ben Kohn,Lewis Capaldi,2018-11-08,sample,Married To Music - Mistah Kye
115,MAROON 5,,,,MEMORIES,POLYDOR / 222 RECORDS/INTERSCOPE RECORDS,2020,22,The Monsters & Strangerz,Adam Levine,Adam Levine,Jon Bellion,2019-09-20,sample,Memory Fender - David0Mario & himynameisshan.
116,LADY GAGA,BRADLEY COOPER,,,SHALLOW,POLYDOR / UNIVERSAL MUSIC,2020,22,Benjamin Rice,Lady Gaga,Andrew Wyatt,Anthony Rossomando,2018-09-27,sample,10 Toes - Ghais Guevara
117,TRAVIS SCOTT,,,,SICKO MODE,CACTUS JACK / EPIC / GRAND HUSTLE,2020,22,Hit-Boy,Tay Keith,Travis Scott,Drake,2018-08-03,sample,Gimme the Loot - The Notorious B.I.G.
118,MOHA LA SQUALE,,,,MA BELLE,ELEKTRA FRANCE,2020,22,Biggie Jo,Reek Starcks,Moha La Squale,,2019-08-04,,
119,LARRY,,,,ENFANT COMPLIQUÉ,GOTHVM RECORDS,2020,22,Cello,,Larry,,2020-01-31,,
120,NINHO,,,,GOUTTE D'EAU,REC 118 / MAL LUNE / REC. 118 / MAL LUNE MUSIC,2020,22,Kozbeatz,,Ninho,,2019-02-21,,
121,HATIK,,,,"ADIEU, MON AMOUR",LOW WOOD,2020,22,ILLNGHT,Medeline,Hatik,,2020-03-06,,
122,ANGÈLE,,,,BALANCE TON QUOI,ANGELE VL RECORDS,2020,22,Tristan Salvati,Angèle,Angèle,,2018-10-05,sample,Balance ton pote - Speeder M
123,NISKA,,,,BÂTIMENT,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,22,Heizenberg,Chapo,Niska,Heizenberg,2019-09-06,,
124,JUL,,,,AVANT LA DOUANE,D'OR ET DE PLATINE,2020,22,JuL,,JuL,,2016-04-30,,
125,VEGEDREAM,NINHO,,,ELLE E2T BONNE SA MÈRE,ISLAND DEF JAM,2020,22,Evasao,DJ Kabongo,Vegedream,Ninho,2019-05-31,sample,Vois sur ton chemin - Les Choristes
126,MEDUZA,BECKY HILL,GOODBOYS,,LOSE CONTROL,MCA / PM:AM RECORDINGS,2020,22,MEDUZA,,Simon de Jano,Becky Hill,2019-10-11,sample,Friends Rave - MC Pedrinho
127,NAPS,,,,CARRÉ VIP,OK MANY INDUSTRIE / 13ÈME ART MUSIC,2020,22,Zeg P,,Kalif Hardcore,Naps,2020-02-05,,
128,MAÎTRE GIMS,,,,"MALHEUR, MALHEUR",PLAY TWO,2020,22,Renaud Rebillaud,,GIMS,,2018-03-23,interpolation,Femme libérée - Cookie Dingler
129,NINHO,YARO,,,LE JEU,REC. 118 / MAL LUNE MUSIC,2020,22,Young KO,Yaro,Yaro,Ninho,2020-03-07,,
130,MACKLEMORE,RYAN LEWIS,RAY DALTON,,CAN'T HOLD US,WEA / MACKLEMORE,2020,22,Ryan Lewis,,Ryan Lewis,Ray Dalton,2011-08-16,sample,Bits and Pieces - The Dave Clark Five
131,NISKA,,,,SILICONÉ,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,22,Pyroman,,Niska,Pyroman,2019-09-06,,
132,MOHA K,DJ MIKE ONE,,,ELLE,WLAB,2020,22,Moha K,,Moha K,,2020-03-26,,
133,LIL MOSEY,,,,BLUEBERRY FAYGO,POLYDOR / INTERSCOPE RECORDS,2020,22,Callan,,Babyface,Johnny Gill,2020-02-07,sample,"My, My, My - Johnny Gill"
134,PNL,,,,AU DD,QLF RECORDS,2020,22,Nk.F,Joa (FRA),N.O.S,Ademo,2019-03-22,sample,Rmx #5 - JIGZAW
135,TOM GREGORY,,,,FINGERTIPS,B1,2020,22,André Nookadu,Frank Sanders,Matt James,Adrien Nookadu,2020-01-10,,
136,NINHO,,,,PUTANA,REC 118 / MAL LUNE / REC. 118 / MAL LUNE MUSIC,2020,22,Noxious,,Ninho,,2019-03-22,interpolation,Bananza (Belly Dancer) - Akon
137,MISTER V,JUL,,,PIRELLI,HEY PELO,2020,22,Karmen (FRA),Kezah,Karmen (FRA),Mister V,2020-01-31,,
138,LETO,NINHO,ZED,,DOUBLE BINKS,REC. 118,2020,22,Argo Da Hitmaker,,Zed,Ninho,2020-04-17,,
139,NEKFEU,VANESSA PARADIS,,,DANS L'UNIVERS,SEINE ZOO RECORDS/POLYDOR,2020,22,Hugz Hefner,,Vanessa Paradis,Nekfeu,2019-06-06,,
140,YARO,NINHO,PLK,,MEC DE CITÉ,CAROLINE FRANCE / LAST SHOOT MUSIC,2020,22,DMR Prod,,PLK,Ninho,2020-02-07,,
141,REGARD,RAYE,,,SECRETS,MINISTRY OF SOUND RECORDINGS,2020,22,johan lenox,John Hill,BOOTS,kennedi,2020-04-24,sample,Radio 1 Dance Weekend Mashup - RAYE
142,AYA NAKAMURA,,,,DJADJA,REC. 118,2020,22,Le Side,,Aloïs Zandry,Machynist,2018-04-06,sample,Borracha (Pero Buena Muchacha) - Vikina
143,NINHO,,,,M.I.L.S 3,REC. 118 / MAL LUNÉ MUSIC,2020,22,Iksma,,Ninho,,2020-02-27,,
144,NINHO,,,,C'ÉTAIT LE RAP,REC. 118 / MAL LUNE MUSIC,2020,22,Hoodstar,,Ninho,,2020-03-07,,
145,RIM'K,KOBA LAD,SCH,,VALISE,CAROLINE FRANCE / FRENESIK,2020,22,DJ Ritmin,Guilty,Guilty,Koba LaD,2020-03-06,,
146,VIANNEY,,,,N'ATTENDONS PAS,TÔT OU TARD,2020,22,Vianney,,Vianney,,2020-05-07,,
147,NISKA,BOOBA,,,MÉDICAMENT,CAPITOL MUSIC FRANCE / MILLENIUM,2020,22,Dany Synthé,,Booba,Niska,2019-04-05,interpolation,Summer 2019 - L.E.J
148,SEAN PAUL,TOVE LO,,,CALLING ON ME,BARCLAY / ISLAND,2020,22,Banx & Ranx,,KNY Factory,Nija,2020-02-07,,
149,DRENCHILL,INDIIANA,,,NEVER NEVER,NITRON MUSIC,2020,22,Stefan Rio,Drenchill,Indiana,,2019-08-23,sample,Stereo Love - Edward Maya
150,TROIS CAFÉS GOURMANDS,,,,À NOS SOUVENIRS,PLAY TWO,2020,22,,,Sébastien Gourseyrol,,2017-07-02,,
151,T2R,MINISSIA,,,BYE BYE,JUSTON,2020,22,Julio Masidi,Trackstorm,Minissia,T2R,2020-01-13,,
152,MISTER V,PLK,,,JAMAIS,HEY PELO,2020,22,Karmen (FRA),Geronimo Beats,Mister V,PLK,2019-12-04,,
153,VITAA,SLIMANE,,,ÇA VA ÇA VIENT,ISLAND DEF JAM,2020,22,John Mamann,Renaud Rebillaud,Slimane,Vitaa,2019-06-21,,
154,NINHO,HEUSS L'ENFOIRÉ,,,CENTRE COMMERCIAL,REC. 118 / MAL LUNE MUSIC,2020,22,TromatizMusic,HRNN,Heuss L’enfoiré,Ninho,2020-03-07,,
155,ED SHEERAN,,,,SHAPE OF YOU,WEA / ATLANTIC RECORDS UK,2020,22,,,,,,,
156,NEKFEU,DAMSO,,,TRICHEUR,UNIVERSAL MUSIC DIVISION POLYDOR,2020,22,Hugz Hefner,,Damso,Nekfeu,2019-06-06,sample,Mwaka Moon - Kalash
157,L'ALGERINO,SOPRANO,,,LA VIDA,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,22,Kore,Aurélien Mazin,Soprano,L’Algérino,2020-04-17,,
158,FREYA RIDINGS,,,,CASTLES,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC,2020,22,Mark Crew,Dan Priddy,Dan Nigro,Freya Ridings,2018-03-30,,
159,RAY DALTON,,,,IN MY BONES,EPIC GERMANY,2020,22,DECCO,,Sebastian Arman,Ray Dalton,2020-02-20,,
160,PLK,,,,UN PEU DE HAINE,PANENKA MUSIC,2020,22,Junior Alaprod,Wladimir Pariente,PLK,,2019-09-13,sample,1peu_2n - Luso (FRA)
161,CAMÉLIA JORDANA,,,,FACILE,PLAY TWO,2020,22,Renaud Rebillaud,,Camélia Jordana,,2020-02-06,interpolation,SUMMER 2021 - L.E.J
162,GUNNA,YOUNG THUG,,,DOLLAZ ON MY HEAD,300 ENTERTAINMENT,2020,22,Mike WiLL Made-It,Myles Harris,Myles Harris,Gunna,2020-05-22,interpolation,Oh Whou - kizaru
163,TRYO,MCFLY,CARLITO,,DÉSOLÉ POUR HIER SOIR XXV,SALUT Ô EDITIONS / TRYO,2020,22,Christophe Mali,,Christophe Mali,,2020-01-31,,
164,LARRY,RK,,,WOIN WOIN,GOTHVM RECORDS,2020,22,Cello,,RK,Larry,2019-11-06,,
165,NINHO,,,,GROS VENDEURS,REC. 118 / MAL LUNE MUSIC,2020,22,Nostra,,Ninho,,2020-03-07,,
166,BOSH,,,,DÉFILÉ,ARISTA FRANCE,2020,22,DJ Erise,,Bosh,,2020-03-26,,
167,PARTYNEXTDOOR,RIHANNA,,,BELIEVE IT,WEA / OVO SOUND/WARNER RECORDS,2020,22,NinetyFour,Cardiak,PARTYNEXTDOOR,Rihanna,2020-03-26,,
168,NIO GARCIA,DARELL,CASPER MAGICO,,TE BOTÉ,"2017 FLOW LA MOVIE, INC.",2020,22,Shorty Complete,Kronix Magical,Nio García,Casper Mágico,2017-12-01,interpolation,Aventura - Luny Tunes
169,BURNA BOY,,,,ON THE LOW,WEA / BAD HABIT /ATLANTIC,2020,22,Kel-P,,Burna Boy,,2018-11-16,sample,AYO EBK DANN - prod by khaos
170,JUL,,,,J'OUBLIE TOUT,ALLPOINTS FRANCE / LIGA ONE INDUSTRY,2020,22,JuL,,JuL,,2014-02-23,sample,Fluch - Azet
171,MAÎTRE GIMS,STING,,,RESTE,PLAY TWO,2020,22,Renaud Rebillaud,,GIMS,Sting,2019-04-26,interpolation,Summer 2020 - L.E.J
172,PLK,,,,PROBLÈMES,PANENKA MUSIC,2020,22,Josh (FRA),Junior Alaprod,PLK,,2019-07-19,,
173,HAMZA,GAMBI,,,GASOLINA,REC. 118,2020,22,Ponko,Oz Touch,Gambi,Hamza,2019-12-20,,
174,DADJU,,,,COMPLIQUÉ,POLYDOR / UNIVERSAL MUSIC DIVISION POLYDOR,2020,22,MKL,,Dadju,,2019-06-28,interpolation,Unité - Unité
175,ANGÈLE,,,,TA REINE,ANGELE VL RECORDS,2020,22,Angèle,Tristan Salvati,Angèle,,2018-10-05,sample,MONEY 4 FUN - Gemen
176,STAYSOLIDROCKY,,,,PARTY GIRL,COLUMBIA,2020,22,Nashi,,Nashi,StaySolidRocky,2019-09-30,sample,Twerkin Wit Ya Friends - Zeddy Will
177,LETO,NINHO,,,TES PARENTS,REC. 118,2020,22,Katrina Squad,DJ Ritmin,Leto,Ninho,2019-07-05,,
178,KAZA,,,,HRTBRK #2,ELEKTRA FRANCE,2020,22,RJacks & Masta,,Kaza,,2019-01-13,,
179,MELANIE MARTINEZ,,,,PLAY DATE,ATLANTIC RECORDS,2020,22,Michael Keenan,,Jennifer Decilveo,Melanie Martinez,2015-08-14,sample,Higher Than I Ever Was (Vapourwave Remix) - Adam A.J. Nowill
180,SIA,,,,TOGETHER,WEA / MONKEY PUZZLE/ATLANTIC,2020,22,Jack Antonoff,,Jack Antonoff,Sia,2020-05-20,,
181,ANGÈLE,ROMÉO ELVIS,,,TOUT OUBLIER,ANGELE VL RECORDS,2020,22,Tristan Salvati,,Roméo Elvis,Angèle,2018-10-05,interpolation,Summer 2019 - L.E.J
182,MEDUZA,GOODBOYS,,,PIECE OF YOUR HEART,VIRGIN,2020,22,MEDUZA,,Simon de Jano,Mattia Vitale,2019-02-01,sample,SUPER E.T. - Gianni Zadro
183,MAES,,,,IMPARFAIT,CAPITOL MUSIC FRANCE / MILLENIUM,2020,22,Kyu Steed,Chapo,Maes,Kyu Steed,2020-01-17,,
184,DAYVI,VICTOR CARDENAS,KELLY RUIZ,,BAILA CONMIGO,COLOMBIAN DUTCH,2020,22,Doki (producer),Víctor Cárdenas,Kelly Ruiz,Dayvi,2019-10-11,,
185,GUNNA,TRAVIS SCOTT,,,TOP FLOOR,300 ENTERTAINMENT,2020,22,Wheezy,Turbo,Gunna,Travis Scott,2020-05-22,sample,Hot - Young Thug
186,MAES,BOOBA,,,MADRINA,CAPITOL MUSIC FRANCE / MILLENIUM,2020,22,Unfazzed,Denza,Booba,Maes,2018-10-26,sample,Honneur - Prod.MxAI
187,BILLIE EILISH,,,,EVERYTHING I WANTED,POLYDOR / UNIVERSAL MUSIC,2020,22,FINNEAS,,Billie Eilish,FINNEAS,2019-11-13,sample,WCZORAJ - Fukaj
188,QUEEN,,,,BOHEMIAN RHAPSODY,UNIVERSAL MUSIC DIVISION CLASSICS JAZZ,2020,22,,,,,,,
189,SOPRANO,,,,À NOS HÉROS DU QUOTIDIEN,REC. 118,2020,22,P3GASE,,Soprano,,2019-10-10,,
190,NISKA,NINHO,,,MÉCHANT,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,22,Dopebwoy,,Niska,Ninho,2019-09-06,,
191,HEUSS L'ENFOIRÉ,,,,ARISTOCRATE,ALLPOINTS,2020,22,DIIAS,,Heuss L’enfoiré,,2019-01-25,interpolation,Lekki - M.I Abaga
192,SCH,NINHO,,,MAYDAY,REC. 118,2020,22,Neva (Producer),Guilty,Ninho,SCH,2019-11-29,,
193,DYNORO,GIGI D'AGOSTINO,,,IN MY MIND,B1,2020,22,Dynoro,Gigi D’Agostino,Aden Forte,Carlo Montagnèr,2017-11-15,sample,24 Maggio - Cony Valentino
194,GAMBI,,,,HÉ OH,REC. 118,2020,22,Ace Loocky,Neuroz,Gambi,,2019-08-09,,
195,NEKFEU,,,,ON VERRA,UNIVERSAL MUSIC DIVISION POLYDOR,2020,22,BLV,,Nekfeu,,2015-05-01,interpolation,So High (Blacc Hollywood) - Wiz Khalifa
196,TIMAL,LETO,,,WEEK-END,ELEKTRA FRANCE,2020,22,Phazz,,Leto,Timal,2020-02-21,,
197,NEKFEU,NEMIR,,,ELLE PLEUT,UNIVERSAL MUSIC DIVISION POLYDOR,2020,22,Naë Music,Diabi,Nemir,Nekfeu,2019-06-06,interpolation,Saturne - Nekfeu
198,VITAA,SLIMANE,,,PAS BEAUX,ISLAND DEF JAM / UNIVERSAL MUSIC DIVISION ISLAND DEF JAM,2020,22,Renaud Rebillaud,,Slimane,Vitaa,2019-08-23,,
199,THERAPIE TAXI,ROMÉO ELVIS,,,HIT SALE,PANENKA MUSIC,2020,22,Alexandre Zuliani,Therapie TAXI,Adé (Chanteuse),Zaoui,2017-11-30,,
200,DJADJA,DINAZ,,,UN MILLION PAR MOIS,CARRÉ MUSIC,2020,22,Trent 700,Lil Ben,Dinaz,Djadja,2019-10-29,,
1,HATIK,,,,ANGELA,ISLAND DEF JAM / BENDO / UNIVERSAL MUSIC,2020,23,Medeline,,Hatik,,2019-08-30,interpolation,Angela - Saïan Supa Crew
2,BOOBA,ZED,,,JAUNÉ,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2020,23,Chapo,Heizenberg,Zed,Booba,2020-05-12,,
3,JUL,,,,FOLIE,D'OR ET DE PLATINE,2020,23,JuL,Claude Mainguy,JuL,,2020-05-27,interpolation,Nuit de folie - Début De Soirée
4,THE WEEKND,,,,BLINDING LIGHTS,DEF JAM RECORDINGS FRANCE / REPUBLIC,2020,23,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
5,BOLÉMVN,MAES,,,10K,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,23,Berry Prod,Sany San,Bolémvn,Maes,2020-05-29,,
6,SAINT JHN,,,,ROSES,B1,2020,23,​f a l l e n,,​f a l l e n,SAINt JHN,2016-07-22,sample,Enciéndelo (Spanish Version) - Ele A El Dominio
7,DRIPREPORT,,,,SKECHERS,ARISTA RECORDS,2020,23,OUHBOY,,OUHBOY,DripReport,2020-01-11,sample,Voh Na Mane Meri Kyu - Common Raj
8,NINHO,,,,LETTRE À UNE FEMME,REC. 118 / MAL LUNE MUSIC,2020,23,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
9,WEJDENE,,,,ANISSA,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,23,Mehdi Nine,,Feuneu,Wejdene,2020-04-15,interpolation,Mouloud Squad - Mouloud Squad
10,NAPS,NINHO,,,6.3,OK MANY INDUSTRIE / 13ÈME ART MUSIC,2020,23,DIIAS,,Ninho,Naps,2020-02-20,,
11,JUL,,,,SOUSOU,D'OR ET DE PLATINE,2020,23,JuL,,JuL,,2020-03-26,interpolation,Summer 2020 - L.E.J
12,KAROL G,NICKI MINAJ,,,TUSA,ISLAND DEF JAM / TUSA - KAROL G & NICKI MINAJ,2020,23,Ovy On The Drums,,KEITYN,Ovy On The Drums,2019-11-07,interpolation,Tusa (Instrumental) - KAROL G
13,BOSH,,,,DJOMB,ARISTA FRANCE,2020,23,Mounchild,Blaise Keys,Bosh,,2020-03-27,interpolation,Summer 2020 - L.E.J
14,BLACK EYED PEAS,OZUNA,J. REY SOUL,,MAMACITA,POLYDOR / UNIVERSAL MUSIC DIVISION POLYDOR,2020,23,Johnny Goldstein,will.i.am,Johnny Goldstein,Madonna,2020-04-10,interpolation,La Isla Bonita - Madonna
15,SOOLKING,DADJU,,,MELEGIM,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,23,Nyadjiko,,Soolking,Dadju,2020-02-07,interpolation,Summer 2020 - L.E.J
16,SURF MESA,EMILEE,,,ILY,CAPITOL MUSIC FRANCE / ASTRALWERKS,2020,23,​Surf Mesa,,Bob Gaudio,Bob Crewe,2019-11-26,sample,Can’t Take My Eyes Off You - Frankie Valli
17,MAES,BOOBA,,,BLANCHE,CAPITOL MUSIC FRANCE / MILLENIUM,2020,23,Gérald,Unprediktable,Booba,Maes,2020-01-17,sample,Honneur - Prod.MxAI
18,BRAMSITO,NISKA,,,CRIMINEL,CAPITOL MUSIC FRANCE / CAPITOL,2020,23,Bramsito,Yvens Beats,Niska,Bramsito,2020-05-22,,
19,TONES AND I,,,,DANCE MONKEY,WEA / ELEKTRA,2020,23,Konstantin Kersting,,Tones and I,,2019-05-10,sample,2000-2019 mashup | 200 songs from the last 20 years - YamiNoBahamut
20,DRAKE,,,,TOOSIE SLIDE,ISLAND DEF JAM / UNIVERSAL MUSIC,2020,23,OZ,,Drake,OZ,2020-04-03,sample,Ruined Songs Intro - Big Baller B
21,DOJA CAT,,,,SAY SO,KEMOSABE RECORDS/RCA RECORDS,2020,23,Dr. Luke,,Dr. Luke,Lydia Asrat,2019-11-07,sample,Say So M31k0 Remix - M31k0
22,POWFU,BEABADOOBEE,,,DEATH BED,COLUMBIA,2020,23,Sebastien Galina,,Cesar $emento,,2019-12-19,,
23,LADY GAGA,ARIANA GRANDE,,,RAIN ON ME,MCA / INTERSCOPE,2020,23,Tchami,BURNS,Amy Lynn Williams,Jeremiah Burden,2020-05-22,sample,Dolce Vita - Slayyyter
24,ZOLA,,,,BRO BRO,AWA,2020,23,Aurélien Mazin,Kore,Zola,,2020-05-08,sample,Rr3d (Qu’Est-Ce Qu’on Suce) - 3D BOYZ
25,MAES,JUL,,,DYBALA,CAPITOL MUSIC FRANCE / MILLENIUM,2020,23,Trent 700,Chady,JuL,Maes,2020-01-17,,
26,LETO,PLK,,,TRAIN DE VIE,REC. 118,2020,23,Josh (FRA),,PLK,Leto,2020-04-17,,
27,MAES,NINHO,,,DISTANT,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,23,HoloMobb,Boumidjal,Ninho,Maes,2019-12-20,,
28,DABABY,RODDY RICCH,,,ROCKSTAR,SOUTH COAST MUSIC GROUP/INTERSCOPE RECOR,2020,23,SethInTheKitchen,,SethInTheKitchen,Roddy Ricch,2020-04-17,sample,Mashup Tjedna - FREESTYLE - Hiljson Mandela
29,TOPIC,A7S,,,BREAKING ME,ISLAND DEF JAM / UNIVERSAL MUSIC,2020,23,Topic,,René Miller,Moli,2019-12-19,sample,Breaking Me - O’Neil (Producer)
30,HATIK,JOK'AIR,,,LA MEILLEURE,ISLAND DEF JAM / BENDO / UNIVERSAL MUSIC,2020,23,Medeline,,Jok’Air,Hatik,2020-03-06,,
31,NINHO,,,,ZIPETTE,REC. 118 / MAL LUNE MUSIC,2020,23,Ysos,,Ninho,,2020-03-07,,
32,IMEN ES,ALONZO,,,1ÈRE FOIS,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,23,Abys One,Zaka2054,Alonzo,Imen Es,2020-02-14,,
33,REGARD,,,,RIDE IT,B1 / MINISTRY OF SOUND RECORDINGS,2020,23,Regard,,Jay Sean,Alan Sampson,2019-07-26,sample,Zweifel - Eddin
34,DA UZI,NINHO,,,CROIS-MOI,REC. 118,2020,23,Yung Pha,,Ninho,​DA Uzi,2020-04-03,,
35,JUL,,,,FAIT D'OR,D'OR ET DE PLATINE,2020,23,JuL,,JuL,,2020-05-09,,
36,NEA,,,,SOME SAY,MILKSHAKE,2020,23,Hitimpulse,Vincent Kottkamp,Eiffel 65,Hitimpulse,2019-09-06,sample,Perder O Ganar - LJ970
37,RK,,,,SOS,CAPITOL MUSIC FRANCE / LES RESCAPES,2020,23,Noxious,,RK,,2020-05-29,,
38,GRADUR,HEUSS L'ENFOIRÉ,,,NE REVIENS PAS,CAPITOL MUSIC FRANCE / MILLENIUM,2020,23,Zeg P,,Gradur,Heuss L’enfoiré,2019-11-22,sample,Blue - Poupie
39,SOSO MANESS,,,,SO MANESS,RCA GROUP,2020,23,Ladjoint,3 Monkeyzz,Soso Maness,,2020-03-06,sample,Boneless - Steve Aoki
40,NINHO,,,,LA VIE QU'ON MÈNE,REC 118 / MAL LUNE / REC. 118 / MAL LUNE MUSIC,2020,23,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
41,RODDY RICCH,,,,THE BOX,ATLANTIC RECORDS,2020,23,30 Roc,Dat Boi Squeeze,ZenTachi,Khirye Tyler,2019-12-06,sample,Trap Saylor - Dimebag Plug
42,NINHO,HÖS COPPERFIELD,,,PIRATE,POLYDOR,2020,23,Nask,,Hös Copperfield,Ninho,2020-03-20,,
43,YL,,,,VAILLANTE,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,23,Mounchild,Blaise Keys,YL,,2020-04-17,interpolation,Gum Body - Burna Boy
44,HATIK,,,,PRISON POUR MINEURS,POLYDOR,2020,23,Medeline,,Hatik,,2020-03-21,,
45,6IX9INE,,,,GOOBA,SCUMGANG RECORDS \LABEL ENGINE LLC (F/K/,2020,23,Beat Demons,Payday,TrifeDrew,Jahnei Clarke,2020-05-08,sample,Flexer (Disstrack To Tekashi 6ix9ine) - @LilrockstarOfficial4
46,4KEUS,NISKA,,,MD,WATI-B,2020,23,XAVii,Jay 4LIFE,Tiakola,Niska,2019-12-27,,
47,DADJU,,,,BOBO AU COEUR,UNIVERSAL MUSIC DIVISION POLYDOR,2020,23,Nyadjiko,,Dadju,,2019-11-15,,
48,TREVOR DANIEL,,,,FALLING,INTERNET MONEY / ALAMO RECORDS,2020,23,Taz Taylor,Charlie Handsome,Martin Kottmeier,Tristan Norton,2018-10-05,sample,​close your eyes - ​stowaway
49,THE WEEKND,,,,IN YOUR EYES,REPUBLIC RECORDS,2020,23,Max Martin,Oscar Holter,The Weeknd,Belly,2020-03-20,sample,......IN YOUR ((EYES)) - deadbyoctober
50,LADY GAGA,,,,STUPID LOVE,POLYDOR / INTERSCOPE,2020,23,Max Martin,Tchami,Lady Gaga,Max Martin,2020-02-28,sample,Тупой Кассир (Stupid Cashier) - Lyudmila Lolita McGooja
51,GLK,LANDY,DA UZI,HORNET LA FRAPPE,93%,ISLAND DEF JAM / UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,23,Marcelino,,GLK,,2021-11-19,,
52,ROSALÍA,TRAVIS SCOTT,,,TKN,COLUMBIA,2020,23,El Guincho,DJ Nelson,DJ Nelson,El Guincho,2020-05-28,interpolation,TATATA - Michael D.
53,AVA MAX,,,,SALT,WEA / ATLANTIC RECORDS,2020,23,Cirkut,,Autumn Rowe,Ava Max,2019-12-12,,
54,DUA LIPA,,,,PHYSICAL,WEA / WARNER RECORDS UK,2020,23,Gian Stone,Lorna Blackwood,Clarence Coffee Jr.,KOZ,2020-01-30,sample,We Keep the Spirit Alive - No Angels
55,BOLÉMVN,RK,,,PRENDS TA MONNAIE,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,23,Ghenda,,RK,Bolémvn,2020-05-01,interpolation,Get Down On It - Kool & the Gang
56,THE SCOTTS,TRAVIS SCOTT,KID CUDI,,THE SCOTTS,CACTUS JACK / EPIC,2020,23,MIKE DEAN,Dot Da Genius,Plain Pat,Dot Da Genius,2020-04-24,sample,Tequila Shots - Kid Cudi
57,HEUSS L'ENFOIRÉ,JUL,,,MOULAGA,MIDI MIDI PRODUCTION/150 PROD,2020,23,Zeg P,DJ Wiils,JuL,Heuss L’enfoiré,2019-12-13,sample,Moulaga - n1kiplugg
58,BENEE,GUS DAPPERTON,,,SUPALONELY,BARCLAY - MERCURY / MOTOWN,2020,23,Josh Fountain,Gus Dapperton,Jenna Andrews,Josh Fountain,2019-11-15,sample,The aisle - PinkPantheress
59,DUA LIPA,,,,DON'T START NOW,WEA / WARNER RECORDS UK,2020,23,Ian Kirkpatrick,,Dua Lipa,Caroline Ailin,2019-11-01,sample,I Will Survive - Gloria Gaynor
60,AYA NAKAMURA,,,,40%,REC. 118,2020,23,Drama State,Machynist,Aya Nakamura,,2019-10-25,sample,40% - DRO
61,DUA LIPA,,,,BREAK MY HEART,WEA / WARNER RECORDS UK,2020,23,The Monsters & Strangerz,watt,Ali Tamposi,Andrew Farriss,2020-03-25,sample,Stalker - Lucas Altuzarra
62,LADY GAGA,BLACKPINK,,,SOUR CANDY,POLYDOR / INTERSCOPE,2020,23,BloodPop®,BURNS,Teddy Park,Lady Gaga,2020-05-28,sample,What They Say - Maya Jane Coles
63,BAKERMAT,,,,BAIANÁ,B1 / BE YOURSELF MUSIC,2020,23,Bakermat,,Vera Lúcia Barbosa,Marcelo Pretto,2019-07-26,sample,Baianá - Barbatuques
64,KAZA,,,,DANS TES YEUX,ELEKTRA FRANCE,2020,23,Mike Beatz (producer),,Kaza,,2020-03-06,,
65,SURFACES,,,,SUNDAY BEST,"SURFACES, LLC / TENTHOUSAND PROJECTS, LL",2020,23,Forrest Frank,Colin Padalecki,Forrest Frank,Colin Padalecki,2019-01-05,interpolation,Joquebede (Remix) - DJ PV
66,SOPRANO,,,,NINJA,REC. 118,2020,23,DJ Mej,Le Motif,Meryl,Soprano,2018-11-09,,
