classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
62,NINHO,,,,LA VIE QU'ON MÈNE,REC. 118 / MAL LUNE MUSIC,2023,47,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
63,KAZA,,,,HRTBRK #7,WARNER / ELEKTRA FRANCE,2023,47,LeTempsDuPiano,FrenchisBeatz,Kaza,,2023-11-17,,
64,VICTOR THOMPSON,,,,THIS YEAR,ORCHARD / NWE WORLDWIDE,2023,47,,,,,2024-04-09,,
65,SLIMANE,,,,MON AMOUR,CAPITOL MUSIC FRANCE / NOE MUSIC,2023,47,Yaacov Salah,Meïr Salah,Slimane,Meïr Salah,2023-11-08,sample,​dans les balles - ​abel31
66,ROSALÍA,RAUW ALEJANDRO,,,BESO,SONY MUSIC ENTERTAINMENT / COLUMBIA RECORDS/DUARS ENTERTAINMENT/SONY MUSIC LATIN,2023,47,Noah Goldstein,Sir Dylan,ROSALÍA,Rauw Alejandro,2023-03-24,sample,Chakalitos - Angi Fire
67,PLK,,,,NOUVELLES,PANENKA MUSIC,2023,47,Senpaï Katchy,FREAKEY!,PLK,,2023-04-14,,
68,NUIT INCOLORE,,,,DÉPASSÉ,CINQ 7,2023,47,Nuit incolore,,Nuit incolore,,2022-12-15,,
69,SDM,,,,MR. OCHO,CAPITOL MUSIC FRANCE / CAPITOL,2023,47,H8MKRZ,,SDM,H8MKRZ,2022-12-02,,
70,LOUANE,,,,PARDONNE-MOI,ISLAND DEF JAM,2023,47,,,,,,,
71,GUY2BEZBAR,,,,AMBITION,BLUE MAGIC CORP,2023,47,Chapo,Finvy,Guy2Bezbar,,2023-11-17,,
72,SOUND OF LEGEND,GROOVE COVERAGE,DJANE HOUSEKAT,,GOD IS A GIRL,BELIEVE / PLAY TWO,2023,47,Sound Of Legend,Groove Coverage,Axel Konrad,Ole Wierk,2023-07-12,,
73,MENTISSA,,,,MAMMA MIA,BELIEVE / TÔT OU TARD,2023,47,,,Vianney,,2022-11-18,sample,PANNONIA - DESH
74,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2023,47,,,,,2011-08-16,,
75,PLK,,,,DEMAIN,PANENKA MUSIC,2023,47,Boumidjal,,PLK,,2023-04-14,,
76,ONEREPUBLIC,,,,RUNAWAY,ONE RECORDS / POLYDOR,2023,47,,,,,,,
77,TEDDY SWIMS,,,,LOSE CONTROL,WEA / WARNER RECORDS,2023,47,Ammo,Julian Bunetta,Teddy Swims,Ammo,2023-06-23,interpolation,United State of Pop 2024 (Blame It On The Whiskey) - DJ Earworm
78,MAES,,,,AKATSUKI,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2023,47,Harrison Dock,Nino Vella,Maes,,2023-11-03,,
79,AYRA STARR,,,,RUSH,MAVIN RECORDS,2023,47,Andre Vibez,Hoops,Ayra Starr,,2022-09-16,,
80,KAARIS,,,,MOBALPA,VIRGIN MUSIC FRANCE / OG RECORDS,2023,47,Boya Blunt,Rayane Beats,Kaaris,,2023-11-17,,
81,GUY2BEZBAR,,,,VICTORY,BLUE MAGIC CORP,2023,47,Junior Alaprod,,Guy2Bezbar,,2023-11-17,,
82,RSKO,SDM,,,MUCHO CUIR,ELEKTRA FRANCE,2023,47,Zou21,Berry Prod,Rsko,SDM,2023-11-03,,
83,HÖS COPPERFIELD,WERENOI,,,PHOTO,BELIEVE / PLAY TWO,2023,47,Rednose (FRA),,Hös Copperfield,Werenoi,2023-11-10,,
84,ELOÏZ,,,,HEY BRO,BELIEVE / JO&CO,2023,47,,,,,,,
85,GUY2BEZBAR,,,,ADN,BLUE MAGIC CORP,2023,47,$ami (Producer),Chapo,Guy2Bezbar,,2023-11-17,,
86,THE WEEKND,,,,SAVE YOUR TEARS,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,47,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
87,PLK,,,,ÉMOTIF,WAGRAM / PANENKA MUSIC,2023,47,,,Playboi Carti,,,interpolation,Paper - Playboi Carti
88,DAVID GUETTA,,,,I'M GOOD,WARNER / PARLOPHONE UK,2023,47,,,,,,,
89,IMAGINE DRAGONS,,,,CHILDREN OF THE SKY,ONE RECORDS / INTERSCOPE RECORDS,2023,47,Mattman & Robin,Bethesda Softworks,Dan Reynolds,Wayne Sermon,2023-08-30,,
90,TRINIX,FAFÁ DE BELÉM,,,EMORIO,WEA / TRINIX MUSIC / WEA FRANCE,2023,47,,,,,,,
91,GAULOIS,,,,JOLIE,SONY MUSIC ENTERTAINMENT / LA G CORP / TIENS TIENS RETIENS,2023,47,Atlas On The Track,Exi (FRA),GAULOIS,Ninho,2023-01-13,,
92,YAMÊ,,,,BÉCANE,BELIEVE / NAIVE,2023,47,Yamê (FRA),Pandrezz,Yamê (FRA),,2023-06-13,sample,Vacay - Aminé
93,MARIAH CAREY,,,,ALL I WANT FOR CHRISTMAS IS YOU,SONY MUSIC ENTERTAINMENT / RCA MUSIC GROUP,2023,47,Mariah Carey,Walter Afanasieff,Mariah Carey,Walter Afanasieff,1994-10-29,sample,Xmas Diva - Jonwayne
94,WERENOI,,,,SOLITAIRE,BELIEVE / PLR MUSIC & PGP RECORDS,2023,47,HuFel Beatz,,Werenoi,,2022-08-08,,
95,JOSMAN,,,,LES FLAMMES,SIDELINE,2023,47,MYSTR,Nickhel,Josman,,2023-10-28,,
96,MALUMA,,,,COCO LOCO,SONY MUSIC ENTERTAINMENT / SONY MUSIC LATIN,2023,47,MadMusick,,Maluma,Yon Mad,2023-06-08,interpolation,Veridis Quo - Daft Punk
97,MITSKI,,,,MY LOVE MINE ALL MINE,DEAD OCEANS,2023,47,Patrick Hyland,,Mitski,,2023-09-15,sample,To the heart - Dirty PlayBoy
98,HARRY STYLES,,,,AS IT WAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,47,Tyler Johnson,Kid Harpoon,Kid Harpoon,Tyler Johnson,2022-04-01,sample,Take on Me - a-ha
99,LETO,,,,DANS LE NOIR,WARNER / REC.118 / WINTERFELL,2023,47,SHK,,Leto,Gazo,2023-10-20,,
100,JUL,,,,LA FAILLE,BELIEVE / D'OR ET DE PLATINE,2023,47,JuL,,JuL,,2023-05-12,,
101,DJADJA,DINAZ,,,CAPITAINE,BELIEVE / CARRÉ MUSIC,2023,47,Akuma Tracks,,Djadja,Dinaz,2023-03-17,,
102,BURNA BOY,,,,CITY BOYS,WEA / ATLANTIC US,2023,47,MD$,Ruuben,Burna Boy,Jeremih,2023-08-25,sample,Birthday Sex - Jeremih
103,RONISIA,,,,I GOT U,SONY MUSIC ENTERTAINMENT / EPIC,2023,47,John Scorp,BMH,Ronisia,Niska,2023-11-15,,
104,GAZO,,,,BECTE,BSB PROD,2023,47,Diabi,,Gazo,Diabi,2022-07-01,,
105,KING SERENITY,LOCKO,SERGIO ALEJANDRO,,ALL FOR U,IDOL / CAN'T STOP PRODUCTIONS,2023,47,,,,,,,
106,OBOY,,,,AVEC TOI,BELIEVE / 6&7,2023,47,Le Side,,OBOY,,2019-07-12,,
107,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2023,47,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
108,NAPS,,,,C'EST CARRÉ LE S,BELIEVE / OK MANY INDUSTRIE / ALLPOINTS,2023,47,Shiruken Music,Kalif Hardcore,Naps,Ninho,2023-04-28,,
109,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2023,47,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
110,IKAZ BOI,,,,BALLE DANS LE COEUR,STELLAR 90,2023,47,Ikaz Boi,,Ikaz Boi,Tiakola,2023-09-29,,
111,DJADJA,DINAZ,,,J'FAIS MES AFFAIRES,BELIEVE / CARRE-MUSIC,2023,47,BDR,,Dinaz,Djadja,2016-05-06,,
112,NEJ,,,,MA MUSE,BELIEVE / MIEL NOIR,2023,47,Moon Prod,,Nej’,,2023-09-22,,
113,WERENOI,,,,10.03.2023,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2023,47,Camaya,Matojah,Werenoi,Camaya,2023-02-23,,
114,MORAD,,,,SE GRITA,ORCHARD / M.D.L.R,2023,47,SHB,Nuviala,JuL,Morad,2023-05-12,,
115,DAMSO,,,,MACARENA,CAPITOL MUSIC FRANCE / CAPITOL,2023,47,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
116,FAVÉ,,,,URUS,BELIEVE / MORNING GLORY MUSIC / 109 RECORD,2023,47,MB On The Track,,Favé (FRA),MB On The Track,2022-10-12,,
117,GUY2BEZBAR,,,,A.P,BLUE MAGIC CORP,2023,47,Richie Beats,,Guy2Bezbar,,2023-11-17,,
118,WERENOI,,,,MAGOT,BELIEVE / ALLPOINTS,2023,47,2K (FRA),Gancho,Werenoi,SCH,2023-09-22,,
119,BILLIE EILISH,,,,"WHAT WAS I MADE FOR? [FROM THE MOTION PICTURE ""BARBIE""]",ONE RECORDS / UNIVERSAL MUSIC,2023,47,,,,,,,
120,LOI,ROBIN,,,GOLD,WEA / VOLKSMUSIC/WM GERMANY,2023,47,Klosely,,Loi,René Miller,2022-09-16,,
121,MÅNESKIN,,,,THE LONELIEST,SONY MUSIC ENTERTAINMENT / RCA GROUP,2023,47,Fabrizio Ferraguzzo,Måneskin,Damiano David,Ethan Torchio,2022-10-07,,
122,JOSMAN,,,,INTRO,SIDELINE,2023,47,Eazy Dew,Lucci’ (FRA),Josman,,2022-03-18,,
123,LEWIS CAPALDI,,,,SOMEONE YOU LOVED,VIRGIN MUSIC FRANCE / UNIVERSAL MUSIC,2023,47,TMS,,Ben Kohn,Lewis Capaldi,2018-11-08,sample,Married To Music - Mistah Kye
124,OLIVIA RODRIGO,,,,CAN’T CATCH ME NOW,ONE RECORDS / UNIVERSAL MUSIC,2023,47,Dan Nigro,,Olivia Rodrigo,Dan Nigro,2023-11-03,,
125,FREEZE CORLEONE,,,,SHAVKAT,MMS CORP,2023,47,Flem,Therapy 2093,Freeze Corleone,,2023-07-24,interpolation,187 mesures - Leto
126,ZOLA,,,,AMBER,SONY MUSIC ENTERTAINMENT / AWA,2023,47,Kore,Aurélien Mazin,Zola,Kore,2022-11-18,,
127,DIVERS,,,,OH LA,CATALOGUE MARKETING CLASSIQUE / PARLOPHONE,2023,47,,,,,,,
128,KANEKI,NINHO,NAPS,,BLUE,"WARNER / REC. 118, TTR & SDT EMPIRE",2023,47,Skary,,Kaneki,Ninho,2023-08-21,interpolation,Binks to Binks 8 - Ninho
129,IMAGINE DRAGONS,,,,WAVES,POLYDOR / INTERSCOPE RECORDS,2023,47,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2022-07-01,,
130,TIAKOLA,,,,GASOLINA,WATI-B,2023,47,Shiruken Music,,Tiakola,Rsko,2022-05-27,,
131,DAVE/TIAKOLA,,,,SPECIAL,VIRGIN MUSIC FRANCE / NEIGHBOURHOOD RECORDINGS,2023,47,Jo Caleb,Nyadjiko,Tiakola,Dave,2023-08-25,interpolation,Sprinter - Dave
132,OLIVIA RODRIGO,,,,VAMPIRE,ONE RECORDS / INTERSCOPE RECORDS,2023,47,,,,,,,
133,LUIDJI,,,,POUR DEUX ÂMES SOLITAIRES,WARNER / FOUFOUNE PALACE,2023,47,Ryan Koffi,Pee Magnum,Luidji,,2017-11-01,,
134,PIERRE DE MAERE,,,,UN JOUR JE MARIERAI UN ANGE,WAGRAM / CINQ 7,2023,47,Marso (FRA),,Marso (FRA),Pierre de Maere,2021-11-08,,
135,GUY2BEZBAR,,,,MAMY CHULA,BLUE MAGIC CORP,2023,47,Finvy,Wav Maker,Guy2Bezbar,,2023-11-17,,
136,LOUISE ATTAQUE,,,,J'T'EMMÈNE AU VENT,LABEL PANTHEON / BARCLAY,2023,47,Gordon Gano,Warren Bruleigh,Gaëtan Roussel,,0997-04-22,interpolation,Artificiel - DJ Erise
137,ONE REPUBLIC,,,,I AIN'T WORRIED,ONE RECORDS / UNIVERSAL MUSIC,2023,47,Ryan Tedder,Brent Kutzle,Björn Yttling,Tyler Spry,2022-05-13,sample,Young Folks - Peter Bjorn and John
138,GUY2BEZBAR,,,,"CRACKLANDERS, PT.2",BLUE MAGIC CORP,2023,47,,,,,,,
139,JOSMAN,,,,PROBLEMES DE RICHE,SIDELINE,2023,47,MYSTR,Bvker,Josman,,2023-10-28,,
140,VACRA,,,,TIKI TAKA,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2023,47,MarvelPro,,Vacra,,2022-11-10,,
141,OBOY,,,,MÉLODIE,BELIEVE / SYNDICATE RECORDS,2023,47,​mammouth,Chanceko,OBOY,,2020-07-03,,
142,SLIMANE,,,,DES MILLIERS DE JE T'AIME,CAPITOL MUSIC FRANCE / CAPITOL,2023,47,Yaacov Salah,Meïr Salah,Slimane,,2022-09-02,,
143,NINHO,,,,JEFE,REC. 118 / MAL LUNE MUSIC,2023,47,PHILY ASAP,Mi8,Ninho,,2021-12-03,,
144,SCH,,,,JE LA CONNAIS,CAPITOL MUSIC FRANCE / MILLENIUM,2023,47,Kore,,SCH,,2016-04-25,,
145,WERENOI,,,,CIAO,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2023,47,Shaman Beatz,Noxious,Werenoi,Ninho,2023-03-10,,
146,MÅNESKIN,,,,BABY SAID,RCA GROUP / EPIC,2023,47,Max Martin,SLY,Damiano David,Victoria,2023-01-20,,
147,EDDY DE PRETTO,,,,LOVE'N'TENDRESSE,VIRGIN MUSIC FRANCE / OTTERPED EDITIONS,2023,47,Marlon B.,Sacha Rudy,Eddy de Pretto,,2023-09-01,,
148,GAZO,,,,RAPPEL,SONY MUSIC ENTERTAINMENT / BSB PROD,2023,47,Shiruken Music,,Gazo,Shiruken Music,2022-06-28,,
149,GUY2BEZBAR,,,,LOGAN,BLUE MAGIC CORP,2023,47,Rayane Beats,SHK,Guy2Bezbar,,2023-11-17,,
150,NINHO,,,,GOUTTE D’EAU,WARNER / REC. 118 / MAL LUNÉ MUSIC,2023,47,Kozbeatz,,Ninho,,2019-02-21,,
151,JEY BROWNIE,FLEM KGB,,,GTB,BELIEVE / ATT MUSIC PRODUCTIONS,2023,47,Flem,Amine Farsi,Jey Brownie,,2022-12-16,,
152,ADEN FOYER,,,,THE BALLET GIRL,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,47,Aden Foyer,Paul Hers,Aden Foyer,Paul Hers,2022-10-21,,
153,TAYLOR SWIFT,,,,CRUEL SUMMER,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,47,Taylor Swift,Jack Antonoff,St. Vincent,Jack Antonoff,2019-08-23,sample,Cruel Number - David0Mario
154,LANA DEL REY,,,,SUMMERTIME SADNESS,ONE RECORDS / POLYDOR,2023,47,Emile Haynie,,Lana Del Rey,Rick Nowels,2012-01-27,sample,Marlon Brando - Caneda
155,NINHO,,,,LETTRE A UNE FEMME,WARNER SPECIAL MARKETING,2023,47,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
156,ALONZO,,,,TOUT VA BIEN,ONLY PRO,2023,47,SHK,Scar (FRA),Ninho,Naps,2022-05-20,,
157,S.PRI NOIR FT. TIAKOLA,,,,BONSOIR PARIS,BELIEVE / MI6,2023,47,Twinsmatic,,S.Pri Noir,Tiakola,2023-10-27,interpolation,À chaque jour suffit sa peine - Nessbeal
158,THE WEEKND,,,,BLINDING LIGHTS,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,47,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
159,AYA NAKAMURA,,,,CHÉRIE,REC118 / REC. 118,2023,47,Silly raiito,Kimo Beats,Aya Nakamura,,2023-08-17,,
160,FREEZE CORLEONE,,,,JOUR DE PLUS,MMS CORP,2023,47,Hoodstar,Nassir,Freeze Corleone,,2023-09-11,,
161,CÉLINE DION,,,,J'IRAI OÙ TU IRAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,47,Jean-Jacques Goldman,,Jean-Jacques Goldman,,1995-03-30,,
162,THE WEEKND,,,,DIE FOR YOU,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,47,The Weeknd,Cashmere Cat,The Weeknd,Cirkut,2016-11-25,sample,Blocked (Interlude) - Lamont Lawrence
163,MENTISSA,,,,ET BAM,BELIEVE / TÔT OU TARD,2023,47,Vianney,,Vianney,,2021-11-11,,
164,IMAGINE DRAGONS,,,,DEMONS,ONE RECORDS / INTERSCOPE RECORDS,2023,47,Alex da Kid,,Dan Reynolds,Wayne Sermon,2013-01-23,sample,​i started the UTSC to dariacore pipeline - ‍xaev
165,LOMEPAL,,,,TROP BEAU,IDOL / PINÉALE,2023,47,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
166,ELTON JOHN,DUA LIPA,,,COLD HEART,VIRGIN MUSIC FRANCE / UNIVERSAL MUSIC,2023,47,GD8,,KayleeHazel,Elton John,2024-05-24,,
167,NIAKS,,,,MAHMOUMA,BYLKA PROD / ADA FRANCE,2023,47,Chryziz,Dosh,Niaks,,2023-08-18,,
168,WHAM!,,,,LAST CHRISTMAS,SONY MUSIC ENTERTAINMENT / EPIC,2023,47,George Michael,,George Michael,,1984-12-03,sample,YEEZY WORKSHOP - ​toasty digital
169,OBOY,,,,CABEZA,BELIEVE / SYNDICATE RECORDS,2023,47,​mammouth,,OBOY,,2020-07-03,,
170,GUY2BEZBAR,,,,LV COMME A BARBES,BLUE MAGIC CORP,2023,47,,,,,,,
171,NINHO,,,,DIS-MOI QUE TU M'AIMES,REC. 118 / MAL LUNE MUSIC,2023,47,DJ Quick,Nice (FRA),Ninho,,2016-10-21,,
172,LOMEPAL,,,,DECRESCENDO,IDOL / PINÉALE,2023,47,Stwo,Pierrick Devin,Lomepal,,2022-09-16,,
173,FRANGLISH,,,,ÇA C'EST BIEN,CAPITOL MUSIC FRANCE / CAPITOL,2023,47,Unleaded,YAM,Unleaded,Franglish,2023-11-10,,
174,HAMZA,,,,NOCIF,WARNER / JUST WOKE UP,2023,47,Ponko,Lucozi,Hamza,Ponko,2023-02-17,sample,Lady (Hear Me Tonight) - Modjo
175,JECK,,,,PARAPLUIE,BELIEVE / PLAY TWO,2023,47,Erick Ness,,Erick Ness,Alex Keil,2023-08-24,,
176,CATS ON TREES,,,,JIMMY - SINGLE,BELIEVE / TÔT OU TARD,2023,47,,,,,,,
177,GUY2BEZBAR,,,,PAS DE REMORDS,BLUE MAGIC CORP,2023,47,,,,,,,
178,RK,,,,LOLA,CAPITOL MUSIC FRANCE / LES RESCAPES,2023,47,SHK,,RK,SHK,2022-10-05,,
179,DADJU,,,,OUBLIE-LE,CAPITOL MUSIC FRANCE / AMATERASU PROD / CAPITOL,2023,47,Bugatti Beatz,,Dadju,,2017-11-24,,
180,JUNG KOOK,,,,STANDING NEXT TO YOU,ONE RECORDS / UNIVERSAL MUSIC,2023,47,watt,Cirkut,watt,Cirkut,2023-11-03,sample,I Love You More - René & Angela
181,A-HA,,,,TAKE ON ME,VIRGIN MUSIC FRANCE / UNIVERSAL MUSIC,2023,47,Alan Tarney,,Paul Waaktaar-Savoy,Morten Harket,1985-04-05,sample,1984 - The Hood Internet
182,NAZAKEBLACK,NAZA,KEBLACK,,"1,2,3 SOLEIL",BELIEVE / CAPRICAROLESQUE INDUSTRY - DAYEDEN MUSIK,2023,47,,,,,,,
183,GAZO,,,,HAINE&SEX,BSB PROD,2023,47,Selecta Killa,,Gazo,Selecta Killa,2021-02-26,,
184,BILLIE EILISH,,,,LOVELY,ONE RECORDS / UNIVERSAL MUSIC,2023,47,FINNEAS,,Billie Eilish,Khalid,2017-08-11,sample,DmC preorder - Billie Eilish
185,DJADJA,DINAZ,,,DANS LE RÉSEAU,BELIEVE / CARRÉ MUSIC,2023,47,Mike Btz,,Dinaz,Djadja,2021-09-08,,
186,LORD HURON,PHOEBE BRIDGERS,,,THE NIGHT WE MET,PIAS FRANCE / PLAY IT AGAIN SAM,2023,47,Ben Schneider,,Ben Schneider,,2015-02-09,sample,Fallen Vulture - ​evntura
187,EMINEM,,,,LOSE YOURSELF,POLYDOR / UNIVERSAL MUSIC,2023,47,Eminem,Jeff Bass,Eminem,Jeff Bass,2002-10-28,sample,Lose Yourself (Instrumental) - Eminem
188,WERENOI,,,,TOUT SEUL,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2023,47,Yann Dakta,Rednose (FRA),Tiakola,Werenoi,2023-03-10,,
189,SOOLKING,,,,SUAVEMENTE,CAPITOL MUSIC FRANCE / CAPITOL,2023,47,Scar (FRA),Voluptyk,Soolking,,2022-02-23,interpolation,Suavemente - Elvis Crespo
190,TWENTY ONE PILOTS,,,,STRESSED OUT,WARNER / FUELED BY RAMEN,2023,47,Mike Elizondo,,Tyler Joseph,,2015-04-28,sample,Мишка (Bear) - SHOOVAL
191,MÅNESKIN,,,,HONEY,SONY MUSIC ENTERTAINMENT / EPIC,2023,47,SLY,Rami,Damiano David,Victoria,2023-09-01,,
192,KAZA,,,,HRTBRK #2,WARNER / ELEKTRA FRANCE,2023,47,RJacks & Masta,,Kaza,,2019-01-13,,
193,JOSMAN,,,,COHIBA,SIDELINE,2023,47,Eazy Dew,Nickhel,Josman,,2023-10-28,,
194,BENSON BOONE,PHILIPPINE LAVREY,,,IN THE STARS,WEA / WARNER RECORDS,2023,47,Jason Evigan,,Benson Boone,Jason Evigan,2022-04-29,,
195,TATE MCRAE,,,,EXES,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2023,47,Ryan Tedder,Tyler Spry,Tate McRae,Ryan Tedder,2023-11-17,sample,jane_remover_loophole.zip - Jane Remover
196,WERENOI,,,,MAUVAISE,BELIEVE / ALLPOINTS,2023,47,Aurélien Mazin,Kore,Werenoi,Aurélien Mazin,2023-09-22,,
197,ED SHEERAN,,,,EYES CLOSED,WEA / ATLANTIC RECORDS UK,2023,47,Aaron Dessner,Fred again..,Ed Sheeran,Fred again..,2023-03-24,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
198,COLDPLAY,,,,VIVA LA VIDA,WARNER / PARLOPHONE UK,2023,47,Brian Eno,Markus Dravs,Chris Martin,Guy Berryman,2008-05-25,sample,Fallen Primadonna - Himynameisshan.
199,JUL,,,,J'OUBLIE TOUT,BELIEVE / LIGA ONE INDUSTRY,2023,47,JuL,,JuL,,2014-02-23,sample,Fluch - Azet
200,DAMSO,,,,DIEU NE MENT JAMAIS,CAPITOL MUSIC FRANCE / CAPITOL,2023,47,DSK,,Damso,,2017-04-28,,
1,JUNGELI,,,,PETIT GÉNIE,"AWAL / CAPITOL MUSIC FRANCE / NEXT GÉNÉRATION, 2054 RECORDS, FULGU PROD",2023,48,DJ Wiils,,Jungeli,Abou Debeing,2023-08-04,,
2,IÑIGO QUINTERO,,,,SI NO ESTÁS,BELIEVE / ACQUSTIC,2023,48,iñigo quintero,,iñigo quintero,,2022-09-23,sample,Wenn du lächelst - Milano
3,FAVÉ,,,,FLASHBACK,BELIEVE / 109 RECORD / MORNING GLORY MUSIC / BELIEVE,2023,48,DJ Bellek,Sam Tiba,Gazo,Favé (FRA),2023-09-15,,
4,KEBLACK,,,,LAISSE MOI,BELIEVE / MOTEMA RECORDS,2023,48,Seny Silva,Maximilien Silva,KeBlack,,2023-09-08,,
5,SOOLKING,,,,CASANOVA,CAPITOL MUSIC FRANCE / LAOBAN INTERNATIONAL / PANDOR,2023,48,Voluptyk,Nass Brans,Soolking,Gazo,2023-07-06,sample,1er Gaou - Magic System
6,TATE MCRAE,,,,GREEDY,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2023,48,Ryan Tedder,Jasper Harris,Tate McRae,Amy Allen,2023-09-15,sample,Promiscuous - Nelly Furtado
7,SHAY,NISKA,,,SANS COEUR,BECAUSE / JOLIE GARCE RECORDS / BECAUSE MUSIC,2023,48,Shay,Jo A Touch,Shay,Niska,2023-11-10,,
8,HEUSS L'ENFOIRÉ,GAZO,,,SAIYAN,BELIEVE / 150 PROD / STRAW PRODUCTION,2023,48,Zeg P,,Gazo,Heuss L’enfoiré,2023-06-02,sample,COWBOY RACISTE - Madi Polochon (crazy 🕺🪩)
9,SDM,,,,BOLIDE ALLEMAND,CAPITOL MUSIC FRANCE / CAPITOL,2023,48,Berry Prod,Yopsy,SDM,Berry Prod,2022-12-02,interpolation,Rihanna - SDM
10,DUA LIPA,,,,HOUDINI,WEA / WARNER RECORDS,2023,48,Danny L Harle,Kevin Parker,Dua Lipa,Caroline Ailin,2023-11-09,interpolation,Demeanor - Pop Smoke
11,DOJA CAT,,,,PAINT THE TOWN RED,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2023,48,Earl on the Beat,Karl Rubin,Doja Cat,DJ Replay,2023-08-04,sample,Walk On By - Dionne Warwick
12,DAVE/TIAKOLA,,,,MERIDIAN,VIRGIN MUSIC FRANCE / NEIGHBOURHOOD RECORDINGS,2023,48,,,,,2023-08-24,,
13,KENYA GRACE,,,,STRANGERS,WEA / WARNER RECORDS/MAJOR RECORDINGS,2023,48,Kenya Grace,,Kenya Grace,,2023-09-01,sample,л0маYOU (⁠´⁠∩⁠｡⁠•⁠ ⁠ᵕ⁠ ⁠•⁠｡⁠∩⁠`⁠) - N0TINIGΛMI
14,BENNETT,,,,VOIS SUR TON CHEMIN,WEA / WARNER MUSIC CENTRAL EUROPE,2023,48,,,,,2004-01-01,,
15,SANTA,,,,POPCORN SALÉ,WARNER / PARLOPHONE (FRANCE),2023,48,,,,,2022-03-25,,
16,SIA,,,,GIMME LOVE,WEA / ATLANTIC RECORDS,2023,48,Jesse Shatkin,,Sia,Jesse Shatkin,2023-09-13,interpolation,Lighthouse - Georgia Ku
17,JUL,,,,SENSATIONS,BELIEVE / D'OR ET DE PLATINE,2023,48,Boumidjal,,JuL,,2023-11-24,,
18,LOREEN,,,,TATTOO,ONE RECORDS / POLYDOR,2023,48,Thomas G:son,Peter Boström,Loreen,Cazzi Opeia,2023-02-25,sample,Tattoo - Malin Akerman
19,CASSÖ,RAYE,D-BLOCK EUROPE,,PRADA,SONY MUSIC ENTERTAINMENT / B1,2023,48,cassö,,RAYE,Adam Williams,2023-08-10,,
20,YAMÊ,,,,BÉCANE,BELIEVE / NAIVE,2023,48,Yamê (FRA),Pandrezz,Yamê (FRA),,2023-06-13,sample,Vacay - Aminé
21,HAMZA,,,,DRIFTÉ,WARNER / JUST WOKE UP,2023,48,Ponko,Hamza,Hamza,,2023-11-22,,
22,TYLA,,,,WATER,SONY MUSIC ENTERTAINMENT / FAX RECORDS/EPIC,2023,48,Sammy Soso,Rayo,Tyla,Sammy Soso,2023-07-28,sample,Without My Heart - TDG
23,OFENBACH,NORMA JEAN MARTINE,,,OVERDRIVE,WARNER / ELEKTRA FRANCE,2023,48,Jen Jis,Ofenbach,Alexander Hauer,César Laurent de Rummel,2023-10-06,interpolation,Cambodia - Kim Wilde
24,JOSMAN,,,,AILLEURS,SIDELINE,2023,48,MYSTR,S. lyre,Josman,,2023-10-28,,
25,JOGGA,WILSKO,7IA,,SKEU SKEU,WARNER / ELEKTRA FRANCE,2023,48,Mr. Punisher,Swoosha,Wilsko,7ia,2023-09-20,,
