classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
45,POP SMOKE,,,,WHAT YOU KNOW BOUT LOVE,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,1,IamTash,,Troy Oliver,IamTash,2020-07-03,sample,Differences - Ginuwine
46,HATIK,,,,ANGELA,LOW WOOD,2021,1,Medeline,,Hatik,,2019-08-30,interpolation,Angela - Saïan Supa Crew
47,DADJU,,,,AMOUR TOXIC,POLYDOR,2021,1,Dadju,Seysey,Dadju,,2020-09-28,,
48,JAWSH 685 X JASON DERULO,,,,SAVAGE LOVE,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,1,,,,,,,
49,SAINT JHN,,,,ROSES,"SONY MUSIC ENTERTAINMENT / GODD COMPLEXX/HITCO, B1/EFFECTIVE",2021,1,​f a l l e n,,​f a l l e n,SAINt JHN,2016-07-22,sample,Enciéndelo (Spanish Version) - Ele A El Dominio
50,TAYC,,,,COMME TOI,WARNER / WM FR AFFILIATED/PLAY TWO,2021,1,Yannick Péraste,,Tayc,,2020-12-01,,
51,DAVID GUETTA,SIA,,,LET'S LOVE,WARNER / PARLOPHONE (FRANCE),2021,1,Marcus van Wattum,Giorgio Tuinfort,Giorgio Tuinfort,Marcus van Wattum,2020-09-11,,
52,BTS,,,,DYNAMITE,BELIEVE / SCHLYAPA RECORDS,2021,1,David Stewart,,David Stewart,Jessica Agombar,2020-08-21,sample,Stan Your Enemies - Cacola
53,LETO,,,,MACARONI FEAT NINHO,REC118 / REC. 118,2021,1,,,,,2020-08-28,,
54,1PLIKÉ140,,,,LOPSA STORY,CAPITOL MUSIC FRANCE / MILLENIUM,2021,1,Josh Petruccio,,1PLIKÉ140,,2020-12-11,,
55,BOOBA,,,,AZERTY,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2021,1,Sayen,,Booba,Sayen,2020-12-22,,
56,UZI,,,,À LA FÊTE,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2021,1,Hoodstar,,UZI (FRA),,2020-06-26,,
57,HVME,,,,GOOSEBUMPS,COLUMBIA/B1 RECORDINGS,2021,1,HVME,,Brock Korsan,Travis Scott,2020-06-11,interpolation,Goosebumps (Remix) - Travis Scott
58,JUL,,,,BROUNCHA,D'OR ET DE PLATINE,2021,1,AL PROD,,JuL,,2020-12-18,,
59,TWOCOLORS,,,,LOVEFOOL,POLYDOR,2021,1,twocolors,,Nina Persson,Peter Svensson,2020-05-07,interpolation,ПОЧЕМУ (WHY) - 44neverluv
60,DADJU,,,,GRAND BAIN,POLYDOR,2021,1,MKL,,Ninho,Dadju,2020-06-19,,
61,PURPLE DISCO MACHINE,,,,HYPNOTIZED,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,1,Purple Disco Machine,,Sophie Scott,Matthew R. Johnson,2020-04-07,,
62,AYA NAKAMURA,,,,DOUDOU,REC. 118,2021,1,Machynist,Ever Mihigo,Aya Nakamura,,2020-10-09,sample,Dou Dou - 4ERDAK
63,ARIANA GRANDE,,,,POSITIONS,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,1,London on da Track,Killah B,Killah B,JustAcoustic,2020-10-23,sample,Assalto Perigoso - Melody (BRA)
64,ZOE WEES,,,,CONTROL,CAROLINE FRANCE / CAROLINE INT. MD S&D,2021,1,Ricardo Muñoz,Patrick Salmy,Nils Bodenstedt,René Miller,2020-03-13,sample,Pride - Jay Skata
65,TAYC,,,,N'Y PENSE PLUS,WM FR AFFILIATED/PLAY TWO,2021,1,Nyadjiko,,Tayc,,2020-06-20,interpolation,Aymie (Réponse à Tayc) - MikL
66,NINHO,,,,LETTRE A UNE FEMME,REC. 118,2021,1,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
67,JULIEN DORÉ,,,,NOUS,COLUMBIA,2021,1,Tristan Salvati,Julien Doré,Julien Doré,,2020-09-04,,
68,INDOCHINE,CHRISTINE AND THE QUEENS,,,3SEX,INDOCHINE RECORDS,2021,1,Christine and the Queens,Ash Workman,Nicola Sirkis,,2020-11-25,,
69,AYA NAKAMURA,,,,JOLIE NANA,REC. 118,2021,1,Isaac Luyindula,John Makabi,Julio Masidi,Aya Nakamura,2020-07-17,interpolation,Summer 2020 - L.E.J
70,NINHO,,,,LA VIE QU ON MENE,REC. 118 / MAL LUNE MUSIC,2021,1,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
71,ALPHA WANN,,,,AAA,CAROLINE FRANCE / DON DADA RECORDS,2021,1,Richie Beats,Platinumwav,Alpha Wann,Nekfeu,2020-12-18,,
72,HARRY STYLES,,,,WATERMELON SUGAR,COLUMBIA,2021,1,Tyler Johnson,Kid Harpoon,Tyler Johnson,Kid Harpoon,2019-11-16,sample,Fuck You With Sugar On Top - Nearly a Fox
73,CARBOZO,KOBA LAD,SHOTAS,,TOUS LES JOURS,ARISTA FRANCE,2021,1,Hoodstar,,Shotas,Koba LaD,2020-12-11,,
74,LACRIM,,,,BOSTON GEORGE,CAPITOL MUSIC FRANCE / PLATA O PLOMO RECORDS,2021,1,Karmen (FRA),Twenty9,Maes,Lacrim,2020-10-16,,
75,JUL,,,,GUYTOUNE,BELIEVE / D'OR ET DE PLATINE,2021,1,JuL,,Naps,JuL,2020-12-18,,
76,LIL NAS X,,,,HOLIDAY,COLUMBIA,2021,1,Tay Keith,Take a Daytrip,skaiwater,Jozzy,2020-11-13,sample,shitpost status (Nas) - LiL LiL (Johnny Equinox)
77,CLEAN BANDIT,24KGOLDN,,,TICK TOCK,WARNER / ATLANTIC RECORDS UK,2021,1,Jack Patterson,Mark Ralph,​​kamille,Jack Patterson,2020-08-21,sample,Tick Tock (feat. Ivy Walker) - DJ Alfie
78,BOSH,,,,DJOMB,ARISTA FRANCE,2021,1,Mounchild,Blaise Keys,Bosh,,2020-03-27,interpolation,Summer 2020 - L.E.J
79,OBOY,,,,CRUEL,SYNDICATE RECORDS,2021,1,Machynist,Sam Poet,OBOY,,2020-11-06,sample,Free - Ultra Naté
80,REGARD,,,,RIDE IT,MINISTRY OF SOUND RECORDINGS,2021,1,Regard,,Jay Sean,Alan Sampson,2019-07-26,sample,Zweifel - Eddin
81,JOEL CORRY,MNEK,,,HEAD & HEART,WARNER / ATLANTIC RECORDS UK,2021,1,Joel Corry,Lewis Thompson,Joel Corry,Lewis Thompson,2020-07-03,,
82,DINOS,,,,MOINS UN,CAPITOL MUSIC FRANCE / SPKTAQLR,2021,1,Ken & Ryu,,Nekfeu,Dinos,2020-11-27,,
83,LANDY,,,,LE MÊME,109 RECORD,2021,1,AMusicBoy,DJ Bellek,Landy,,2020-12-18,,
84,TATE MCRAE,,,,YOU BROKE ME FIRST,RCA RECORDS LABEL,2021,1,Blake Harnage,,RYANN,Blake Harnage,2020-04-16,sample,Deep - Azel
85,AYA NAKAMURA,OBOY,,,PRÉFÉRÉ,REC118 / REC. 118,2021,1,Machynist,Aloïs Zandry,OBOY,Aya Nakamura,2020-11-13,interpolation,Corazon - Aya Nakamura
86,BLACK EYED PEAS,,,,MAMACITA,POLYDOR,2021,1,Johnny Goldstein,will.i.am,Johnny Goldstein,Madonna,2020-04-10,interpolation,La Isla Bonita - Madonna
87,POP SMOKE,,,,DIOR,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,1,808 Melo,,Pop Smoke,808 Melo,2019-07-26,sample,The Coven - Peter Gundry
88,DAMSO,,,,911,TRENTE-QUATRE CENTIMES,2021,1,Saint DX,Benjay,Damso,,2020-09-18,interpolation,SUMMER 2021 - L.E.J
89,UNITÉ,,,,UNITÉ,WARNER / WM FR AFFILIATED/PLAY TWO,2021,1,Hoodstar,SNK,Soolking,Dadju,2020-11-20,interpolation,Compliqué - Dadju
90,LANDY,,,,FILON,109 RECORD,2021,1,Lil’Key Da Beat Maker,,Landy,,2020-09-25,,
91,LUCENZO,,,,NO ME AMA,WARNER / WM FR AFFILIATED/PLAY TWO,2021,1,Kameron Houff,Ne-Yo,Kameron Houff,Ne-Yo,2020-07-17,,
92,TOM GREGORY,,,,RATHER BE YOU,SONY MUSIC ENTERTAINMENT / B1 RECORDINGS,2021,1,Matt James,André Nookadu,Matt James,Adrien Nookadu,2020-07-03,,
93,KENDJI GIRAC,,,,DERNIER MÉTRO,ISLAND DEF JAM,2021,1,Renaud Rebillaud,,Vitaa,Kendji Girac,2020-08-28,,
94,LANDY,,,,AUCUNE LIMITE,109 RECORD,2021,1,DJ Bellek,,Landy,,2020-06-12,,
95,JSX,BOOBA,,,POMPEII,BECAUSE / LA PIRATERIE MUSIC,2021,1,CG Flow,Ani Beatz,Booba,JSX,2020-12-04,,
96,HEUSS L'ENFOIRÉ,VALD,,,GUCCISSIMA,BELIEVE / 150 PRODUCTIONS / ECHELON RECORDS,2021,1,Zeg P,Seezy,Heuss L’enfoiré,Vald,2020-12-03,,
97,FRANGLISH,,,,MY SALSA,ISLAND DEF JAM,2021,1,Nyadjiko,,Tory Lanez,Franglish,2020-06-12,interpolation,Still Not a Player - Big Pun
98,DABABY,,,,ROCKSTAR,MCA / UNIVERSAL MUSIC,2021,1,SethInTheKitchen,,SethInTheKitchen,Roddy Ricch,2020-04-17,sample,Mashup Tjedna - FREESTYLE - Hiljson Mandela
99,JASON DERULO,,,,TAKE YOU DANCING,WEA / ATLANTIC RECORDS,2021,1,Emanuel Kiriakou,Teemu Brunila,Teemu Brunila,Jason Derulo,2020-07-22,interpolation,ЛА ЛА ЛА (LA LA LA) - Клава Кока (Klava Coca)
100,POP SMOKE,,,,FOR THE NIGHT,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,1,Jess Jackson,Wylo,Wylo,MIKE DEAN,2020-07-03,sample,Nana - FRVRFRIDAY
101,JUL,,,,SOUS TERRE,D'OR ET DE PLATINE,2021,1,JuL,,JuL,,2020-12-18,,
102,LANDY,,,,V12,109 RECORD,2021,1,Key Brams,The Facette,Landy,,2020-10-23,,
103,JUL,,,,DORS ON TE PIÉTINE,BELIEVE / D'OR ET DE PLATINE,2021,1,Wavywess,Nardey,JuL,Gazo,2020-12-18,,
104,OZUNA,DOJA CAT,SIA,,DEL MAR,AURA MUSIC CORP.,2021,1,Yazid Rivera,Hi Music Hi Flow,Yazid Rivera,Legazzy,2020-09-04,interpolation,Precious - Sia
105,ROHFF,,,,SÉCURISÉ,ISLAND DEF JAM / BENDO / LEGEND ALIVE PRODUCTION,2021,1,Bujaa Beats,,Dadju,Rohff,2020-12-25,,
106,JUL,,,,SON EX,D'OR ET DE PLATINE,2021,1,JuL,,JuL,,2020-12-18,,
107,TOPIC,,,,BREAKING ME,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,1,Topic,,René Miller,Moli,2019-12-19,sample,Breaking Me - O’Neil (Producer)
108,SOOLKING,,,,MELEG¿IM,CAPITOL MUSIC FRANCE / CAPITOL,2021,1,Nyadjiko,,Soolking,Dadju,2020-02-07,interpolation,Summer 2020 - L.E.J
109,BILLIE EILISH,,,,THEREFORE I AM,POLYDOR / UNIVERSAL MUSIC,2021,1,FINNEAS,,Billie Eilish,FINNEAS,2020-11-12,sample,My Future - David0Mario
110,SIA,,,,COURAGE TO CHANGE,WEA / ATLANTIC RECORDS,2021,1,Greg Kurstin,,P!nk,Sia,2020-09-25,interpolation,Courage - P!nk
111,AVA MAX,,,,KINGS & QUEENS,WEA / ATLANTIC RECORDS,2021,1,Cirkut,RedOne,Desmond Child,T.I Jakke,2020-03-12,interpolation,If You Were a Woman (And I Was a Man) - Bonnie Tyler
112,ZIKXO,,,,QUARTIERS NORD,WARNER / REC. 118,2021,1,Yann Dakta & Rednose,,Sadek,Zikxo,2021-01-01,,
113,FREEZE CORLEONE,,,,FREEZE RAËL,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2021,1,Flem,,Freeze Corleone,,2020-09-11,interpolation,Le Big & Le Big - Bon Chance
114,ALPHA WANN,,,,PHILLY FLINGO,CAROLINE FRANCE / DON DADA RECORDS,2021,1,3010,,Alpha Wann,,2020-12-18,interpolation,Putain De Negrito - Roi Heenok
115,CARBOZO,NINHO,,,CARBOZO 2.0,SONY MUSIC ENTERTAINMENT / ARISTA FRANCE,2021,1,SNK,,Ninho,,2020-09-11,,
116,DUA LIPA,GWEN STEFANI,,,PHYSICAL,WARNER / WARNER RECORDS,2021,1,Gian Stone,Lorna Blackwood,Clarence Coffee Jr.,KOZ,2020-01-30,sample,We Keep the Spirit Alive - No Angels
117,DAVID GUETTA,KID CUDI,,,MEMORIES,WARNER / PARLOPHONE (FRANCE),2021,1,,,,,,,
118,NEA,,,,SOME SAY,MILKSHAKE,2021,1,Hitimpulse,Vincent Kottkamp,Eiffel 65,Hitimpulse,2019-09-06,sample,Perder O Ganar - LJ970
119,AVA MAX,,,,WHO'S LAUGHING NOW,WEA / ATLANTIC RECORDS,2021,1,Cirkut,Lotus IV,Måns Wredenberg,Madison Love,2020-07-30,sample,The Hot Kiss (Anna Resurrects Boy) - Freddy Vorobev and The King
120,GRADUR,,,,NE REVIENS PAS,CAPITOL MUSIC FRANCE / MILLENIUM,2021,1,Zeg P,,Gradur,Heuss L’enfoiré,2019-11-22,sample,Blue - Poupie
121,LANDY,,,,PRENDS TA PAYE,BELIEVE / 109 RECORD,2021,1,DJ Bellek,,Koba LaD,Landy,2020-12-18,,
122,TOM GREGORY,,,,FINGERTIPS,SONY MUSIC ENTERTAINMENT / B1 RECORDINGS,2021,1,André Nookadu,Frank Sanders,Matt James,Adrien Nookadu,2020-01-10,,
123,LANDY,,,,VAUDOU,109 RECORD,2021,1,Il Pazzo,Titai,Landy,,2020-12-18,,
124,AYA NAKAMURA,,,,AILLEURS,WARNER / REC. 118,2021,1,Laconi,,Aya Nakamura,,2021-01-01,,
125,HEUSS L'ENFOIRÉ,VALD,,,MATRIXÉ,BELIEVE / 150 PRODUCTIONS / ECHELON RECORDS,2021,1,Zeg P,Seezy,Vald,Heuss L’enfoiré,2020-12-03,sample,"Бре, Петрунко (Bre, Petrunko) - Koutev Bulgarian National Ensemble"
126,DOJA CAT,,,,SAY SO,KEMOSABE RECORDS/RCA RECORDS,2021,1,Dr. Luke,,Dr. Luke,Lydia Asrat,2019-11-07,sample,Say So M31k0 Remix - M31k0
127,NINHO,,,,ZIPETTE,REC. 118 / MAL LUNE MUSIC,2021,1,Ysos,,Ninho,,2020-03-07,,
128,DUA LIPA,,,,DON'T START NOW,WARNER / WARNER RECORDS,2021,1,Ian Kirkpatrick,,Dua Lipa,Caroline Ailin,2019-11-01,sample,I Will Survive - Gloria Gaynor
129,DENZO,BRAMSITO,,,CRAMÉ,BECAUSE / ROYAL MUSIC,2021,1,Bramsito,Wensly Beats,Bramsito,Denzo,2020-11-20,,
130,ALPHA WANN,,,,NY À FOND,CAROLINE FRANCE / DON DADA RECORDS,2021,1,Freeze Corleone,LamaOnTheBeat,Freeze Corleone,Alpha Wann,2020-12-18,,
131,ED SHEERAN,,,,AFTERGLOW,WEA / ATLANTIC RECORDS UK,2021,1,PARISI,Fred again..,David Hodges,Fred again..,2020-12-21,,
132,MAES,,,,BLANCHE,CAPITOL MUSIC FRANCE / MILLENIUM,2021,1,Gérald,Unprediktable,Booba,Maes,2020-01-17,sample,Honneur - Prod.MxAI
133,LANDY,,,,PLEINS PHARES,109 RECORD,2021,1,Pierre Beats,Atlas On The Track,Landy,,2020-12-18,,
134,NINHO,,,,TOUTES LES COULEURS,REC. 118 / MAL LUNE MUSIC,2021,1,Shiruken Music,,Ninho,,2020-10-30,,
135,SLIMANE,,,,AVANT TOI,ISLAND DEF JAM,2021,1,Hottrak,,Vitaa,Slimane,2019-08-23,,
136,MAES,,,,DYBALA,CAPITOL MUSIC FRANCE / MILLENIUM,2021,1,Trent 700,Chady,JuL,Maes,2020-01-17,,
137,BILLIE EILISH,,,,BAD GUY,POLYDOR / UNIVERSAL MUSIC,2021,1,FINNEAS,,Billie Eilish,FINNEAS,2019-03-29,sample,SUCCR - DaymanOurSavior
138,KYGO,,,,HOT STUFF,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2021,1,Kygo,,Pete Bellotte,Keith Forsey,2020-09-18,,
139,DAMSO,,,,BXL ZOO,TRENTE-QUATRE CENTIMES,2021,1,Saint DX,Pierrari,Hamza,Damso,2020-09-18,interpolation,Capitaine flam - ISHA
140,AMEL BENT,,,,JUSQU'AU BOUT,ISLAND DEF JAM,2021,1,Renaud Rebillaud,,John Mamann,Vitaa,2020-06-12,,
141,WEJDENE,,,,COCO,CAROLINE FRANCE / CAROLINE RECORDS,2021,1,Big Tom (FRA),Chulo (FRA),Feuneu,Wejdene,2020-08-19,,
142,JUSTIN BIEBER,,,,LONELY,POLYDOR / UNIVERSAL MUSIC,2021,1,benny blanco,FINNEAS,Justin Bieber,benny blanco,2020-10-16,sample,Leave Me Lonely (Take Me Home) - GIGIO
143,THE WEEKND,,,,IN YOUR EYES,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,1,Max Martin,Oscar Holter,The Weeknd,Belly,2020-03-20,sample,......IN YOUR ((EYES)) - deadbyoctober
144,JUL,,,,HOLD-UP,BELIEVE / D'OR ET DE PLATINE,2021,1,JuL,,L’Algérino,Alonzo,2020-12-18,,
145,GAZO,,,,TCHIN 2X,BSB PROD,2021,1,NickNamez,Amine Farsi,Gazo,NickNamez,2020-12-11,,
146,SAM SMITH,,,,DIAMONDS,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC,2021,1,OZGO,Shellback,OZGO,Sam Smith,2020-09-18,,
147,LANDY,,,,RENTABILISER,109 RECORD,2021,1,Exi (FRA),Atlas On The Track,Landy,,2020-12-18,,
148,LEWIS CAPALDI,,,,SOMEONE YOU LOVED,CAROLINE FRANCE / UNIVERSAL MUSIC,2021,1,TMS,,Ben Kohn,Lewis Capaldi,2018-11-08,sample,Married To Music - Mistah Kye
149,LANDY,,,,DERRIÈRE MOI,109 RECORD,2021,1,SLK (Producer),,Landy,,2020-12-18,,
150,RAY DALTON,,,,IN MY BONES,EPIC GERMANY,2021,1,DECCO,,Sebastian Arman,Ray Dalton,2020-02-20,,
151,CARDI B,MEGAN THEE STALLION,,,WAP,WARNER / ATLANTIC/KSR,2021,1,Ayo & Keyz,,Cardi B,Frank Rodriguez,2020-08-07,sample,Whores In This House - DJ Frank Ski
152,LANDY,,,,BABY CIAO,109 RECORD,2021,1,AMusicBoy,Binguy,Landy,,2020-12-18,,
153,NAPS,,,,6.3,BELIEVE / OK MANY INDUSTRIE / 13ÈME ART MUSIC,2021,1,DIIAS,,Ninho,Naps,2020-02-20,,
154,JASON DERULO,NUKA,,,LOVE NOT WAR,SONY MUSIC ENTERTAINMENT / ROBOTS & HUMANS,2021,1,Nuka,,Jason Derulo,Nuka,2020-11-20,,
155,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2021,1,,,,,2011-08-16,,
156,ALRIMA,,,,JUSQU'AU BOUT,SONY MUSIC ENTERTAINMENT / ANUBIS,2021,1,Aladdin (beatmaker),,Hatik,Alrima,2020-12-11,,
157,BOLÉMVN,,,,10K,CAPITOL MUSIC FRANCE / MILLENIUM,2021,1,Berry Prod,Sany San,Bolémvn,Maes,2020-05-29,,
158,ALPHA WANN,,,,MALEVIL,CAROLINE FRANCE / DON DADA RECORDS,2021,1,,,,,,,
159,KAROL G,,,,TUSA,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,1,Ovy On The Drums,,KEITYN,Ovy On The Drums,2019-11-07,interpolation,Tusa (Instrumental) - KAROL G
160,LANDY,,,,DEMI-FRÈRE,109 RECORD,2021,1,Seezy,,Landy,,2020-12-18,,
161,JUL,,,,UN AUTRE MONDE,D'OR ET DE PLATINE,2021,1,Kakou,,JuL,,2020-12-18,,
162,JUL,,,,GUADALAJARA,D'OR ET DE PLATINE,2021,1,JuL,,JuL,,2020-12-18,,
163,LANDY,,,,SICARIO,109 RECORD,2021,1,Zeg P,,Landy,,2020-12-18,,
164,RONISIA,,,,ATTERRISSAGE,SONY MUSIC ENTERTAINMENT / EPIC,2021,1,3K Beatmakers,,Ronisia,,2020-07-10,,
165,JUSTIN BIEBER,,,,ANYONE,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,1,Jon Bellion,The Monsters & Strangerz,Justin Bieber,Jon Bellion,2021-01-01,interpolation,Anyone (Demo) - Camila Cabello
