classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
161,KENDJI GIRAC,,,,DERNIER MÉTRO,ISLAND DEF JAM,2021,8,Renaud Rebillaud,,Vitaa,Kendji Girac,2020-08-28,,
162,NAPS,,,,6.3,BELIEVE / OK MANY INDUSTRIE / 13ÈME ART MUSIC,2021,8,DIIAS,,Ninho,Naps,2020-02-20,,
163,LOMEPAL,,,,TROP BEAU,PINEALE PROD - GRAND MUSIQUE MANAGEMENT,2021,8,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
164,GRADUR,,,,NE REVIENS PAS,CAPITOL MUSIC FRANCE / MILLENIUM,2021,8,Zeg P,,Gradur,Heuss L’enfoiré,2019-11-22,sample,Blue - Poupie
165,DOJA CAT,,,,STREETS,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2021,8,Blaq Tuxedo,,Demarie Sheki,Christopher Jefferies,2019-11-07,sample,Streets Is Callin’ - B2K
166,VITAA,SLIMANE,,,AVANT TOI,CAPITOL MUSIC FRANCE / CAPITOL,2021,8,Hottrak,,Vitaa,Slimane,2019-08-23,,
167,RAY DALTON,,,,IN MY BONES,SONY MUSIC ENTERTAINMENT / EPIC LOCAL,2021,8,DECCO,,Sebastian Arman,Ray Dalton,2020-02-20,,
168,ED SHEERAN,,,,AFTERGLOW,WEA / ATLANTIC RECORDS UK,2021,8,PARISI,Fred again..,David Hodges,Fred again..,2020-12-21,,
169,AVA MAX,,,,KINGS & QUEENS,WEA / ATLANTIC RECORDS,2021,8,Cirkut,RedOne,Desmond Child,T.I Jakke,2020-03-12,interpolation,If You Were a Woman (And I Was a Man) - Bonnie Tyler
170,RIM'K,,,,HOOD,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DISTRIBUTION DEAL,2021,8,Noxious,,Rim’K,​DA Uzi,2021-02-12,,
171,FRANGLISH,,,,MY SALSA,CAPITOL MUSIC FRANCE / CAPITOL,2021,8,Nyadjiko,,Tory Lanez,Franglish,2020-06-12,interpolation,Still Not a Player - Big Pun
172,HIRO,NINHO,,,A DÉCOUVERT,URBAN,2021,8,John Scorp,Dopryn Wilson,Hiro,Ninho,2019-04-19,,
173,MAES,,,,DISTANT,CAPITOL MUSIC FRANCE / MILLENIUM,2021,8,HoloMobb,Boumidjal,Ninho,Maes,2019-12-20,,
174,KONFUZ,,,,RATATA,LEGACY MUSIC,2021,8,​nightcrawler,,Konfuz,,2021-01-29,,
175,47TER,,,,VIVRE,LABEL ENTRECÔTE,2021,8,47ter,,47ter,,2020-10-29,,
176,THE KID LAROI,,,,WITHOUT YOU,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,8,Blake Slatkin,Omer Fedi,Billy Walsh,Blake Slatkin,2020-11-06,sample,Lost You - JayBZY!
177,DUA LIPA,,,,PHYSICAL,WARNER / WARNER RECORDS,2021,8,Gian Stone,Lorna Blackwood,Clarence Coffee Jr.,KOZ,2020-01-30,sample,We Keep the Spirit Alive - No Angels
178,TOM ODELL,,,,ANOTHER LOVE,SONY MUSIC CATALOGUE / ITNO/COLUMBIA,2021,8,Dan Grech-Marguerat,,Tom Odell,,2012-10-15,sample,Daleko stąd - Gospel
179,VITAA,SLIMANE,,,DE L'OR,CAPITOL MUSIC FRANCE / CAPITOL,2021,8,Renaud Rebillaud,,Slimane,Vitaa,2020-10-02,,
180,MISTER YOU,,,,SOLIDE,BELIEVE / HASTA LA MUERTE,2021,8,BDR,,Rohff,Mister You,2021-02-05,,
181,GRAND CORPS MALADE,,,,DERRIÈRE LE BROUILLARD,CAROLINE FRANCE / ANOUCHE PRODUCTIONS,2021,8,Mosimann,Tiery-F,Louane,Grand Corps Malade,2020-09-11,,
182,TWOCOLORS,,,,LOVEFOOL,POLYDOR,2021,8,twocolors,,Nina Persson,Peter Svensson,2020-05-07,interpolation,ПОЧЕМУ (WHY) - 44neverluv
183,AYA NAKAMURA,,,,DOUDOU,REC. 118,2021,8,Machynist,Ever Mihigo,Aya Nakamura,,2020-10-09,sample,Dou Dou - 4ERDAK
184,NEA,,,,SOME SAY,MILKSHAKE,2021,8,Hitimpulse,Vincent Kottkamp,Eiffel 65,Hitimpulse,2019-09-06,sample,Perder O Ganar - LJ970
185,KENDJI GIRAC,,,,BEBETO,ISLAND DEF JAM,2021,8,Renaud Rebillaud,,Vitaa,Soolking,2020-10-09,,
186,UZI,,,,COULEURS,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2021,8,Heezy Lee,,UZI (FRA),,2021-02-19,,
187,THERAPIE TAXI,ROMÉO ELVIS,,,HIT SALE,WAGRAM / PANENKA MUSIC,2021,8,Alexandre Zuliani,Therapie TAXI,Adé (Chanteuse),Zaoui,2017-11-30,,
188,RIM'K,,,,PROTOTYPE,CAROLINE FRANCE / FRENESIK,2021,8,Cortez (FRA),,Rim’K,,2021-02-10,,
189,NEKFEU,,,,ON VERRA,POLYDOR / SEINE ZOO,2021,8,BLV,,Nekfeu,,2015-05-01,interpolation,So High (Blacc Hollywood) - Wiz Khalifa
190,DUA LIPA,,,,DON'T START NOW,WARNER / WARNER RECORDS,2021,8,Ian Kirkpatrick,,Dua Lipa,Caroline Ailin,2019-11-01,sample,I Will Survive - Gloria Gaynor
191,MILEY CYRUS,,,,PRISONER,RCA GROUP / RCA RECORDS LABEL,2021,8,watt,The Monsters & Strangerz,Jon Bellion,Stefan Johnson,2020-11-19,interpolation,Prisoner (Demo) - Miley Cyrus
192,DAMSO,,,,BXL ZOO,TRENTE-QUATRE CENTIMES,2021,8,Saint DX,Pierrari,Hamza,Damso,2020-09-18,interpolation,Capitaine flam - ISHA
193,NINHO,,,,MAMAN NE LE SAIT PAS FEAT NISKA,REC. 118 / MAL LUNE MUSIC,2021,8,,,,,2019-03-22,,
194,NEGRITO,,,,BOOSKA'PURGE,WARNER / WM FR AFFILIATED/PLAY TWO,2021,8,Renato,RMK#31#,Negrito,,2021-01-25,sample,"Session freestyle avec Gambino la MG, Olazermi, Laskiiz & Negrito - 1PLIKÉ140"
195,LETO,NINHO,,,VIE DE STAR,WARNER / REC. 118,2021,8,Shiruken Music,,Ninho,Leto,2021-01-01,,
196,AYA NAKAMURA,OBOY,,,PRÉFÉRÉ,REC118 / REC. 118,2021,8,Machynist,Aloïs Zandry,OBOY,Aya Nakamura,2020-11-13,interpolation,Corazon - Aya Nakamura
197,RIM'K,,,,CONFIANCE,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DISTRIBUTION DEAL,2021,8,Noxious,,Rim’K,,2021-02-12,,
198,UZI,,,,MÉRITÉ,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2021,8,Bersa,,UZI (FRA),,2021-02-19,,
199,ARIANA GRANDE,,,,POSITIONS,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,8,London on da Track,Killah B,Killah B,JustAcoustic,2020-10-23,sample,Assalto Perigoso - Melody (BRA)
200,JUL,,,,LA PASSAT,D'OR ET DE PLATINE,2021,8,JAYSx15,Ysos,JuL,,2020-12-18,,
1,TAYC,,,,LE TEMPS,WARNER / WM FR AFFILIATED/PLAY TWO,2021,9,Tayc,Nyadjiko,Tayc,,2021-02-26,interpolation,SUMMER 2021 - L.E.J
2,DJADJA,DINAZ,,,À CŒUR OUVERT,BELIEVE / CARRÉ MUSIC,2021,9,Léo Brousset,DJ Erise,Dinaz,Djadja,2021-02-24,,
3,DUA LIPA,,,,FEVER,WARNER / WARNER RECORDS,2021,9,Ian Kirkpatrick,Tristan Salvati,Dua Lipa,Julia Michaels,2020-10-29,sample,Doing Fine - Synnie
4,BLACK EYED PEAS,,,,GIRL LIKE ME,POLYDOR,2021,9,Johnny Goldstein,Shakira,Shakira,Tim Mitchell,2020-06-19,interpolation,Girl Like You - will.i.am
5,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2021,9,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
6,JUL,,,,CARRÉ D'AS,BELIEVE / D'OR ET DE PLATINE,2021,9,Stef Becker,,JuL,,2021-02-26,,
7,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2021,9,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
8,BAD BUNNY,JHAY CORTEZ,,,DÁKITI,RIMAS ENTERTAINMENT LLC,2021,9,La Paciencia,Tainy,Nydia Laner,Mora,2020-10-30,sample,Bad Guy - Tom MacDonald
9,EVA,,,,CŒUR NOIR,MCA / ALDAM PRODUCTION,2021,9,Seysey,,Many,Eva,2020-12-04,,
10,AMEL BENT,,,,"1,2,3",CAPITOL MUSIC FRANCE / CAPITOL,2021,9,Renaud Rebillaud,,Vitaa,Dadju,2020-10-30,,
11,JUL,,,,MOI,BELIEVE / D'OR ET DE PLATINE,2021,9,JuL,,JuL,,2015-02-28,,
12,TRAVIS SCOTT,,,,GOOSEBUMPS,BELIEVE,2021,9,Cardo Got Wings,CuBeatz,Travis Scott,Kendrick Lamar,2016-09-02,sample,Don’t Tell Me - PARTYNEXTDOOR
13,THE WEEKND,,,,SAVE YOUR TEARS,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,9,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
14,LANDY,,,,MÉDUSA,109 RECORD,2021,9,DMS (FRA),WMK,Landy,,2020-12-18,,
15,NINHO,,,,TOUT EN GUCCI,REC. 118 / MAL LUNE MUSIC,2021,9,Lil Ben,,Ninho,,2020-10-30,,
16,SERGE IBAKA,,,,CHAMPION,IDOL / OUENZÉ MUSIC,2021,9,LKHDprod,Fxnder,Serge Ibaka,Ninho,2021-02-26,,
17,SCH,,,,MARCHÉ NOIR,WARNER / REC. 118,2021,9,DJ Ritmin,,Furax Barbarossa,SCH,2021-02-04,,
18,THE WEEKND,,,,BLINDING LIGHTS,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,9,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
19,GAZO,,,,KASSAV,SONY MUSIC ENTERTAINMENT / BSB PROD,2021,9,Scar (FRA),Nardey,Gazo,Tiakola,2021-01-14,interpolation,Drill FR 4 - Gazo
20,JUL,,,,ÇA ME GUINTCH,BELIEVE / D'OR ET DE PLATINE,2021,9,71 Beats,Napalm Beats,JuL,,2021-02-26,,
21,BOOBA,,,,RATPI WORLD,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2021,9,Noxious,,Booba,,2021-01-26,interpolation,Barbie Girl - Aqua
22,WEJDENE,,,,RÉFLÉCHIR,CAROLINE FRANCE / CAROLINE RECORDS,2021,9,Mehdi Nine,,Feuneu,Wejdene,2021-02-19,,
23,ROBIN SCHULZ,KIDDO,,,ALL WE GOT,WARNER / WM GERMANY,2021,9,Robin Schulz,JUNKX,Robin Schulz,Stefan Dabruck,2020-10-16,,
24,JOK'AIR,,,,ELLES ONT TROP JOUÉ AVEC MON CŒUR,WARNER / WM FR AFFILIATED/PLAY TWO,2021,9,Thomas André,,Jok’Air,,2020-12-11,,
25,NAZA,NISKA,,,JOLI BÉBÉ,CAPRICAROLESQUE,2021,9,DJ Erise,Latimer,Niska,Naza,2020-09-11,,
26,24KGOLDN,IANN DIOR,,,MOOD,RECORDS/COLUMBIA,2021,9,Blake Slatkin,KBeaZy,KBeaZy,Omer Fedi,2020-07-24,sample,If Guitar Riffs Were Lyrics - Steve Terreberry
27,DAVID GUETTA,KID CUDI,,,MEMORIES,WARNER / PARLOPHONE (FRANCE),2021,9,,,,,,,
28,VIANNEY,,,,BEAU-PAPA,TÔT OU TARD,2021,9,Vianney,,Vianney,,2020-08-21,,
29,JUL,SCH,,,MOTHER FUCK,BELIEVE / D'OR ET DE PLATINE,2021,9,JuL,,JuL,SCH,2020-12-10,,
30,KEKRA,,,,PHÉNOMÈNE,BELIEVE / VRL,2021,9,Roc Legion,Benihana Boy,Kekra,,2021-02-26,interpolation,169 Aaaah! - Roland
31,RIM'K,,,,COSMOS,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DISTRIBUTION DEAL,2021,9,Karmen (FRA),Rudynovski,PLK,Rim’K,2021-02-12,,
32,GAZO,,,,A$AP,BSB PROD,2021,9,Shiruken Music,Flem,Gazo,Shiruken Music,2021-02-25,interpolation,KASSAV - Gazo
33,OLIVIA RODRIGO,,,,DRIVERS LICENSE,POLYDOR / UNIVERSAL MUSIC,2021,9,Dan Nigro,,Dan Nigro,Olivia Rodrigo,2021-01-08,sample,LICENSE IS GOOD - ​toasty digital
34,CJ,,,,WHOOPTY,WARNER / CJ MUSIC GROUP/T-SERIES,2021,9,Pxcoyo,,Pxcoyo,Mithoon,2020-07-30,sample,Sanam Re - Mithoon
35,JUL,,,,LE CRÉMEUX,BELIEVE / D'OR ET DE PLATINE,2021,9,Kakou,,JuL,,2021-02-26,,
36,DADJU,,,,DIEU MERCI,POLYDOR,2021,9,Seysey,Dadju,Tiakola,Dadju,2020-10-09,sample,DANÇARINA (Remix) - PEDRO SAMPAIO
37,GAZO,,,,GO,BSB PROD,2021,9,LaFlamme Beatz,,Landy,Franglish,2021-02-26,,
38,KORE,LACRIM,,,MANGO,SONY MUSIC ENTERTAINMENT / RCA GROUP,2021,9,Kore,,Lacrim,,2021-02-05,sample,Mbappé* - Lacrim
39,JUL,,,,EN CHAIR ET EN OR,BELIEVE / D'OR ET DE PLATINE,2021,9,JuL,,JuL,,2021-02-26,,
40,WERE VANA,,,,CASANOVA,WARNER / WM FR AFFILIATED/PLAY TWO,2021,9,Laconi,,WeRe VaNa,,2020-11-06,,
41,OZUNA,DOJA CAT,SIA,,DEL MAR,AURA MUSIC CORP.,2021,9,Yazid Rivera,Hi Music Hi Flow,Yazid Rivera,Legazzy,2020-09-04,interpolation,Precious - Sia
42,PLK,,,,PILOTE,PANENKA MUSIC,2021,9,Neo Maestro,BGRZ,Hamza,PLK,2020-08-28,,
43,MASTER KG,NOMCEBO ZIKODE,,,JERUSALEMA,WARNER / ELEKTRA FRANCE,2021,9,Master KG,,Nomcebo Zikode,,2019-10-11,,
44,TAYC,,,,COMME TOI,WARNER / WM FR AFFILIATED/PLAY TWO,2021,9,Yannick Péraste,,Tayc,,2020-12-01,,
45,GAZO,,,,TCHIN 2X,BSB PROD,2021,9,NickNamez,Amine Farsi,Gazo,NickNamez,2020-12-11,,
46,NUKA,,,,LOVE NOT WAR,SONY MUSIC ENTERTAINMENT / ROBOTS & HUMANS,2021,9,Nuka,,Jason Derulo,Nuka,2020-11-20,,
47,AYA NAKAMURA,STORMZY,,,PLUS JAMAIS,REC118 / REC. 118,2021,9,Timo (Producer),Black Yohda,Stormzy,Aya Nakamura,2020-11-13,,
48,BENAB,,,,ANDALE,ISLAND DEF JAM / BENDO / DRACARYS MUSIC,2021,9,Bersa,,Maes,Benab,2021-02-19,sample,Poto (Prod.MxAI) - Prod.MxAI
49,GAZO,,,,HAINE&SEX,BSB PROD,2021,9,Selecta Killa,,Gazo,Selecta Killa,2021-02-26,,
50,OBOY,,,,CABEZA,SYNDICATE RECORDS,2021,9,​mammouth,,OBOY,,2020-07-03,,
51,GRAND CORPS MALADE,,,,MAIS JE T'AIME,CAROLINE FRANCE / ANOUCHE PRODUCTIONS,2021,9,Camille Lellouche,,Camille Lellouche,Grand Corps Malade,2020-06-19,,
52,HATIK,,,,MER,WARNER / WM FR AFFILIATED/PLAY TWO,2021,9,Mit (FRA),,Hatik,,2021-02-12,,
53,JUL,,,,C'EST ÇA LA VIE,BELIEVE / D'OR ET DE PLATINE,2021,9,JuL,,JuL,,2021-02-26,,
54,MISTER YOU,,,,LA COSTA,BELIEVE / HASTA LA MUERTE,2021,9,Nabz,,Mister You,,2021-01-08,,
55,INTERNET MONEY,,,,LEMONADE,CAROLINE FRANCE / CAROLINE INT. MD P&D,2021,9,Taz Taylor,Nick Mira,Taz Taylor,Nick Mira,2020-08-14,sample,Lemonade - Jozzy
56,MAÎTRE GIMS,,,,JUSQU'ICI TOUT VA BIEN,PLAY TWO,2021,9,GIMS,Renaud Rebillaud,Vitaa,GIMS,2020-11-06,,
57,TONES AND I,,,,DANCE MONKEY,WEA / ELEKTRA (NEK),2021,9,Konstantin Kersting,,Tones and I,,2019-05-10,sample,2000-2019 mashup | 200 songs from the last 20 years - YamiNoBahamut
58,DUA LIPA,DABABY,,,LEVITATING,WARNER / WARNER RECORDS,2021,9,,,,,,,
59,GAZO,,,,EUPHON,BSB PROD,2021,9,Dallas,,Gazo,Dallas,2021-02-26,interpolation,Grimey - Kalash
60,JUL,,,,BURBERRY,BELIEVE / D'OR ET DE PLATINE,2021,9,Kakou,JuL,JuL,,2021-02-26,,
61,1PLIKÉ140,,,,LOPSA STORY,CAPITOL MUSIC FRANCE / MILLENIUM,2021,9,Josh Petruccio,,1PLIKÉ140,,2020-12-11,,
62,POP SMOKE,,,,WHAT YOU KNOW BOUT LOVE,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,9,IamTash,,Troy Oliver,IamTash,2020-07-03,sample,Differences - Ginuwine
63,DAMSO,,,,911,TRENTE-QUATRE CENTIMES,2021,9,Saint DX,Benjay,Damso,,2020-09-18,interpolation,SUMMER 2021 - L.E.J
64,KOBA LAD,,,,COFFRE PLEIN,CAPITOL MUSIC FRANCE / MILLENIUM,2021,9,Ken & Ryu,Heizenberg,Zed,Maes,2020-10-22,,
65,UZI,,,,COEUR ABÎMÉ,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2021,9,SHABZBEATZ,,UZI (FRA),,2021-01-21,,
66,SIA,,,,COURAGE TO CHANGE,WEA / ATLANTIC RECORDS,2021,9,Greg Kurstin,,P!nk,Sia,2020-09-25,interpolation,Courage - P!nk
67,OFENBACH,LAGIQUE,,,WASTED LOVE,WARNER / ELEKTRA FRANCE,2021,9,Jen Jis,,Sophia Ayana,Rock-A-Tune,2021-01-08,,
68,GAZO,,,,PARKINSON,BSB PROD,2021,9,Hakai Beats,,Gazo,Hakai Beats,2021-02-26,interpolation,M.A.L.A - Gazo
69,TIËSTO,,,,THE BUSINESS,WEA / ATLANTIC RECORDS,2021,9,Anton Rundberg,Tiësto,Anton Rundberg,Julia Karlsson,2020-09-25,sample,Gazo x Tiësto - Die For The Business (Komodo mashup) - Komodo (Producer)
70,JULIEN DORÉ,,,,NOUS,COLUMBIA,2021,9,Tristan Salvati,Julien Doré,Julien Doré,,2020-09-04,,
71,THERAPIE TAXI,,,,ETÉ 90,WAGRAM / PANENKA MUSIC,2021,9,Vincent Duteuil,Zaoui,,,2021-01-08,,
72,JAWSH 685 X JASON DERULO,,,,SAVAGE LOVE,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,9,,,,,,,
73,SCH,HORNET LA FRAPPE,LETO,SADEK,LA VIE DU BINKS,WARNER / REC. 118,2021,9,GRAUX,RDS,SCH,Soprano,2021-01-01,,
74,NINHO,,,,LA VIE QU ON MENE,REC. 118 / MAL LUNE MUSIC,2021,9,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
75,UZI,,,,À LA FÊTE,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2021,9,Hoodstar,,UZI (FRA),,2020-06-26,,
76,TOM GREGORY,,,,RATHER BE YOU,B1,2021,9,Matt James,André Nookadu,Matt James,Adrien Nookadu,2020-07-03,,
77,RITON,,,,FRIDAY,SONY MUSIC ENTERTAINMENT / MINISTRY OF SOUND RECORDINGS,2021,9,Dopamine,Riton,Renny Wilson,Hugh Brankin,2021-01-15,sample,Push the Feeling On - Nightcrawlers
78,SAINT JHN,,,,ROSES,B1,2021,9,​f a l l e n,,​f a l l e n,SAINt JHN,2016-07-22,sample,Enciéndelo (Spanish Version) - Ele A El Dominio
79,LANDY,,,,ENFANTS TERRIBLES,BELIEVE / 109 RECORD,2021,9,Exi (FRA),Atlas On The Track,Ninho,Landy,2020-12-18,,
80,GAZO,,,,INTRO,BSB PROD,2021,9,Congo Bill,Amine Farsi,Gazo,Congo Bill,2021-02-26,interpolation,Drill FR 3 - Gazo
81,SOFIANE,,,,NOUVEAUX PARRAINS,CAPITOL MUSIC FRANCE / CAPITOL,2021,9,Nock-Pi,Zeg P,Soolking,Sofiane,2021-02-05,,
82,M. POKORA,DADJU,,,SI ON DISAIT,SONY MUSIC ENTERTAINMENT / SONY MUSIC/TF1 ENTERTAINMENT,2021,9,Renaud Rebillaud,,Vitaa,,2020-09-26,,
83,GAZO,,,,CACHE COU,BSB PROD,2021,9,​the10PM,,Hache-P,Gazo,2021-02-26,interpolation,Freestyle WESH - Gazo
84,TAYC,,,,N'Y PENSE PLUS,WM FR AFFILIATED/PLAY TWO,2021,9,Nyadjiko,,Tayc,,2020-06-20,interpolation,Aymie (Réponse à Tayc) - MikL
85,AVA MAX,,,,MY HEAD & MY HEART,WARNER / ATLANTIC RECORDS,2021,9,Cirkut,Earwulf,Ava Max,Cirkut,2020-11-19,interpolation,Around the World (La La La La La) - A Touch of Class
86,NIRO,PLK,,,FILS 2,AMBITION MUSIC,2021,9,Wealstarr,,PLK,Niro,2021-02-19,,
87,DAFT PUNK,PHARRELL WILLIAMS AND NILE RODGERS,,,GET LUCKY,SONY MUSIC CATALOGUE / COLUMBIA,2021,9,,,,,,,
88,OFENBACH,,,,HEAD SHOULDERS KNEES AND TOES,WARNER / ELEKTRA FRANCE,2021,9,Quarterhead,Ofenbach,Dorian Lauduique,César Laurent de Rummel,2020-05-08,,
89,UZI,,,,BELLA,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2021,9,Yannis Wade,,UZI (FRA),,2021-02-19,,
90,MASKED WOLF,,,,ASTRONAUT IN THE OCEAN,WARNER / ELEKTRA (NEK),2021,9,Tyron Hapi,,Masked Wolf,Tyron Hapi,2019-06-06,sample,10 Band Lick - YungManny
91,NATHAN EVANS,,,,WELLERMAN,CAROLINE FRANCE / UNIVERSAL MUSIC,2021,9,Nathan Evans,,Nathan Evans,,2021-04-09,,
92,HATIK,,,,ANGELA,LOW WOOD,2021,9,Medeline,,Hatik,,2019-08-30,interpolation,Angela - Saïan Supa Crew
93,ATB,,,,YOUR LOVE,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,9,Yhonny Atella Rivero,Julio Galindez,Kiddo A.I.,Andrés Saavedra,2024-11-04,,
94,POP SMOKE,,,,DIOR,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,9,808 Melo,,Pop Smoke,808 Melo,2019-07-26,sample,The Coven - Peter Gundry
95,INDOCHINE,CHRISTINE AND THE QUEENS,,,3SEX,INDOCHINE RECORDS,2021,9,Christine and the Queens,Ash Workman,Nicola Sirkis,,2020-11-25,,
96,JÉRÉMY FREROT,,,,UN HOMME,BELIEVE / LA FINCA SOUS LICENCE EXCLUSIVE 6&7,2021,9,,,Laurent Lamarca,Vincha,2020-11-25,,
97,GAZO,,,,DRILL FR 5,SONY MUSIC ENTERTAINMENT / BSB PROD,2021,9,Pierrari,,Gazo,Hamza,2020-10-02,,
98,DAVID GUETTA,SIA,,,LET'S LOVE,WARNER / PARLOPHONE (FRANCE),2021,9,Marcus van Wattum,Giorgio Tuinfort,Giorgio Tuinfort,Marcus van Wattum,2020-09-11,,
99,AYA NAKAMURA,,,,LA MACHINE,REC. 118,2021,9,Ever Mihigo,Some-1ne,Aya Nakamura,,2020-11-13,,
100,KOBA LAD,,,,QUATRE SECONDES,PIAS FRANCE / URBAN,2021,9,DJ Erise,Léo Brousset,Koba LaD,Hiro,2021-02-26,,
101,GRAND CORPS MALADE,,,,DERRIÈRE LE BROUILLARD,CAROLINE FRANCE / ANOUCHE PRODUCTIONS,2021,9,Mosimann,Tiery-F,Louane,Grand Corps Malade,2020-09-11,,
102,GAZO,,,,INHUMAIN,BSB PROD,2021,9,Shiruken Music,,Gazo,Shiruken Music,2021-02-26,,
103,ALONZO,,,,CAPO,ISLAND DEF JAM / ONLY PRO,2021,9,StillNaS,Spike Miller,Alonzo,,2021-02-12,,
104,HATIK,,,,LA MEILLEURE,ISLAND DEF JAM / BENDO / LOW WOOD,2021,9,Medeline,,Jok’Air,Hatik,2020-03-06,,
105,LANDY,NISKA,,,MILLIONS D'EUROS,BELIEVE / 109 RECORD,2021,9,Million Man,,Niska,Landy,2020-11-25,,
106,DUNCAN LAURENCE,,,,ARCADE,POLYDOR / UNIVERSAL MUSIC,2021,9,Oscar Holleman,Wouter Hardy,Will Knox,Wouter Hardy,2019-03-07,sample,i hate every night - Lil Soda Boi
107,ZOLA,SCH,,,9 1 1 3,AWA,2021,9,NASKID,Aurélien Mazin,SCH,Zola,2020-11-20,,
108,DIVERS,,,,LETTRE A UNE FEMME,WARNER SPECIAL MARKETING,2021,9,,,,,,,
109,DADJU,,,,GRAND BAIN,POLYDOR,2021,9,MKL,,Ninho,Dadju,2020-06-19,,
110,LIL TJAY,,,,CALLING MY PHONE,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,9,LilHBeats,Non Native,LilHBeats,Non Native,2021-02-12,sample,Dame calor - Natos y Waor
111,KORE,PLK,,,PAS BIEN,SONY MUSIC ENTERTAINMENT / RCA GROUP,2021,9,Aurélien Mazin,NASKID,PLK,,2021-02-10,,
112,DADJU,,,,AMOUR TOXIC,POLYDOR,2021,9,Dadju,Seysey,Dadju,,2020-09-28,,
113,HARRY STYLES,,,,WATERMELON SUGAR,COLUMBIA,2021,9,Tyler Johnson,Kid Harpoon,Tyler Johnson,Kid Harpoon,2019-11-16,sample,Fuck You With Sugar On Top - Nearly a Fox
114,DAFT PUNK,,,,ONE MORE TIME,WARNER / PARLOPHONE (FRANCE),2021,9,Daft Punk,,Guy-Manuel de Homem-Christo,Thomas Bangalter,2000-11-13,sample,More Spell on You - Eddie Johns
115,REGARD,,,,RIDE IT,SONY MUSIC ENTERTAINMENT / B1 / MINISTRY OF SOUND,2021,9,Regard,,Jay Sean,Alan Sampson,2019-07-26,sample,Zweifel - Eddin
116,LETO,,,,MACARONI FEAT NINHO,REC118 / REC. 118,2021,9,,,,,2020-08-28,,
117,JOEL CORRY,MNEK,,,HEAD & HEART,WARNER / ATLANTIC RECORDS UK,2021,9,Joel Corry,Lewis Thompson,Joel Corry,Lewis Thompson,2020-07-03,,
118,BENAB,,,,MALADIE,ISLAND DEF JAM / BENDO / DRACARYS MUSIC,2021,9,Bersa,,Imen Es,Benab,2021-02-19,,
119,LYNDA,,,,SI TU M'AIMES 2,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION POLYDOR,2021,9,,,Lynda,,2021-06-18,,
120,BTS,,,,DYNAMITE,SONY MUSIC ENTERTAINMENT / BIGHIT ENTERTAINMENT,2021,9,David Stewart,,David Stewart,Jessica Agombar,2020-08-21,sample,Stan Your Enemies - Cacola
121,DAFT PUNK,,,,INSTANT CRUSH,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,9,Julian Casablancas,Daft Punk,Julian Casablancas,Guy-Manuel de Homem-Christo,2013-05-17,sample,EXTREME SOUNDCLOWN MEGAMIX VI: The Finale - Gyrotron
122,OBOY,,,,COME OVER,BECAUSE / FAMM LIMITED,2021,9,ANDRO,Vibemaster JD,J-weezy (Joshua Obodo),,2022-04-28,,
123,BILLIE EILISH,,,,BAD GUY,POLYDOR / UNIVERSAL MUSIC,2021,9,FINNEAS,,Billie Eilish,FINNEAS,2019-03-29,sample,SUCCR - DaymanOurSavior
124,GAZO,,,,BSB,BSB PROD,2021,9,Dallas,,Gazo,Dallas,2021-02-26,,
